input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired,final_url,cdn_name,cdn,location,tls_self_signed
example2.post.ch,Example Home | Example Post ZI,200,74656,example2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T08:48:02Z,2023-06-14T08:48:02Z,"CN=example.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",example.post.ch,Post CH AG,example2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9954522fea841acaf6de0605713c6122,953e7df6f80d3fa7a48067146a18173b682e591cba5c4e9235db6686e1a3a424,ctls,example2.post.ch,443,https://example2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,1408,False,,,,,https://example2.post.ch/en,,,,
exampleint1.post.ch,Die Post - HTTP Fehlerseite,401,5601,exampleint1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T08:46:52Z,2023-06-14T08:46:52Z,"CN=exampleint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",exampleint.post.ch,Post CH AG,exampleint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,4e50d31ad623e865dc0f61523ac8ccb7,cdc222f92bbb97af3df41a1533687951eecd30f2c5fc88e17a17db04f97219cd,ctls,exampleint1.post.ch,443,https://exampleint1.post.ch:443,https,Apache,text/html,GET,194.41.253.223,/,2036468260,194.41.253.223,HSTS,176,False,,,,,,,,,
execution-ci360-i.post.ch,503 Service Temporarily Unavailable,503,162,execution-ci360-i.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-23T23:59:59Z,CN=execution-ci360-i.post.ch,execution-ci360-i.post.ch,,execution-ci360-i.post.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c359d413c508d6ffcfae737fcaa9b4ea,a2f44da16903ac283c06f35a968590542cfb743cc3e9161d53ad41354b3fa755,ctls,execution-ci360-i.post.ch,443,https://execution-ci360-i.post.ch:443,https,awselb/2.0,text/html,GET,18.66.97.89,/,1862162275,2600:9000:223c:d200:1b:c63a:f5c0:93a1,Amazon Web Services,7,False,,,,,,cloudfront,True,,
execution-ci360-p.post.ch,503 Service Temporarily Unavailable,503,564,execution-ci360-p.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-09-23T23:59:59Z,CN=execution-ci360-p.post.ch,execution-ci360-p.post.ch,,execution-ci360-p.post.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,eeb28e2e39cd4d9d3d60c07c2b1f7c08,3446906440c1457f23976beb2017c99b08414a49a518fb1dd6082c71237324b7,ctls,execution-ci360-p.post.ch,443,https://execution-ci360-p.post.ch:443,https,awselb/2.0,text/html,GET,18.66.112.89,/,1862162275,2600:9000:223f:c00:a:e034:9300:93a1,Amazon Web Services,13,False,,,,,,cloudfront,True,,
extranetapps.post.ch,Die Post - HTTP Fehlerseite,404,4561,extranetapps.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-10T12:09:17Z,2024-01-10T12:09:17Z,"CN=extranetapps.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",extranetapps.post.ch,Post CH AG,extranetapps.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c7b03ea934ce2c0b20c9d161a14def06,387436288eb11d17c2fa9c246303e7cb3638b41179fdfacdbcf724820094ab00,ctls,extranetapps.post.ch,443,https://extranetapps.post.ch:443,https,Apache,text/html,GET,194.41.184.55,/,318323496,194.41.184.55,HSTS,157,False,,,,,,,,,
feedback.post.ch,,400,351,,,,,,,,,,,,,,,,,,,80,http://feedback.post.ch:80,http,Microsoft-HTTPAPI/2.0,application/xml,GET,20.250.16.161,/,-1991746214,20.250.16.161,Microsoft HTTPAPI:2.0,3,False,,,,,,,,,
filialemitpartner.post.ch,Website | Filiale mit Partner,200,31905,filialemitpartner.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:43:55Z,2024-03-13T09:43:55Z,"CN=filialemitpartner.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",filialemitpartner.post.ch,Post CH AG,filialemitpartner3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c3abc8c4441c5960da9327155f627bd2,23618166e51c2eb39ae581bc9429cd5e2ac85a999273ddae91c79a6371f2098b,ctls,filialemitpartner.post.ch,443,https://filialemitpartner.post.ch:443,https,Delivery1,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,811,False,,,,,https://filialemitpartner.post.ch/de,,,,
filialemitpartner1.post.ch,Website | Filiale mit Partner,200,31760,filialemitpartner1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:43:55Z,2024-03-13T09:43:55Z,"CN=filialemitpartner.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",filialemitpartner.post.ch,Post CH AG,filialemitpartner3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c3abc8c4441c5960da9327155f627bd2,23618166e51c2eb39ae581bc9429cd5e2ac85a999273ddae91c79a6371f2098b,ctls,filialemitpartner1.post.ch,443,https://filialemitpartner1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,808,False,,,,,https://filialemitpartner1.post.ch/de,,,,
filialemitpartner2.post.ch,Website | Filiale mit Partner,200,31915,filialemitpartner2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:43:55Z,2024-03-13T09:43:55Z,"CN=filialemitpartner.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",filialemitpartner.post.ch,Post CH AG,filialemitpartner3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c3abc8c4441c5960da9327155f627bd2,23618166e51c2eb39ae581bc9429cd5e2ac85a999273ddae91c79a6371f2098b,ctls,filialemitpartner2.post.ch,443,https://filialemitpartner2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,811,False,,,,,https://filialemitpartner2.post.ch/de,,,,
filialemitpartnerint1.post.ch,Die Post - HTTP Fehlerseite,401,5601,filialemitpartnerint1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T14:21:58Z,2024-03-07T14:21:58Z,"CN=filialemitpartnerint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",filialemitpartnerint.post.ch,Post CH AG,filialemitpartnerint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,962d7c2261ea00736eed49520525cea5,977e5045db5ebe6624623d28e474c9428927921ac3fb3b657b5562645656144c,ctls,filialemitpartnerint1.post.ch,443,https://filialemitpartnerint1.post.ch:443,https,Apache,text/html,GET,194.41.253.223,/,-90837584,194.41.253.223,HSTS,176,False,,,,,,,,,
filp.post.ch,Die Post - HTTP Fehlerseite,401,5580,filp.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-06T07:31:38Z,2024-02-06T07:31:38Z,"CN=filp.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",filp.post.ch,Post CH AG,filp.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,cf4d82a099ed79338d239af9e388f32a,ee8807313d070db9b4690fa5f089e8db997d8000423ae12f6e2129ca3c99da7e,ctls,filp.post.ch,443,https://filp.post.ch:443,https,Apache,text/html,GET,194.41.184.195,/,318323496,194.41.184.195,HSTS,176,False,,,,,,,,,
fiori-int.post.ch,post returns services-portal,200,5752,retourenticket-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T11:04:55Z,2023-08-08T11:04:55Z,"CN=retourenticket-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",retourenticket-int.post.ch,Post CH AG,raspn.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,648f6a9b13060f317f5e3ec18e4341d6,36513dd25b209631730310949d3fabeca753805cd2b625d2449b1f6b78bb04fe,ctls,retourenticket-int.post.ch,443,https://fiori-int.post.ch:443,https,Apache (proxied),text/html,GET,194.41.248.231,/,1694469138,194.41.248.231,HSTS,48,False,,,,,https://retourenticket-int.post.ch/retouren-kunden/,,,,
fit-im-beruf1.post.ch,Initiative «Fit im Beruf» | Fit im Beruf,200,21548,fit-im-beruf1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:44:06Z,2024-03-13T09:44:06Z,"CN=fit-im-beruf.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",fit-im-beruf.post.ch,Post CH AG,fit-im-beruf3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,4e0da1f34479b5005e446f427491412b,743a8a122a03985fe8a86b9c1b5afa0d9d82fac90bf733b09f1fa8dca078ab5a,ctls,fit-im-beruf1.post.ch,443,https://fit-im-beruf1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,485,False,,,,,https://fit-im-beruf1.post.ch/de,,,,
fonts.int.post.ch,Die Post - HTTP Fehlerseite,404,4582,fonts.int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:30:17Z,2024-04-20T12:30:17Z,"CN=fonts.int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",fonts.int.post.ch,Post CH AG,fonts.int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,346161bca77a20c01472905cef515ae5,f5fcb97b4eea5e629e75de21420fd5023fb99779a24bfbccd9286bbb463649c8,ctls,fonts.int.post.ch,443,https://fonts.int.post.ch:443,https,Apache,text/html,GET,194.41.248.55,/,1694469138,194.41.248.55,HSTS,157,False,,,,,,,,,
fonts.post.ch,Die Post - HTTP Fehlerseite,404,4561,fonts.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-20T12:30:27Z,2024-04-20T12:30:27Z,"CN=fonts.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",fonts.post.ch,Post CH AG,fonts.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,df5b3c3e69a6ac061d01bf6bc3db60ce,874329f3e936030e15feb103549da53a2d794a7b3f89db892607bacea2cf71e4,ctls,fonts.post.ch,443,https://fonts.post.ch:443,https,Apache,text/html,GET,194.41.184.89,/,318323496,194.41.184.89,HSTS,157,False,,,,,,,,,
fuer-alle.post.ch,Website | Die Post,200,100856,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,443,https://fuer-alle.post.ch:443,https,Delivery3,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,HSTS,1348,False,,,*.sas.com,,https://www.post.ch/de,,,,
fuer-alle1.post.ch,Home | Die Post ist da. Für alle.,200,37708,fuer-alle1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:44:17Z,2024-03-13T09:44:17Z,"CN=fuer-alle.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",fuer-alle.post.ch,Post CH AG,fuer-alle2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,be462ee1aa02a6aad48fb9c0379e3dba,d6d85c599c616838363d8ea475c998c87e9c3c0f5d893eee927ea652075212e8,ctls,fuer-alle1.post.ch,443,https://fuer-alle1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,739,False,,,,,https://fuer-alle1.post.ch/de,,,,
fuer-alle2.post.ch,Home | Die Post ist da. Für alle.,200,37708,fuer-alle2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:44:17Z,2024-03-13T09:44:17Z,"CN=fuer-alle.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",fuer-alle.post.ch,Post CH AG,fuer-alle2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,be462ee1aa02a6aad48fb9c0379e3dba,d6d85c599c616838363d8ea475c998c87e9c3c0f5d893eee927ea652075212e8,ctls,fuer-alle2.post.ch,443,https://fuer-alle2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,739,False,,,,,https://fuer-alle2.post.ch/de,,,,
fuer-alleint1.post.ch,Die Post - HTTP Fehlerseite,401,5601,fuer-alleint1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-07T14:22:19Z,2024-03-07T14:22:19Z,"CN=fuer-alleint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",fuer-alleint.post.ch,Post CH AG,fuer-alleint2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c541e4acf729770ea32de5232ed42d85,f3ddc3ea8bc4cb02c262fdfa5ee736feef6c63fd4cd4d80be53dac5e4180c656,ctls,fuer-alleint1.post.ch,443,https://fuer-alleint1.post.ch:443,https,Apache,text/html,GET,194.41.253.223,/,-1909093185,194.41.253.223,HSTS,176,False,,,,,,,,,
fundeint.post.ch,,401,17,fundeint.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2023-07-29T23:59:59Z,CN=fundeint.post.ch,fundeint.post.ch,,fundeint.post.ch,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",40e7209cdc6aceb1631b80e33e013fe4,f9a6fb836c4197ca3e50e44ba2a9502e7ee9fe675a2a895f3657fc1f76f939f9,ctls,fundeint.post.ch,443,https://fundeint.post.ch:443,https,Apache,text/html,GET,62.12.149.236,/,797663971,62.12.149.236,Basic,2,False,,,,,,,,,
gandalf.apis-dev.post.ch,Die Post - HTTP Fehlerseite,403,4258,gandalf.apis-dev.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T11:56:15Z,2023-10-25T11:56:15Z,"CN=gandalf.apis-dev.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",gandalf.apis-dev.post.ch,Post CH AG,gandalf.apis-dev.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f97f8164c00ebb0955818b62406b1f8a,95262301e48a44ade4734b6318923be2f07385fcdbb6e3c5a2f21a952a1ce2ac,ctls,gandalf.apis-dev.post.ch,443,https://gandalf.apis-dev.post.ch:443,https,Apache,text/html,GET,194.41.248.247,/,1694469138,194.41.248.247,HSTS,153,False,,,,,,,,,
gandalf.apis-int.post.ch,,404,40,gandalf.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T11:57:16Z,2023-10-25T11:57:16Z,"CN=gandalf.apis-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",gandalf.apis-int.post.ch,Post CH AG,gandalf.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,1a1c0b9ca35528f53ecef5a7e06e6bb5,f718545157f112b4195c1b359ca605314efedb23ae7b055a7e893563f2fa2ede,ctls,gandalf.apis-int.post.ch,443,https://gandalf.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
gandalf.apis-test.post.ch,Die Post - HTTP Fehlerseite,403,4258,gandalf.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T11:58:36Z,2023-10-25T11:58:36Z,"CN=gandalf.apis-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",gandalf.apis-test.post.ch,Post CH AG,gandalf.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a89417d2672a5c25693a3a15dcf64429,39c501d63cdbceb9fa04dc7b6561ab5d68dda36200cf17face8a6b47d84791d9,ctls,gandalf.apis-test.post.ch,443,https://gandalf.apis-test.post.ch:443,https,Apache,text/html,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,153,False,,,,,,,,,
gb.post.ch,Startseite - Die Post - Geschäftsbericht 2022,200,122821,geschaeftsbericht.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-27T08:16:30Z,2023-12-27T08:16:30Z,"CN=geschaeftsbericht.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",geschaeftsbericht.post.ch,Post CH AG,www.geschaeftsbericht.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,345d1d4ddac4cd72e83bec5c76fd0031,90224b3853a0639e2f69da6d27a872c9b587c42a3f461a2174525d89d881707d,ctls,geschaeftsbericht.post.ch,443,https://gb.post.ch:443,https,Apache,text/html,GET,3.125.237.104,/,-1706252043,3.125.237.104,WordPress,363,False,,,,,https://geschaeftsbericht.post.ch/22/ar/de/,,,,
gewinnende-worte.post.ch,PostDoc Gewinnende Worte,200,3951,gewinnende-worte.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-02T12:57:38Z,2023-08-02T12:57:38Z,"CN=gewinnende-worte.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",gewinnende-worte.post.ch,Post CH AG,gewinnende-worte.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a263935c8516b8344b93e662d65d44b0,5f035ed26ab9556639d4242e81307e2dfa84a46bd8938fb63bffb395ea097638,ctls,gewinnende-worte.post.ch,443,https://gewinnende-worte.post.ch:443,https,Apache,text/html,GET,94.126.21.139,/,-18872000,94.126.21.139,HSTS,60,False,,,,,,,,,
gis.post.ch,Die Post - HTTP Fehlerseite,404,4561,gis.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-18T11:13:16Z,2023-07-18T11:13:16Z,"CN=gis.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",gis.post.ch,Post CH AG,gis.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,24c160eb02b55f805ef1b4345cbd0012,23dfead3b8f78f6e16c7c8015360c75baf0440f51b20a45515f968eb30265488,ctls,gis.post.ch,443,https://gis.post.ch:443,https,Apache,text/html,GET,194.41.184.165,/,318323496,194.41.184.165,HSTS,157,False,,,,,,,,,
gisint.post.ch,Die Post - HTTP Fehlerseite,404,4582,gisint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-16T08:25:25Z,2023-06-16T08:25:25Z,"CN=gisint.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",gisint.post.ch,Post CH AG,gisint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,92c9c472080014c5a344536c436da2de,0cf17c4a4460728a449ab07340a698deec58cef31bd0894554c5bd89fe6f3eee,ctls,gisint.post.ch,443,https://gisint.post.ch:443,https,Apache,text/html,GET,194.41.248.179,/,1694469138,194.41.248.179,HSTS,157,False,,,,,,,,,
gitit.post.ch,Login,200,3229,ase.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:20:01Z,2024-01-30T11:20:01Z,"CN=ase.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",ase.post.ch,Post CH AG,ase.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,825e398b2a01a85fa3f005b6387dc01b,5a39ddd41e263afddfa3c05272f7c68d10bb72f297e648fae194b88e54e74505,ctls,ase.post.ch,443,https://gitit.post.ch:443,https,Apache,text/html,GET,194.41.184.113,/,318323496,194.41.184.113,HSTS,16,False,,,*.ytimg.com,,https://ase.post.ch/auth?response_type=code&scope=profile%20openid%20email&client_id=08de65066cfc6553863a7628dbc1402c&state=9Wj6FT4-Uko5EV2ps-hPHwEL_K8&redirect_uri=https%3A%2F%2Fgitit.post.ch%2Fcallback&nonce=zB0FQNYa8xFyP7RbN5q6hZ_nq9PKX_Q53RUOHwR69zY&code_challenge=EB9xmxcBzFkJKB8Dus6A0X_PassVXAphqXjbKjghVBo&code_challenge_method=S256,,,,
gititint.post.ch,Login,200,3240,aseint.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-26T10:30:53Z,2024-01-26T10:30:53Z,"CN=aseint.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",aseint.post.ch,Post CH AG,aseint.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,11b01e31e703b967ee21658541e7972a,179be2aaa8e91f1065183b5ef9b028f60bb3bb6d8e3af9106bc5f1885561e3ec,ctls,aseint.post.ch,443,https://gititint.post.ch:443,https,Apache,text/html,GET,194.41.248.201,/,1694469138,194.41.248.201,HSTS,16,False,,,*.google.ch,,https://aseint.post.ch/auth?response_type=code&scope=profile%20openid%20email&client_id=613528e0029c6937236ab132ed8675a7&state=Dpooozaif3Jcup4A5vQURqT-59Y&redirect_uri=https%3A%2F%2Fgititint.post.ch%2Fcallback&nonce=msKeOXOGBfPs-kjCy_Rot_bBbrwMWRSjOhANSfHY2x0&code_challenge=KfGT1KGVtcYCu5DwMgXocRWjCqC7rvUgdC9sg7fc0Bc&code_challenge_method=S256,,,,
gollum.apis-test.post.ch,Die Post - HTTP Fehlerseite,403,4258,gollum.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T12:04:40Z,2023-10-25T12:04:40Z,"CN=gollum.apis-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",gollum.apis-test.post.ch,Post CH AG,gollum.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,a64b524f14adf79a65c4d75d09fd457e,8be8b68d2183a9f03ca54db7c30b15c77266e82ab2d21b7511d9981131ad9933,ctls,gollum.apis-test.post.ch,443,https://gollum.apis-test.post.ch:443,https,Apache,text/html,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,153,False,,,,,,,,,
gvedexpe1a.uc.post.ch,Bad Request,400,65,gvedexpe1a.uc.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,gvedexpe1a.uc.post.ch,443,https://gvedexpe1a.uc.post.ch:443,https,CE_E,text/html,GET,194.41.152.182,/,2024762623,194.41.152.182,HSTS,1,False,,,,,,,,,
gvedexpe1a.vc.uc.post.ch,Bad Request,400,65,gvedexpe1a.vc.uc.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,gvedexpe1a.vc.uc.post.ch,443,https://gvedexpe1a.vc.uc.post.ch:443,https,CE_E,text/html,GET,194.41.152.182,/,2024762623,194.41.152.182,HSTS,1,False,,,,,,,,,
gvedexpe2a.post.ch,Bad Request,400,65,gvedexpe2a.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-01T14:31:18Z,2024-02-01T14:31:18Z,"CN=cved1.pnet.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",cved1.pnet.ch,Post CH AG,cved01.pnet.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,61fa5f4d35f9002fb7ba3658cca025a9,38afdd06b83ffa7cc250561c34e77cdb28947a5d416612ad06c307217322b610,ctls,gvedexpe2a.post.ch,443,https://gvedexpe2a.post.ch:443,https,CE_E,text/html,GET,194.41.152.186,/,2024762623,194.41.152.186,HSTS,1,False,,,,,,,,,
