new,host,mx,soa,status_code,a,aaaa,cname,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,caa
,ras.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.48,,,,,,,,,
,rascitrix1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,rascitrix1int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.168,,,,,,,,,
,rascitrix2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,rascitrixint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,rasicaeh01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.150,,,,,,,,,
,rasns.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.136,,,,,,,,,
,rasns01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.155,,,,,,,,,
,rasns03.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.158,,,,,,,,,
,rasns04.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.157,,,,,,,,,
,raspn.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.138,,,,,,,,,
,rastav.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.137,,,,,,,,,
,redirect.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
,registrazione-vor.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.229.163,,EU1222335967889.ssl.ondemand.com,,,,,,,
,registrazione.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.229.160,,eu1841610009288.ssl.ondemand.com,,,,,,,
,relay1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.232.131,2a00:17cf::201,,,,,,,,
,relay2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.131,2a00:17cf:0:8000::201,,,,,,,,
,remote-support-ng.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.195,,,,,,,,,
,remote-support.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.141,,,,,,,,,
,repondre-avec-le-coeur.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,retail.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,retail1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,retail2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,retailint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,retailint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,retailint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,retourenticket-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.231,,,,,,,,,
,retourenticket.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.161,,,,,,,,,
,rfidmon.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.77,,,,,,,,,
,saferpay-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.12,,,,,,,,,
,saferpay.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.12,,,,,,,,,
,salt-abo1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,salt-abo2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,salt-aboint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,salt-aboint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,salt-aboint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,saml.klp-idp.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,samlint2.klp-idp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sandbox.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,sandbox.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,sandbox.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,sandbox.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,sandroclaus.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sapmstst.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.248.222,,EU1813642888503.ssl.ondemand.com,,,,,,,
,sapmsvor.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.210.190,,EU1868484671197.ssl.ondemand.com,,,,,,,
,scepintune.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.186,,,,,,,,,
,schreiben.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,schreiben1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,schreibenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,schreibenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,schreibfabrik.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.165.44.13,,,,,,,,,
,scytl-admin-test.evoting.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,scytl-test.evoting.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sdm.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sdm.webstampint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.21,,,,,,,,,
,sdmklp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sdmklppartner.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.227,,,,,,,,,
,securepost.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,securepost2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,securepostint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,secureshop.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
,security-assurance.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,20.250.18.99,,,,,,,,,
,service-int.meetonline.post.ch,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,51.107.58.161,,"app-meetonline-service-int.azurewebsites.net, waws-prod-zrh-003.sip.azurewebsites.windows.net, waws-prod-zrh-003.switzerlandnorth.cloudapp.azure.com",,True,azure,,,,
,servicedesk.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.194,,,,,,,,,
,serviceint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.178,,,,,,,,,
,servicetest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sevi.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sf.rasint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,share.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,shop.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.192,,,,,,,,,
,shopint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.131,,,,,,,,,
,shopncross-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,shopncross.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,shoptest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,172.28.54.15,,,,,,True,172.28.54.15,,
,sig.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sinaetleo.postdoc.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,,master-7rqtwti-vxpinvjuxcpxy.eu-5.platformsh.site,,,,,,,
,sinaundleo.postdoc.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,,master-7rqtwti-vxpinvjuxcpxy.eu-5.platformsh.site,,,,,,,
,sip.post.ch,,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.192.139,2603:1027:0:48::20,sipdir.online.lync.com,,,,,,,
,sipskypebe.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,swisssign-check=VKhTb7WkVyeXDmFs3RpZxQuD9p1fmxbCPATLIxJM3V,,,,,,
,sipt.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,smail.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.31,,,,,,,,,
,smailint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.38,,,,,,,,,
,smart.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.175,2a00:17c8::226,,,,,,,,
,smart1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,smart2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,smartcity.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,smartcity1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,smartcityint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.45,,,,,,,,,
,smartcityint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,sorry.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.87,2a00:17c8:0:103::201,,,,,,,,
,sorry.shopadmin.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sorryint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.93,2a00:17c8:0:8103::214,,,,,,,,
,sorryrpz-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.226,,,,,,,,,
,sorryrpz.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.197,,,,,,,,,
,sorryws.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sorrywsint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.191,,,,,,,,,
,sp-apps.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,spi.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.72,,,,,,,,,
,spiint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.79,,,,,,,,,
,spimr1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.138,,,,,,,,,
,spimr2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.151,,,,,,,,,
,spontan-abholung.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sps.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,spscom.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,spsint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ssj.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.109,,,,,,,,,
,ssj.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.116,,,,,,,,,
,ssje.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.112,,,,,,,,,
,ssm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,20.250.18.99,,,,,,,,,
,sso.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ssp11e.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.154,,,,,,,,,
,ssp11e.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.164,,,,,,,,,
,sspa.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.103,,,,,,,,,
,sspa.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,sspae.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.162,,,,,,,,,
,sspe.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.107,,,,,,,,,
,sspe.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.113,,,,,,,,,
,sspj.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.104,,,,,,,,,
,sspj.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.110,,,,,,,,,
,sspp.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.102,,,,,,,,,
,staging.personalzeitung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,80.72.140.94,,,,,,,,,
,standorte.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,standorteint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,stargate.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.140,,,,,,,,,
,static.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.185.27,,,,,,,,,
,static1.intpa-cms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.35,,intpa-cms.post.ch,,,,,,,
,static2.intpa-cms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.35,,intpa-cms.post.ch,,,,,,,
,staticint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.34,,,,,,,,,
,stayfit.post.ch,,"ns1.open-telekom-cloud.com, admin.evermood.com",NOERROR,80.158.47.21,,eu-de.evermood.com,,,,,,,"letsencrypt.org, ;"
,stb-test.post.ch,,,NOERROR,194.41.249.4,,,,,,,,,
,stb.innovation.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,stb.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.81,,,,,,,,,
,stories1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,stories2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,storiesint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,storiesint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,styles.design-system.post.ch,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"34.141.11.154, 18.192.231.252","2a05:d014:275:cb02::c8, 2a05:d014:275:cb00::c8",swisspost-design-system-next.netlify.app,,True,google,,,,
,supportint-sesam.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,supporttest-sesam.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,swisspostmobile.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,swisspostmobile.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,sync.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tapis.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,apis-dev.post.ch,,,,,,,
,tapis.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,tapis.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,targetmail1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,targetmail2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,targetmailint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,targetmailint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,targetmailint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tbs.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.166.17,,,,,,,,,
,teamkarte.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tedx1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tedx2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tedxint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tedxint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,test-pfch.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,test.iot-platform.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,test9.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,testworkspaceinet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.24,,,,,,,,,
,testworkspaceinet1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,testworkspaceinet2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,testworkspaceone.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.135,,,,,,,,,
,timeisnow.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,tourdepost.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tpex.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,tpex.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.163,,,,,,,,,
,transport-service.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,trendwiki.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,uaasapp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.177,,,,,,,,,
,uaasapp2sa.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.68,,,,,,,,,
,uaasapp2sadev1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.43,,,,,,,,,
,uaasapp2sadev2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.45,,,,,,,,,
,uaasapp3rsa.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.40,,,,,,,,,
,uaasapp3rsadev1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.59,,,,,,,,,
,uaasapp3rsaint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.117,,,,,,,,,
,uaasappdev1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,uc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,umfrage.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,185.92.121.138,,,v=spf1 include:mcxplatform.de -all,,,,,,
,uniform.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,uniformint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.2.240.196,,,,,,,,,
,upload.incamail.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,us10060048.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vadsi1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vadsp1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,valuemation-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,valuemation-test.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,valuemation5-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.162,,,,,,,,,
,valuemation5-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.163,,,,,,,,,
,vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.216.165, 194.41.152.182, 194.41.152.186",,,,,,,,,
,vc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vdnsa.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.157,,,,,,,,,
,vdnsb.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.162,,,,,,,,,
,vdp.post.ch,mail.yeswehack.com,"ns1.gandi.net, hostmaster.gandi.net",NOERROR,46.105.167.134,,zerodisclo.com,"v=spf1 ip4:176.31.123.127/32 ?all, google-site-verification=TcISelvt9EGkMbwWUegRZY6hMeKqZak7sMoR9EykTwU",,,,,"ns-115-b.gandi.net, ns-43-c.gandi.net, ns-131-a.gandi.net",
,venture.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,venture1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,ventureint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,ventureint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,ventureint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,vfilas.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vgk.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,vgk.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,vgk.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,vhin2p.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.137,,,,,,,,,
,vhinip.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.129,2a00:17cf:0:8000::200,,,,,,,,
,vhinpp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,violations-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.60,,,,,,,,,
,visual.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,78.46.68.11,,,,,,,,,
,vizmon.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vmx1ip.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.130,2a00:17cf:0:8000::208,,,,,,,,
,vmx1pp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.232.137,,,,,,,,,
,vmx2pp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.142,2a00:17cf:0:8000::209,,,,,,,,
,vp4szc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vsc.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,vsc.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,vsmtp1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vsmtp2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,vw0qw3.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
