input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url
adfs.qa.finra.org,Not Found,404,315,adfs.qa.finra.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-10T19:46:52Z,2024-05-10T19:46:52Z,"CN=adfs.qa.finra.org, O=Financial Industry Regulatory Authority\, Inc., L=Rockville, ST=Maryland, C=US",adfs.qa.finra.org,"Financial Industry Regulatory Authority, Inc.",adfs.qa.finra.org,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",04aaf2af17fe2aad9536ddc2e83b1253,4e1e21c8da843e6f6df9fc61d20a64dc36cd6c0d017fe99be8234756e43be469,,ctls,adfs.qa.finra.org,,443,https://adfs.qa.finra.org:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,75.98.60.99,/,225052475,75.98.60.99,Microsoft HTTPAPI:2.0,7,False,,,,
adfs2.finra.org,Not Found,404,315,adfs2.finra.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T16:36:48Z,2024-01-20T16:36:44Z,"CN=adfs2.finra.org, O=Financial Industry Regulatory Authority\, Inc., L=Rockville, ST=Maryland, C=US",adfs2.finra.org,"Financial Industry Regulatory Authority, Inc.",adfs2.finra.org,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",1b9af4c49150fed2a08673a9a7d1d5c8,e1fb6c53c1e531f8523904e027555011e83105dd6da2e9e860b93ba861a56a59,,ctls,adfs2.finra.org,,443,https://adfs2.finra.org:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,75.98.60.19,/,225052475,75.98.60.19,Microsoft HTTPAPI:2.0,7,False,,,,
anoncrdtesting.crd.finra.org,Form U4 in FinPro | FINRA.org,200,105966,www.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=www.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.finra.org,"Cloudflare, Inc.",www.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b50c81ef9d284ecfb5644b522f10ecd,de26464ec90d2e3e7d58438c6d6c150397fe10653b33d52ecd8853928d357dbf,,ctls,www.finra.org,,443,https://anoncrdtesting.crd.finra.org:443,https,cloudflare,text/html,GET,44.216.168.176,/,1987318748,3.220.56.81,Varnish,993,False,,,,https://www.finra.org/registration-exams-ce/finpro/form-u4
api-int.qa.finra.org,,404,188,api-int.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=api-int.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api-int.qa.finra.org,"Cloudflare, Inc.",api-int.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",13beef1dad8cb9881df2a457c3463756,ea4ff32706be9c20cbc53bfd17c887d76d5369ccd7bc414a06d6e8a5d1f522ad,,ctls,api-int.qa.finra.org,cloudflare,443,https://api-int.qa.finra.org:443,https,cloudflare,application/json,GET,104.18.20.204,/,-187434787,2606:4700::6812:15cc,Cloudflare Bot Management,1,False,True,,,
api.bff.finra.org,,403,42,api.bff.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=api.bff.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api.bff.finra.org,"Cloudflare, Inc.",api.bff.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f8035ff6761e8b3dec391c0f4771077,18f07e8c274d6cb5bedf599f07e51eb2544411d0ab9bdd20c9952fcc6a6912c0,,ctls,api.bff.finra.org,cloudflare,443,https://api.bff.finra.org:443,https,cloudflare,application/json,GET,104.18.6.201,/,768769774,2606:4700::6812:6c9,Cloudflare Bot Management,1,False,True,,,
api.bff.qa.finra.org,,403,42,api.bff.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=api.bff.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api.bff.qa.finra.org,"Cloudflare, Inc.",api.bff.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fa2837a44f9db9e80d31f2da12803042,d31cefc388b137a3ec93482e162a1887e338d1c1ce38f8d435f3033b04c3dd59,,ctls,api.bff.qa.finra.org,cloudflare,443,https://api.bff.qa.finra.org:443,https,cloudflare,application/json,GET,104.18.4.113,/,768769774,2606:4700::6812:571,Cloudflare Bot Management,1,False,True,,,
api.brokercheck.finra.org,,403,23,api.brokercheck.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=api.brokercheck.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api.brokercheck.finra.org,"Cloudflare, Inc.",api.brokercheck.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4cb9ad52672d9d81eb72cd9653eb7bd2,93b5e0f087c022a07a07daade01a6559128c7db6a964d0de3fd1ee68dffd49d3,,ctls,api.brokercheck.finra.org,cloudflare,443,https://api.brokercheck.finra.org:443,https,cloudflare,application/json,GET,104.18.3.11,/,968070783,2606:4700::6812:20b,Cloudflare Bot Management,1,False,True,,,
api.brokercheck.qa.finra.org,,403,23,api.brokercheck.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:22:44Z,2023-09-16T01:21:41Z,CN=api.brokercheck.qa.finra.org,api.brokercheck.qa.finra.org,,api.brokercheck.qa.finra.org,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1fb5c43891d3effe5ad032c8521d7e09,f37aba2e9239cb5cc58b1ffeae07b5f246834c40c5637a1a8de0f5d4fc1743ac,,ctls,api.brokercheck.qa.finra.org,cloudflare,443,https://api.brokercheck.qa.finra.org:443,https,cloudflare,application/json,GET,104.18.30.161,/,968070783,2606:4700::6812:1fa1,Cloudflare Bot Management,1,False,True,,,
api.dr.finra.org,,404,188,api.dr.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-05-20T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",api.dr.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",86c1d871672dd903742530698c368970,7aa51e2fbcc46f1d7a65d9a15807d9078b1a4af97605c4b9bd99ce2b86ae39aa,,ctls,api.dr.finra.org,cloudflare,443,https://api.dr.finra.org:443,https,cloudflare,application/json,GET,104.18.30.56,/,615431505,2606:4700::6812:1f38,Cloudflare Bot Management,1,False,True,,,
api.finra.org,,404,188,api.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=api.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api.finra.org,"Cloudflare, Inc.",api.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ee0de19e1ab450574b0095d7d910a20f,8defceefe3d293868a767fea8c4b34530a6f6af7cbb7f62cc99edee6214cced9,,ctls,api.finra.org,cloudflare,443,https://api.finra.org:443,https,cloudflare,application/json,GET,104.18.11.67,/,-1726081793,2606:4700::6812:a43,Cloudflare Bot Management,1,False,True,,,
api.gateway.finra.org,,403,42,api.gateway.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=api.gateway.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api.gateway.finra.org,"Cloudflare, Inc.",api.gateway.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",db2daa1cc6dd78dde29f86559a37e91c,0cfbf7f2b99b0ce3591456d0fc170bc9b0c07b8e6dc7e21a9b8d4f770fe7bce3,,ctls,api.gateway.finra.org,cloudflare,443,https://api.gateway.finra.org:443,https,cloudflare,application/json,GET,104.18.31.236,/,-505462870,2606:4700::6812:1fec,Cloudflare Bot Management,1,False,True,,,
api.qa.finra.org,,404,188,api.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=api.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",api.qa.finra.org,"Cloudflare, Inc.",api.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e6329a68c9e8940a651fdc9566a953e9,519b5faee143e1afd4ebbf8b7c67044fa1feb1b30acd1e39c691755df8065649,,ctls,api.qa.finra.org,cloudflare,443,https://api.qa.finra.org:443,https,cloudflare,application/json,GET,104.18.25.10,/,1178609455,2606:4700::6812:180a,Cloudflare Bot Management,1,False,True,,,
ats.finra.org,OTC Transparency Data,200,205177,otctransparency.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=otctransparency.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",otctransparency.finra.org,"Cloudflare, Inc.",otctransparency.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b5ca9f74d1c79865403eddbb683175ab,4d9a168b7d2554bf138a7b550822bf2a7d016f453e364cc6f1215dc09e20a5a0,,ctls,otctransparency.finra.org,cloudflare,443,https://ats.finra.org:443,https,cloudflare,text/html,GET,104.18.7.135,/,-1180876398,2606:4700::6812:687,Cloudflare Bot Management,122,False,True,,,https://otctransparency.finra.org/otctransparency/
authsyn.finra.org,Please Wait While Redirecting to Login page,200,1674,ews.fip.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews.fip.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.fip.finra.org,"Cloudflare, Inc.",ews.fip.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",94ed9a5110da367cf92699100d9b548d,38de7855aa911834ebdd6095e2893ec5bfaf948b800ebb2a88e3de236a150b97,,ctls,ews.fip.finra.org,cloudflare,443,https://authsyn.finra.org:443,https,cloudflare,text/html,GET,104.18.19.64,/,1706816788,2606:4700::6812:1240,HSTS,66,False,True,,https://finra.amelia.com,https://ews.fip.finra.org/fip/?realm=ews&goto=https://authsyn.finra.org:443/
bats.finra.org,Please Wait While Redirecting to Login page,200,1674,ews.fip.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=ews.fip.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews.fip.finra.org,"Cloudflare, Inc.",ews.fip.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",94ed9a5110da367cf92699100d9b548d,38de7855aa911834ebdd6095e2893ec5bfaf948b800ebb2a88e3de236a150b97,,ctls,ews.fip.finra.org,cloudflare,443,https://bats.finra.org:443,https,cloudflare,text/html,GET,104.18.0.91,/,1111311122,2606:4700::6812:15b,HSTS,66,False,True,,*.finra.org,https://ews.fip.finra.org/fip/?realm=ews&goto=https://reg.finra.org:443/cboe
bats.qa.finra.org,Please Wait While Redirecting to Login page,200,1674,ews-qaint.fip.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=ews-qaint.fip.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.qa.finra.org,"Cloudflare, Inc.",*.ews-qaint.fip.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fa6ccb3f2f14685de92b167e5dd5288,c6713fc47b60f9b8fadaed987311df00241139699fb4186645809db8cad0aa5b,True,ctls,ews-qaint.fip.qa.finra.org,cloudflare,443,https://bats.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.27.139,/,1111311122,2606:4700::6812:1b8b,HSTS,66,False,True,,https://finra.dev.amelia.com,https://ews-qaint.fip.qa.finra.org/fip/?realm=ews&goto=https://reg.qa.finra.org:443/cboe
benefits.finra.org,,200,2219,benefits.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-09T00:00:00Z,2024-07-08T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9d45ae6bea4d5a0fd1136ebe2e0864b6,b5cb00f833c122ebb1cf479259302e3d32c66e43181c9fb71a5f4149f921939e,,ctls,benefits.finra.org,cloudflare,443,https://benefits.finra.org:443,https,cloudflare,text/html,GET,104.18.30.204,/,1349391247,2606:4700::6812:1fcc,HSTS,44,False,True,,*.splunkcloud.com,
benefits.qa.finra.org,,200,2219,benefits.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T00:00:00Z,2024-06-21T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",benefits.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9479cbe7966a7517e37366c18c7f19aa,e5aa8e413bb000554026c335fea48c7bcaaecde8a388f55d8ed7a87ec4dcaefb,,ctls,benefits.qa.finra.org,cloudflare,443,https://benefits.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.8.134,/,1349391247,2606:4700::6812:986,HSTS,44,False,True,,fonts.gstatic.com,
blotterchat.finra.org,Support Portal,200,3319,blotterchat.finra.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-14T22:07:59Z,2024-02-14T22:07:59Z,"CN=fixmypc.finra.org, O=Financial Industry Regulatory Authority\, Inc., L=Rockville, ST=Maryland, C=US",fixmypc.finra.org,"Financial Industry Regulatory Authority, Inc.",sharemyscreen.finra.org,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",a1ede1f160c7407ffd8c56e1d5dc8e9f,6f717223dc18260ac712692d9a619a58529243391141c133916d28f8b854a874,,ctls,blotterchat.finra.org,,443,https://blotterchat.finra.org:443,https,Apache,text/html,GET,75.98.61.85,/,-694003434,75.98.61.85,HSTS,91,False,,,,
bondfacts.finra.org,Fixed Income Data | FINRA.org,200,101566,www.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=www.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.finra.org,"Cloudflare, Inc.",www.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b50c81ef9d284ecfb5644b522f10ecd,de26464ec90d2e3e7d58438c6d6c150397fe10653b33d52ecd8853928d357dbf,,ctls,www.finra.org,cloudflare,443,https://bondfacts.finra.org:443,https,cloudflare,text/html,GET,104.18.18.28,/,226976393,2606:4700::6812:131c,Varnish,952,False,True,,,https://www.finra.org/finra-data/fixed-income
box.qa.finra.org,Please Wait While Redirecting to Login page,200,1674,ews-qaint.fip.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=ews-qaint.fip.qa.finra.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ews-qaint.fip.qa.finra.org,"Cloudflare, Inc.",*.ews-qaint.fip.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5fa6ccb3f2f14685de92b167e5dd5288,c6713fc47b60f9b8fadaed987311df00241139699fb4186645809db8cad0aa5b,True,ctls,ews-qaint.fip.qa.finra.org,cloudflare,443,https://box.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.26.139,/,1111311122,2606:4700::6812:1b8b,HSTS,66,False,True,,https://finra.dev.amelia.com,https://ews-qaint.fip.qa.finra.org/fip/?realm=ews&goto=https://reg.qa.finra.org:443/box
br-form.datacollection.finra.org,Form BR,200,706,br-form.datacollection.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",794f9adb6de046180f585ac9f637e644,b958983231d1a3a682ce4c000e280e2941bb007106f72cf7615750a867b2bfb8,,ctls,br-form.datacollection.finra.org,cloudflare,443,https://br-form.datacollection.finra.org:443,https,cloudflare,text/html,GET,104.18.21.213,/,1706816788,2606:4700::6812:14d5,Cloudflare Bot Management,27,False,True,,,
br-form.datacollection.qa.finra.org,Form BR,200,1769,br-form.datacollection.qa.finra.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-06-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",br-form.datacollection.qa.finra.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fc610a009a606de2b0818b3687bc5b3b,fa30974c6ae7a4c918ff8503eb2ebf08619599322952cdb0587bfaf761917703,,ctls,br-form.datacollection.qa.finra.org,cloudflare,443,https://br-form.datacollection.qa.finra.org:443,https,cloudflare,text/html,GET,104.18.8.79,/,1706816788,2606:4700::6812:84f,Cloudflare Bot Management,27,False,True,,,
