input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,webserver,content_type,tls_self_signed,tls_mismatched,csp_domains_,final_url
238928-okta-01.253akyc-events.production.tkn.zone,404 Not Found,404,548,238928-okta-01.253akyc-events.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:43:00Z,2024-05-21T08:43:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,797750e5341df3675f631568753b62a3,87f2113e73e39f8fae74995cfb14e9afa85a91e0979eeec2fdbcafe5f6164e95,ctls,238928-okta-01.253akyc-events.production.tkn.zone,google,443,https://238928-okta-01.253akyc-events.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
253aapi.production.tkn.zone,404 Not Found,404,146,253aapi.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,253aapi.production.tkn.zone,google,443,https://253aapi.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
253acard-onboarding.production.tkn.zone,404 Not Found,404,548,253acard-onboarding.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,253acard-onboarding.production.tkn.zone,google,443,https://253acard-onboarding.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
253akyc-events.okta-antiviruspre-orchestrator-safe.production.tkn.zone,404 Not Found,404,548,253akyc-events.okta-antiviruspre-orchestrator-safe.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:43:00Z,2024-05-21T08:43:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,797750e5341df3675f631568753b62a3,87f2113e73e39f8fae74995cfb14e9afa85a91e0979eeec2fdbcafe5f6164e95,ctls,253akyc-events.okta-antiviruspre-orchestrator-safe.production.tkn.zone,google,443,https://253akyc-events.okta-antiviruspre-orchestrator-safe.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
253akyc-events.production.tkn.zone,404 Not Found,404,146,253akyc-events.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,253akyc-events.production.tkn.zone,google,443,https://253akyc-events.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
3acard-onboarding.production.tkn.zone,404 Not Found,404,548,3acard-onboarding.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,3acard-onboarding.production.tkn.zone,google,443,https://3acard-onboarding.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
adm.okta-wiskey-orchestrator-safe.production.tkn.zone,404 Not Found,404,548,adm.okta-wiskey-orchestrator-safe.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:46:06Z,2024-05-21T08:46:06Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,0be1403b6885a817a40239799bf182fc,4127c556ad78d18c2c44620869e4951a3f580456daada0c6224fdb0cc849d10f,ctls,adm.okta-wiskey-orchestrator-safe.production.tkn.zone,google,443,https://adm.okta-wiskey-orchestrator-safe.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
admin-602984g34.production.tkn.zone,404 Not Found,404,548,admin-602984g34.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:43:00Z,2024-05-21T08:43:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,797750e5341df3675f631568753b62a3,87f2113e73e39f8fae74995cfb14e9afa85a91e0979eeec2fdbcafe5f6164e95,ctls,admin-602984g34.production.tkn.zone,google,443,https://admin-602984g34.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
alphaintranet.production.tkn.zone,404 Not Found,404,146,alphaintranet.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,alphaintranet.production.tkn.zone,google,443,https://alphaintranet.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
altswitchtower-gfs-br-1.production.tkn.zone,404 Not Found,404,548,altswitchtower-gfs-br-1.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:43:00Z,2024-05-21T08:43:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,797750e5341df3675f631568753b62a3,87f2113e73e39f8fae74995cfb14e9afa85a91e0979eeec2fdbcafe5f6164e95,ctls,altswitchtower-gfs-br-1.production.tkn.zone,google,443,https://altswitchtower-gfs-br-1.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
antiviruspre-zendesk-auth-webhook.production.tkn.zone,404 Not Found,404,146,antiviruspre-zendesk-auth-webhook.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:46:06Z,2024-05-21T08:46:06Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,0be1403b6885a817a40239799bf182fc,4127c556ad78d18c2c44620869e4951a3f580456daada0c6224fdb0cc849d10f,ctls,antiviruspre-zendesk-auth-webhook.production.tkn.zone,google,443,https://antiviruspre-zendesk-auth-webhook.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
api.prod.brazil.tkn.zone,,404,,api.prod.brazil.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T08:38:02Z,2023-08-02T08:38:01Z,CN=api.tokensvc.com,api.tokensvc.com,api.tokensvc.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,41087fc07982b0ba6bc4bb48b2e2f73a,b803c392d14cafa3ddb8b4c8dbcbad1c575a4581d910a491de8eb30e60648c01,ctls,api.prod.brazil.tkn.zone,google,443,https://api.prod.brazil.tkn.zone:443,https,GET,34.65.68.19,/,-1840324437,34.65.68.19,HSTS,1,False,True,,,,,,,,
api.tokensvc.com,,404,,api.tokensvc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T08:38:02Z,2023-08-02T08:38:01Z,CN=api.tokensvc.com,api.tokensvc.com,api.tokensvc.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,41087fc07982b0ba6bc4bb48b2e2f73a,b803c392d14cafa3ddb8b4c8dbcbad1c575a4581d910a491de8eb30e60648c01,ctls,api.tokensvc.com,google,443,https://api.tokensvc.com:443,https,GET,34.65.68.19,/,-1840324437,34.65.68.19,HSTS,1,False,True,,,,,,,,
appservice-calculatedmetric-beta5.production.tkn.zone,404 Not Found,404,548,appservice-calculatedmetric-beta5.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,appservice-calculatedmetric-beta5.production.tkn.zone,google,443,https://appservice-calculatedmetric-beta5.production.tkn.zone:443,https,GET,35.197.208.120,/,566218143,35.197.208.120,HSTS,14,False,True,Acme Co,,,text/html,True,True,,
argo.tokensvc.com,Sign in - Google Accounts,200,607964,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:25:19Z,2023-07-31T08:25:18Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e67f0900445d4560717641adeae0c363,9c9a4cc44d8f1852b01595f3891e4bf0694858a9040176f7f7229ff960c55300,ctls,accounts.google.com,google,443,https://argo.tokensvc.com:443,https,GET,34.110.172.42,/,-1581285818,34.110.172.42,HTTP/3,46,False,True,,True,ESF,text/html,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S1745865736%3A1684868094016660&client_id=17755797673-9fastpei9s3v2t5t8c2de1110tqoarhq.apps.googleusercontent.com&code_challenge=sDAOUZRLRqsZfIccmt7uZHoKB62Ym4rx6KFwzEJBRig&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F17755797673-9fastpei9s3v2t5t8c2de1110tqoarhq.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEAATztv10xMsmq76Qm5MPgu0Lp5tVs0PpF2L1rmRZmX5zf-uiza-Bi08RW2hVHZiwqHWPwkDUWb4zyVUCeJ-aBdIf_2rWK2g8qUnYeA6cFjjvBy1wrT4ruHad00otV14hdlZ5XTcAHlA4oj4fAlICHHqDrin72IUwo88l6kjwvmVaUc21RgscsT6SfXyttMsW1oeCK_E986fQqZUKTMBah_bwwUhz2gR2tQZbpCIphqMvWJrQYqVqCHwsPkYwyp8VN_XdXSCEbPbNNA4yG2Tj3KxD8TgkEoOIqyr7HUDH7ffumDvJs9l6UkXVM9qfDUiRc2gBDCc2o8Mbf31p9-lAurG68tXJpy6gDidbId-EC3YhVCepDWpmAns2sSYrS9tt56G28LNvaBQyZQPA-1VVuGJj1s3KhDlftfBlh5f6HLik4cAt7AzYv39_4-bZ9kPP_sTgbCWDmg_fIhUQCroEAS6zBuiMsqfcsoXmyUFJQg9ka3HXjYrZNbUT4pEWvbuRao6vRwbEoUO0ywfNp_djPsDSB02fZGe2yobBMfMSJtr2EHgnz1CjkgK-DL3BEifwfHSjVkQ4von4CzNopMLSXoNcp0m-DlokCU6j58yptKPe1xBH9bEirWbOHSNRr6n8txhJpV82mNgm7Th_fCesDp1BuSSxtZAldzkSKAbWN9XlXRxfGwtnCvuqkSmmXDL8CQWysBEbWXYAoaKxuYJR-HG2RqS-8GvqKJP4VwjEt62K_KcvtEi--QuwZaRUrAvA4783YGo0sSTcACEQw-Xva67494-jO70r4SfTYn72dxVjYo4-w37wzi_d5_s3F7fC0BXguGZXLpBiBhfLNQ_GR3InfxgDDIdRj5oQhjPC0YWP6cpndQq0oM1LLa82dwCmXi825rzSKc1Up9BD0oiVKtgLX-E29vI02xtkBzirNC9ofNByul-7EMTji_65O4GHWEFapQb-ITI-I5y8Hk1j-aLCoBwGqNuk09oVOyuycyTGJzR-vrIyZvVMSfFAPbHbX_pr&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAOVqbnKTGqEdOMzm-NZiRwjfQQCc59c1tDVvGfi3STC41AbeJeTuAwOemtjtGO4oZLp1i84PVQP5PayIwtvMAzZyKlpzhGXOdqeSRNnM8gnG9v7s_gXBeiWhlyjiM5I6fTDPPtIN0_7wElPovJgj_ddjQHBZ7OtAzgk_jylK3vLtdAMTJs921gUMU3Zfpz2_XiLm288m_8am7aBq6B-5odwaQsAlFTPNslu1fdpAcBv6E3d11mlNL756O4VhTePwwae75MKrMozR_JFa-QZGsgHYuOI6JPTlvRVYkstiP47AwsJl0AL-Rl89QXGYqFvLIOArIcNke8Q8G0pyD0Z8VOSaCvpkat1q6OcAtfSayEUxaX3iEWKqFK0ifqgXaorwm8DV5XibO4BlqkG-hUvaTuzHAYoAMFUEAFJj1aiUtfL1vtq1x_Hoez2gMfDliY8yUl7XPx91BErx54j0gNiNkIu2Omr9A%26as%3DS1745865736%253A1684868094016660%26client_id%3D17755797673-9fastpei9s3v2t5t8c2de1110tqoarhq.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcdprzqLaTQtJcYqiUCLONmzuFUXLgjCnHrsRvx4VuibD46WGUYVPMc-Qds47E6yb_XflB-7NB_NJcgiBd4Xr8GFL2p04A
backupteam-eventsgit.production.tkn.zone,404 Not Found,404,146,backupteam-eventsgit.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:43:00Z,2024-05-21T08:43:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,797750e5341df3675f631568753b62a3,87f2113e73e39f8fae74995cfb14e9afa85a91e0979eeec2fdbcafe5f6164e95,ctls,backupteam-eventsgit.production.tkn.zone,google,443,https://backupteam-eventsgit.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
bef.latoken.com,Please renew your subscription,403,741,bef.latoken.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-04-06T23:59:59Z,"CN=latoken.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",latoken.com,*.latoken.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",14621b839a487b57ed835258d81d6d71,c698a8675189c537c595f5c6eda881275359712cc67ff9604a1c38c559c12d2f,ctls,bef.latoken.com,cloudflare,443,https://bef.latoken.com:443,https,GET,104.22.45.240,/,-710755339,2606:4700:10::ac43:1ee6,Cloudflare,2,False,True,"Cloudflare, Inc.",True,cloudflare,text/html,,,,
bid461t.production.tkn.zone,404 Not Found,404,146,bid461t.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:39:44Z,2024-05-21T08:39:44Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,2f87232af585ee16875d421ce24f23c9,82b47c5e13e7bc3b010c957b796a156455359493e409dbd25a8ff6a898ae76ff,ctls,bid461t.production.tkn.zone,google,443,https://bid461t.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
bid466i.production.tkn.zone,404 Not Found,404,146,bid466i.production.tkn.zone,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T08:46:06Z,2024-05-21T08:46:06Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,0be1403b6885a817a40239799bf182fc,4127c556ad78d18c2c44620869e4951a3f580456daada0c6224fdb0cc849d10f,ctls,bid466i.production.tkn.zone,google,443,https://bid466i.production.tkn.zone:443,https,GET,35.197.208.120,/,1494302000,35.197.208.120,HSTS,8,False,True,Acme Co,,,text/html,True,True,,
