input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,tls_wildcard_certificate,tls_subject_org_
usw5-75-pda.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://usw5-75-pda.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-645078434,https://www.serverdensity.com,35.196.248.204,React,312,False,True,,,,
vault.stackpath.com,Not Found,404,2556,vault.stackpath.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T22:10:19Z,2023-06-26T22:10:18Z,CN=vault.stackpath.com,vault.stackpath.com,vault.stackpath.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,e3ccab35334a90bd046d48d558c8f052,4a39a039ee7d53c85061047bffe0988c4bfae471000756b2d627d1a3a3a720ee,ctls,vault.stackpath.com,,80,http://vault.stackpath.com:80,http,text/html,GET,199.60.103.30,/,1420444403,https://vault.stackpath.com/,2606:2c40::c73c:67e2,HTTP/3,91,False,,cloudflare,,,
vg.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://vg.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
view.email.stackpath.com,Error,200,932,view.email.stackpath.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-04T00:00:00Z,2023-10-05T23:59:59Z,"CN=view.email.stackpath.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.email.stackpath.com,view.email.stackpath.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,48a865d6d818191519e47dbfcf643ecc,7144b35fb5e687aac664258807ec2101cf7cffc5bc30a1b6a7adefa722fc98bc,ctls,view.email.stackpath.com,,80,http://view.email.stackpath.com:80,http,text/html,GET,13.111.198.201,/,1631801191,https://view.email.stackpath.com/Error.aspx,13.111.198.201,HSTS,28,False,,,,,"SALESFORCE.COM, INC."
vpn01.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://vpn01.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
vu.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://vu.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
w.serverdensity.com,Server Density - Login,200,1161,w.serverdensity.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-02T23:59:59Z,CN=*.serverdensity.io,*.serverdensity.io,serverdensity.io,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,1689fc868336a681c6665341984e7b0d,befe4ce995aa25368c4178629b9a220362a48bac95bc9b9af251a9792f34b70c,ctls,w.serverdensity.io,google,80,http://w.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://w.serverdensity.io/login/,35.196.248.204,Nginx:1.15.11,39,False,True,nginx/1.15.11,,True,
waf.internal.platform.stackpath.net,StackPath,403,3832,waf.internal.platform.stackpath.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T13:20:50Z,2023-08-05T13:20:49Z,CN=waf.internal.platform.stackpath.net,waf.internal.platform.stackpath.net,waf.internal.platform.stackpath.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a069a020f56040a93283daf5f8273f48,4107ee9ff9049fa51b132cd3839586a2b943c3c119f45c9f16eebef5072be2b1,ctls,waf.internal.platform.stackpath.net,,443,https://waf.internal.platform.stackpath.net:443,https,text/html,GET,151.139.128.10,/,-1508345245,,151.139.128.10,Fireblade,1,False,,fbs,,,
wc3.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://wc3.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
webadmin.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://webadmin.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
webboard.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://webboard.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
webinar.stackpath.com,Not Found,404,2556,vault.stackpath.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T22:10:19Z,2023-06-26T22:10:18Z,CN=vault.stackpath.com,vault.stackpath.com,vault.stackpath.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,e3ccab35334a90bd046d48d558c8f052,4a39a039ee7d53c85061047bffe0988c4bfae471000756b2d627d1a3a3a720ee,ctls,vault.stackpath.com,,443,https://webinar.stackpath.com:443,https,text/html,GET,199.60.103.226,/,1420444403,https://vault.stackpath.com/,2606:2c40::c73c:67e2,HTTP/3,91,False,,cloudflare,,,
weblogic.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://weblogic.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
webservices.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://webservices.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
wedding.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://wedding.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
wf.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://wf.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
wi.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://wi.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
wiki-ping.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://wiki-ping.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-645078434,https://www.serverdensity.com,35.196.248.204,React,312,False,True,,,,
windows2000.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://windows2000.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
work.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://work.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
workload-images.staging.platform.stackpath.net,,403,,,,,,,,,,,,,,,,,,,,80,http://workload-images.staging.platform.stackpath.net:80,http,,GET,151.139.128.10,/,-1840324437,,151.139.128.10,,1,False,,,,,
ws12.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://ws12.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
ws3.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://ws3.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
ww0-1-2773-1062.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,443,https://ww0-1-2773-1062.serverdensity.com:443,https,text/html,GET,35.196.248.204,/,20984075,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
www-1.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://www-1.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-645078434,https://www.serverdensity.com,35.196.248.204,React,312,False,True,,,,
www.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,fastly,443,https://www.serverdensity.com:443,https,text/html,GET,151.101.1.195,/,1740741843,,151.101.65.195,React,312,False,True,,,,
www.stackpath.com,,200,637068,www.stackpath.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T08:35:54Z,2023-07-08T08:35:53Z,CN=stackpath.com,stackpath.com,www.stackpath.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,16e9330c5b1cc610746f7f37d07aa94a,c23375914374f40a63f4f2d16f7fb6d890dfdd60687031dc0ab7de91fb4474ba,ctls,www.stackpath.com,,443,https://www.stackpath.com:443,https,text/html,GET,151.139.128.10,/,1160053853,,151.139.128.10,webpack,1434,False,,,,,
www.virusarnold6.serverdensity.com,Server Density - Login,200,1160,www.virusarnold6.serverdensity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-02T23:59:59Z,CN=*.serverdensity.io,*.serverdensity.io,serverdensity.io,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,1689fc868336a681c6665341984e7b0d,befe4ce995aa25368c4178629b9a220362a48bac95bc9b9af251a9792f34b70c,ctls,www.virusarnold6.serverdensity.com,google,443,https://www.virusarnold6.serverdensity.com:443,https,text/html,GET,35.196.248.204,/,557298422,,35.196.248.204,Nginx:1.15.11,39,False,True,nginx/1.15.11,True,True,
wyoming.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,443,https://wyoming.serverdensity.com:443,https,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
xmail.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,443,https://xmail.serverdensity.com:443,https,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
youraccount.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://youraccount.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
yvrswvpn02.serverdensity.com,,200,143467,www.serverdensity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-19T20:51:28Z,2023-06-17T21:49:46Z,CN=www.veiganegocios.com.br,www.veiganegocios.com.br,app.amphamo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8d615d290031785a82ec14ee343a7d11,02b31a7854e69c9e4cedd49e8956a4d2c6151737cbd780d8ace01348d4b1519b,ctls,www.serverdensity.com,google,80,http://yvrswvpn02.serverdensity.com:80,http,text/html,GET,35.196.248.204,/,-1243330085,https://www.serverdensity.com/,35.196.248.204,React,312,False,True,,,,
