new,host,soa,txt,status_code,a,cdn,cdn-name,aaaa,cname,caa,ns,mx
,au538.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,103.1.212.163,,,,,,,
,au633.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,au69.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,au70.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,au732.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,az1.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,az10.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,az2.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,az4.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,az9.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ba1.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ba12.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,185.212.111.183,,,,,,,
,ba2.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be100.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be101.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,be11.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be110.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be111.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be118.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be120.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be130.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be140.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be148.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,82.102.19.137,,,,,,,
,be149.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,be150.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,185.210.217.115,,,,,,,
,be151.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,185.210.217.120,,,,,,,
,be23.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be25.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,be28.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be30.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be40.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be60.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,be70.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,bg20.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,bg30.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,bounces.nordvpn.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com","202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all",NOERROR,,,,,sparkpostmail.com,,"ns-775.awsdns-32.net, ns-1361.awsdns-42.org, ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com",smtp.sparkpostmail.com
,br22.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br30.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br40.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,br45.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br46.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br47.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br48.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br49.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,br53.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,177.54.151.174,,,,,,,
,br88.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,bugs-notify.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,True,cloudflare,,,,,
,ca1000.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca1001.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca1002.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca1003.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca1004.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca120.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca176.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca183.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca190.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca430.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca440.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca460.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca470.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca480.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca490.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca500.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca501.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca520.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca530.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca54.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca540.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca550.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca560.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca570.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca580.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca590.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca600.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca601.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca610.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca630.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca640.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca650.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca680.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca690.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca700.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca701.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca710.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca720.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca730.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca750.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca760.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca770.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca790.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca801.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca840.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca852.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca940.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca950.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca953.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca955.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca957.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca958.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca960.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca961.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca962.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca974.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca976.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca977.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca979.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca980.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca981.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca982.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca983.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca984.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca985.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca986.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca987.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca988.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca989.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca991.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca992.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca993.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca994.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca995.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ca997.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ca998.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,cdn.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch101.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch110.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch111.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch120.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch130.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch140.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch160.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ch190.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,ch198.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,37.120.213.131,,,,,,,
,ch217.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,185.156.175.132,,,,,,,
,ch218.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,84.39.112.20,,,,,,,
,ch219.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,185.9.18.84,,,,,,,
,ch221.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,91.132.136.235,,,,,,,
,ch224.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,185.9.18.163,,,,,,,
,ch241.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,ch80.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,checkout.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.17.49.74, 104.17.50.74",True,cloudflare,,,,,
,cl10.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,cm.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.17.49.74, 104.17.50.74",True,cloudflare,,,,,
,content.nordvpn.com,"ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",,NOERROR,"67.199.248.13, 67.199.248.12",,,,cname.bitly.com,";, letsencrypt.org",,
,core.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"35.174.127.79, 35.153.97.74",,,,,,,
,cr10.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,cstats.internal.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,cy10.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
