input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location
redirectredirect-v1-slave-us.updates.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://redirectredirect-v1-slave-us.updates.jfrog.com:80,http,text/html,GET,143.204.98.46,/,2141349578,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
resarch.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://resarch.jfrog.com:80,http,text/html,GET,143.204.98.99,/,488826551,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
research.jfrog.com,JFrog Security Research,200,89693,research.jfrog.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T04:29:41Z,2023-06-29T04:29:40Z,CN=research.jfrog.com,research.jfrog.com,,research.jfrog.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,966cd1eae9bab30e5da0a597d6d790b0,cd777c15093f23d98c25745cd2f9bc83dc454fc50e738c25b2f0f0ee33fe497c,ctls,research.jfrog.com,443,https://research.jfrog.com:443,https,text/html,GET,185.199.108.153,/,-1222893050,2606:50c0:8003::153,80,False,Vue.js,,GitHub.com,,,,,https://jfrog.com,
risvangpizza.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://risvangpizza.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-813138035,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
rn-tablt-wapp06.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://rn-tablt-wapp06.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1119841101,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
s.academy.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://s.academy.jfrog.com:80,http,text/html,GET,143.204.98.28,/,544122083,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
safeswamps.jfrog.com,403 Forbidden,403,146,safeswamps.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,safeswamps.jfrog.com,443,https://safeswamps.jfrog.com:443,https,text/html,GET,3.225.239.149,/,1494302000,34.197.216.62,8,False,,,,,,,,,
safeswamps.service.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://safeswamps.service.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-968925836,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
sales.jfrog.com,,403,,sales.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-12-19T23:59:59Z,CN=sales.jfrog.com,sales.jfrog.com,,*.sales.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2527431e5e56a99cf908920e90c18b17,b2960bd1bee9fc87282a0d9c1943e319a8b18340c07c7c996b2d4f0f810102de,ctls,sales.jfrog.com,443,https://sales.jfrog.com:443,https,text/html,GET,13.32.99.106,/,-1840324437,2600:9000:2251:7000:7:a939:2280:93a1,1,False,WordPress,cloudfront,AmazonS3,True,,True,,,https://sales.jfrog.com/403.html/
salesforce.epilogue.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://salesforce.epilogue.jfrog.com:80,http,text/html,GET,143.204.98.99,/,,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
sas-dc-mail-103.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://sas-dc-mail-103.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1543090568,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
securityroundtable.jfrog.com,TLV – DevOps-Centric Security Roundtable,200,89763,securityroundtable.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-02-16T23:59:59Z,CN=securityroundtable.jfrog.com,securityroundtable.jfrog.com,,*.securityroundtable.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2b11268d60431e821f500c9d63c5c99,fb125da6864a5755c0d402794256598aa080c5476e56c74fd3954db1adbcb5c4,ctls,securityroundtable.jfrog.com,443,https://securityroundtable.jfrog.com:443,https,text/html,GET,18.66.112.124,/,,2600:9000:223f:2c00:6:600c:be80:93a1,670,False,WordPress:6.2,cloudfront,AmazonS3,True,,True,https://securityroundtable.jfrog.com/tlv/,,
service.jfrog.org,403 Forbidden,403,162,service.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-14T23:59:59Z,CN=jfrog.org,jfrog.org,,*.jfrog.org,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,74df50012b90d25d7577ca81f3944fc4,2bb1c5e03ac718a26fa346052a88d1305e66291cefce7440b2dcbabb3a138b77,ctls,service.jfrog.org,443,https://service.jfrog.org:443,https,text/html,GET,35.153.215.186,/,190856733,3.209.146.88,8,False,Nginx,,nginx,,,True,,,
sf-is.jfrog.com,,403,,sf-is.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-01T00:00:00Z,2024-01-30T23:59:59Z,CN=sf-is.jfrog.com,sf-is.jfrog.com,,*.sf-is.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,880585b45a9f64af45793dcb49289d11,d31b6c2f2f78c52d1051dc3df87ec51b23efcdecbad091fead0e4163fe3b603e,ctls,sf-is.jfrog.com,443,https://sf-is.jfrog.com:443,https,text/html,GET,13.32.121.129,/,-1840324437,2600:9000:236e:ae00:f:9db9:30c0:93a1,1,False,WordPress,cloudfront,AmazonS3,True,,True,,,https://sf-is.jfrog.com/403.html/
sg-tms.updates.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://sg-tms.updates.jfrog.com:80,http,text/html,GET,143.204.98.99,/,,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
shoppers.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://shoppers.communified.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-363277956,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
sip.jfrog.com,,404,75,sip.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.jfrog.com,443,https://sip.jfrog.com:443,https,text/plain,GET,52.112.193.13,/,-1359476674,2603:1027:0:48::20,4,False,HSTS,,RTC/7.0,,True,True,,,
smartguide.jctf.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://smartguide.jctf.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1361843524,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
snaptu-d-02-07-prn1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://snaptu-d-02-07-prn1.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1159234324,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
solutions.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://solutions.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1663188952,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
speedmedia.jfrog.com,ERROR: The request could not be satisfied,503,1019,speedmedia.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-05T23:59:59Z,CN=speedmedia.jfrog.com,speedmedia.jfrog.com,,cdn1.speedsize.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e32ff8b03296572608abe53d1aed7de,3eef3f4324d6c613cfee778b1310e5356af96bc92c4c2cdc6cb748712a441a60,ctls,speedmedia.jfrog.com,443,https://speedmedia.jfrog.com:443,https,text/html,GET,13.32.99.122,/,-1840324437,13.32.99.62,20,False,HTTP/3,cloudfront,CloudFront,True,,,,,
spinnaker-api.jfrog.org,,200,4727,spinnaker-api.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-14T23:59:59Z,CN=jfrog.org,jfrog.org,,*.jfrog.org,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,74df50012b90d25d7577ca81f3944fc4,2bb1c5e03ac718a26fa346052a88d1305e66291cefce7440b2dcbabb3a138b77,ctls,spinnaker-api.jfrog.org,443,https://spinnaker-api.jfrog.org:443,https,text/html,GET,54.156.168.203,/,-1245759485,54.156.168.203,26,False,HSTS,,,,,True,,,
spn3.staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://spn3.staysafe.jfrog.com:80,http,text/html,GET,143.204.98.99,/,,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
spxy.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://spxy.jfrog.com:80,http,text/html,GET,143.204.98.46,/,,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
staging-helpextranet.updates.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://staging-helpextranet.updates.jfrog.com:80,http,text/html,GET,143.204.98.6,/,,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
staging-vn.updates.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://staging-vn.updates.jfrog.com:80,http,text/html,GET,143.204.98.28,/,,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
stagingen-users.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://stagingen-users.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.46,/,,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
stam.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://stam.jfrog.com:80,http,text/html,GET,143.204.98.46,/,844576307,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
stats-staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://stats-staysafe.jfrog.com:80,http,text/html,GET,143.204.98.6,/,,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
step-up.jfrog.com,,403,275,step-up.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,ctls,step-up.jfrog.com,443,https://step-up.jfrog.com:443,https,application/xml,GET,13.224.194.196,/,-222789073,13.224.194.91,2,False,Amazon Web Services,cloudfront,AmazonS3,True,True,True,,,
sub.jctf.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://sub.jctf.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-613786166,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
summit.jfrog.com,Summit - JFrog Summit,200,75456,summit.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,summit.jfrog.com,443,https://summit.jfrog.com:443,https,text/html,GET,143.204.98.28,/,1494302000,143.204.98.6,259,False,Yoast SEO Premium:15.2,cloudfront,,True,,,,,
superfrogs.jfrog.com,JFrog SuperFrogs,200,32607,superfrogs.jfrog.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T13:12:45Z,2023-08-08T13:12:44Z,CN=superfrogs.jfrog.com,superfrogs.jfrog.com,,superfrogs.jfrog.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,acb5d2d6e710fd72e26f41dc2b6baa40,bb636e526f2ae622b5b990588a83b6a1742ec3c2b8f9008bd51452f8fd15db8b,ctls,superfrogs.jfrog.com,443,https://superfrogs.jfrog.com:443,https,text/html,GET,52.204.233.198,/,1303596492,34.192.229.91,343,False,Ruby on Rails,,,,,,https://superfrogs.jfrog.com/users/sign_in,,
supportfinsystems.jfrog.com,Support : IS Finance Systems Service Portal,200,19857,supportfinsystems.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-23T22:40:00Z,2023-08-21T22:39:59Z,CN=supportfinsystems.jfrog.com,supportfinsystems.jfrog.com,,supportfinsystems.jfrog.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bfd44016d9dc754b1757e78ce2329556,b4285a303e7da527c3cac4e6dc47c353a25a5cabf15cac6d73cb889c37a23831,ctls,supportfinsystems.jfrog.com,443,https://supportfinsystems.jfrog.com:443,https,text/html,GET,52.205.121.203,/,-1611011004,54.242.117.42,358,False,Ruby on Rails,,fwe,,,,https://supportfinsystems.jfrog.com/support/home,,
supportlogs.jfrog.com,JFrog,200,3029,supportlogs.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-14T00:00:00Z,2024-06-13T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,,jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,54220a2345ab21780af5330949e0ef6b,c8eb69699c69ca2a609f5c4b301b18c594a04106ffe1f9375102ad95fc0cc094,ctls,supportlogs.jfrog.com,443,https://supportlogs.jfrog.com:443,https,text/html,GET,3.232.82.207,/,131975511,54.147.213.8,1,False,HSTS,,,,,True,https://supportlogs.jfrog.com/ui/,https://js.driftt.com,
swampowertravel.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://swampowertravel.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-2092758778,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
swampup.jfrog.com,swampUP 2023: JFrog DevOps & DevSecOps User Conference,200,256955,swampup.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=swampup.jfrog.com,swampup.jfrog.com,,*.swampup.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4cbd77006e541b78f8ae258aaf01fa92,d304b70fb009e128a4dd1810dec01dddb17423645f431c0fef0ec3004279994f,ctls,swampup.jfrog.com,443,https://swampup.jfrog.com:443,https,text/html,GET,52.222.236.120,/,707230975,2600:9000:223e:2800:19:6c25:12c0:93a1,1698,False,Yoast SEO:20.2,cloudfront,AmazonS3,True,,True,,,
swampup2020.jfrog.com,swampUP 2023: JFrog DevOps & DevSecOps User Conference,200,256955,swampup.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=swampup.jfrog.com,swampup.jfrog.com,,*.swampup.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4cbd77006e541b78f8ae258aaf01fa92,d304b70fb009e128a4dd1810dec01dddb17423645f431c0fef0ec3004279994f,ctls,swampup.jfrog.com,443,https://swampup2020.jfrog.com:443,https,text/html,GET,143.204.98.6,/,-1096870114,143.204.98.46,1698,False,Yoast SEO:20.2,cloudfront,AmazonS3,True,,True,https://swampup.jfrog.com,,
swlatinamericampowertrlatinamericavel.image.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://swlatinamericampowertrlatinamericavel.image.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1748523618,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
syslog.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://syslog.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1575679056,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
systemstagingconfluence-site-doc-corporate.yalla-devops.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://systemstagingconfluence-site-doc-corporate.yalla-devops.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1280615283,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
tch288222.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://tch288222.jfrog.com:80,http,text/html,GET,143.204.98.28,/,,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
test-proj-qa-zol24u.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://test-proj-qa-zol24u.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-648158011,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
tor28-55-pda.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://tor28-55-pda.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.6,/,,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
tor72-104-gre.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://tor72-104-gre.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1331584107,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
tradeshow79.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://tradeshow79.jfrog.com:80,http,text/html,GET,143.204.98.46,/,614459414,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
training-day.jfrog.com,DevOps-DevSecOps Training Sessions | JFROG,200,188897,training-day.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T00:00:00Z,2024-04-10T23:59:59Z,CN=training-day.jfrog.com,training-day.jfrog.com,,*.training-day.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f51b54b46d360b9e92751d306737db2,6e3cd055182366d9bb68023cc4c64e406e941248d36144dd20a7bdcfb5427822,ctls,training-day.jfrog.com,443,https://training-day.jfrog.com:443,https,text/html,GET,18.66.112.113,/,,2600:9000:223f:2200:7:2497:2e80:93a1,1286,False,Yoast SEO:20.3,cloudfront,AmazonS3,True,,True,,,
travelpolicy.jfrog.com,403 Forbidden,403,146,travelpolicy.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,travelpolicy.jfrog.com,443,https://travelpolicy.jfrog.com:443,https,text/html,GET,143.204.98.28,/,1494302000,143.204.98.99,8,False,Amazon Web Services,cloudfront,,True,,,,,
v1.leapevent.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://v1.leapevent.jfrog.com:80,http,text/html,GET,143.204.98.46,/,,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
v3-ssomy-external-domain.liquidsoftware.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://v3-ssomy-external-domain.liquidsoftware.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1277921734,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
v4-demo-beta.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://v4-demo-beta.jfrog.com:80,http,text/html,GET,143.204.98.6,/,,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
wdc03-prd-nas-01c.swampowertravel.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://wdc03-prd-nas-01c.swampowertravel.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-27686703,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
webmail24e.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://webmail24e.communified.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-787390397,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
whatsapp-chatd-msgr-p4-edge-shv-01-nrt1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://whatsapp-chatd-msgr-p4-edge-shv-01-nrt1.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1931904744,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ww.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://ww.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1159082579,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www-1-87.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www-1-87.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1945999576,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www-stg.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www-stg.jfrog.com:80,http,text/html,GET,143.204.98.28,/,,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.communified.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1199351842,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.friends.jfrog.com,JFrog – Release Fast Or Die,200,77070,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://www.friends.jfrog.com:443,https,text/html,GET,143.204.98.99,/,1494302000,143.204.98.46,321,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://jfrog.com/wp-signup.php?new=www.friends,https://supportjfrog.force.com/,
www.icedcoffebreak.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.icedcoffebreak.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-284733741,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.jfroghris.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.jfroghris.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1423855591,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.jfrogtshirt.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.jfrogtshirt.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1552721665,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.leapevent.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.leapevent.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1989118066,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.safeswamps.jfrog.com,Host not found | JFrog,200,109257,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://www.safeswamps.jfrog.com:443,https,text/html,GET,143.204.98.99,/,,143.204.98.46,564,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://jfrog.com/host-not-found/,https://supportjfrog.force.com/,
www.search.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.search.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1090733647,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.swampowertravel.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.swampowertravel.jfrog.com:80,http,text/html,GET,143.204.98.46,/,,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
www.www.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://www.www.jfrog.com:80,http,text/html,GET,143.204.98.46,/,,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
