input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location
federated-va6.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://federated-va6.jfrog.com:80,http,text/html,GET,143.204.98.99,/,2078018721,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
firewall-cio-dal06-pod1.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://firewall-cio-dal06-pod1.jfrog.com:80,http,text/html,GET,143.204.98.99,/,1984500986,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
forum-liquidsoftware.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://forum-liquidsoftware.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-2105002978,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
fp.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://fp.my.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-741413299,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
friends.jfrog.com,JFrog – Release Fast Or Die,200,77070,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://friends.jfrog.com:443,https,text/html,GET,143.204.98.6,/,1494302000,143.204.98.99,321,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://jfrog.com/wp-signup.php?new=friends,https://supportjfrog.force.com/,
fwfd-use1-lb27.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://fwfd-use1-lb27.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1892918820,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
galery-redirector.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://galery-redirector.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1100710606,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
gcp-engineeringjenkinssecure-infomediaconfig-helpdesk.staysafe.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://gcp-engineeringjenkinssecure-infomediaconfig-helpdesk.staysafe.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1893671891,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
getcli.jfrog.com,Get CLI | JFrog,200,185018,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://getcli.jfrog.com:443,https,text/html,GET,35.169.102.222,/,-1677067076,54.160.84.249,2074,False,Yoast SEO Premium:15.2,,,,,,https://jfrog.com/getcli/,https://supportjfrog.force.com/,
ginnosuzu-kaigo.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://ginnosuzu-kaigo.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1201833363,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
gocenter-api.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://gocenter-api.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-980405897,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
goldcbdgummies.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://goldcbdgummies.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1094161526,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
gradle.jfrog.org,403 Forbidden,403,146,gradle.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-15T00:00:00Z,2024-02-15T23:59:59Z,CN=*.jfrog.io,*.jfrog.io,,*.pe.jfrog.io,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6f91a315447d3669d12b323cea9e413d,f5306e34b91258856572869e552ee4268fff069572e4dc8a16e56202247a761b,ctls,gradle.jfrog.org,443,https://gradle.jfrog.org:443,https,text/html,GET,54.83.189.24,/,-1561873722,54.210.144.149,8,False,,,,,True,True,,,
grails.jfrog.org,403 Forbidden,403,146,grails.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-15T00:00:00Z,2024-02-15T23:59:59Z,CN=*.jfrog.io,*.jfrog.io,,*.pe.jfrog.io,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6f91a315447d3669d12b323cea9e413d,f5306e34b91258856572869e552ee4268fff069572e4dc8a16e56202247a761b,ctls,grails.jfrog.org,443,https://grails.jfrog.org:443,https,text/html,GET,54.83.189.24,/,-1561873722,54.210.144.149,8,False,,,,,True,True,,,
gsp-vb11-ssl.icedcoffebreak.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://gsp-vb11-ssl.icedcoffebreak.jfrog.com:80,http,text/html,GET,143.204.98.6,/,2084926838,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
gspx57-ssl-background-ash.academy.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://gspx57-ssl-background-ash.academy.jfrog.com:80,http,text/html,GET,143.204.98.28,/,552692615,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h-135-197-0-9.academy.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h-135-197-0-9.academy.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-705306122,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h-135-197-98-56.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h-135-197-98-56.communified.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-375390611,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h-135-207-103-84.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h-135-207-103-84.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.99,/,2097823407,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h-135-207-104-4.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h-135-207-104-4.jfrog.com:80,http,text/html,GET,143.204.98.6,/,918633853,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h-135-207-14-87.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h-135-207-14-87.my.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1618714929,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h-ijwsrb7-development-im16xl.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h-ijwsrb7-development-im16xl.jfrog.com:80,http,text/html,GET,143.204.98.6,/,110939544,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h135-207-102-171.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h135-207-102-171.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1242939976,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
h8.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://h8.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1539468056,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
hermes-stream-sx-prd.backtoschool.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://hermes-stream-sx-prd.backtoschool.jfrog.com:80,http,text/html,GET,143.204.98.6,/,180625033,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
host-141-116-246-40.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://host-141-116-246-40.jfrog.com:80,http,text/html,GET,143.204.98.6,/,496827234,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
host-214-18-228-39.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://host-214-18-228-39.jfrog.com:80,http,text/html,GET,143.204.98.46,/,2141140015,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
host-214-60-26-70.communified.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://host-214-60-26-70.communified.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1865960570,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
https-ar-m-wikipedia-org00.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://https-ar-m-wikipedia-org00.jfrog.com:80,http,text/html,GET,143.204.98.28,/,737039619,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
https://fonts.google.com,Google Fonts,200,12623,fonts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:09Z,2023-07-31T08:20:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9a2e3bdb59e5e95d228e75d310a78882,d790862c00287a7090cf7874aa239d58ff9b46c2cc3a3226a087a0ecec752270,ctls,fonts.google.com,443,https://fonts.google.com:443,https,text/html,GET,142.250.185.78,/,,2a00:1450:4001:80e::200e,1,False,HTTP/3,,ESF,,,True,,http:,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,,,,,,,,,,,,,,,,,,,80,http://fonts.googleapis.com:80,http,text/html,GET,142.250.186.42,/,-606046040,2a00:1450:4001:827::200a,1,False,,,ESF,,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:24:48Z,2023-07-31T08:24:47Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e2fa159081bb6314a59148c7b5d1211a,0f6b81b9f067c52dd5708e184a9f4d33e8bd982625a16053543f78d0768da6af,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,text/html,GET,142.250.184.227,/,302920777,2a00:1450:4001:831::2003,12,False,HTTP/3,,sffe,,,True,,,
https://js.driftt.com,404 Not Found,404,146,js.driftt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-21T23:59:59Z,CN=drift.com,drift.com,,*.api.driftt.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7028a289030126ca8059bc7c501d14ec,80debbb2e5c81426a085db1611a3993ab97948ade5e2aba5f0a6aafc9c8bf2d5,ctls,js.driftt.com,443,https://js.driftt.com:443,https,text/html,GET,18.66.112.118,/,,18.66.112.39,8,False,HSTS,cloudfront,istio-envoy,True,True,True,,,
icecoffebreak.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://icecoffebreak.jfrog.com:80,http,text/html,GET,143.204.98.99,/,672154729,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
icedcoffebreakmanager.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://icedcoffebreakmanager.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-378820551,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
icedcoffebreakmonitor.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://icedcoffebreakmonitor.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1451963765,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
idp.bintraywidget.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://idp.bintraywidget.jfrog.com:80,http,text/html,GET,143.204.98.46,/,442111781,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
info.a3i646.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://info.a3i646.jfrog.com:80,http,text/html,GET,143.204.98.6,/,659646357,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
info.jfrog.com,,409,16,,,,,,,,,,,,,,,,,,,80,http://info.jfrog.com:80,http,text/plain,GET,104.17.72.206,/,1000520165,104.17.70.206,1,False,Cloudflare,cloudflare,cloudflare,True,,,,,
informationlackbee-deal.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://informationlackbee-deal.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1712670452,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
inner2019.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://inner2019.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-975789528,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
innovationhub.jfrog.com,JFrog BOOST - Innovation Hub,200,138035,innovationhub.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-20T00:00:00Z,2023-12-19T23:59:59Z,CN=innovationhub.jfrog.com,innovationhub.jfrog.com,,*.innovationhub.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,25180ee0d8f3bbbb8a86be6bb6da2304,d764a1988118c4a4ba4ae122a9a85a86779e791e40e4a9b0f1a66bbf8ce8959f,ctls,innovationhub.jfrog.com,443,https://innovationhub.jfrog.com:443,https,text/html,GET,13.225.78.108,/,707230975,2600:9000:21f3:6800:5:f36c:4c0:93a1,718,False,Yoast SEO:20.4,cloudfront,AmazonS3,True,,True,,,
innovationhub2021.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://innovationhub2021.jfrog.com:80,http,text/html,GET,143.204.98.99,/,589572010,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
intlregionsys.swampguide.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://intlregionsys.swampguide.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-208188621,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ip-153-217.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://ip-153-217.jfrog.com:80,http,text/html,GET,143.204.98.28,/,1268350614,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ip-162-86.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://ip-162-86.my.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1308693979,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
ipv4-c115-cdg001-ix.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://ipv4-c115-cdg001-ix.jfrog.com:80,http,text/html,GET,143.204.98.46,/,1092507659,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
islamic-bank.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://islamic-bank.my.jfrog.com:80,http,text/html,GET,143.204.98.99,/,434388683,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
issues.jfrog.org,Jira,200,665829,jfrog.atlassian.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,2023-12-07T23:59:59Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.",atlassian.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf580a615a18a6386f0995fe7cff01e5,e5e8d632c0b86f5bd5ef9a0d55c58ba1fd7776f6bb7c35ca23d85d23281ce58f,ctls,jfrog.atlassian.net,443,https://issues.jfrog.org:443,https,text/html,GET,3.209.146.88,/,1362617963,35.153.215.186,5766,False,HSTS,,AtlassianEdge,,,True,https://jfrog.atlassian.net/plugins/servlet/mobile?originPath=%2Fjira%2Fprojects#prompt?redirectUri=%2Fjira%2Fprojects,,
itobeta2-ws-prdtst-lvdc.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://itobeta2-ws-prdtst-lvdc.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1352365191,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jcd-paris.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jcd-paris.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-193777339,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jcenter.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jcenter.jfrog.com:80,http,text/html,GET,143.204.98.99,/,-1496562029,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jctf.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jctf.jfrog.com:80,http,text/html,GET,143.204.98.6,/,1277270466,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jenkinsci.jfrog.org,403 Forbidden,403,146,jenkinsci.jfrog.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-15T00:00:00Z,2024-02-15T23:59:59Z,CN=*.jfrog.io,*.jfrog.io,,*.pe.jfrog.io,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6f91a315447d3669d12b323cea9e413d,f5306e34b91258856572869e552ee4268fff069572e4dc8a16e56202247a761b,ctls,jenkinsci.jfrog.org,443,https://jenkinsci.jfrog.org:443,https,text/html,GET,34.235.175.210,/,-1561873722,18.213.142.177,8,False,,,,,True,True,,,
jenkinsprivate-chat.my.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jenkinsprivate-chat.my.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-183796826,143.204.98.46,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jfrog.org,Software Supply Chain Platform for DevOps & Security | JFrog,200,384925,jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-06T23:59:59Z,CN=jfrog.com,jfrog.com,,www.jfrog.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e4c8d13e7346bd5f28023fd8ad75be,43bde77bfa4557d929ad8c0c8541ab4c2b49eb6ef23ac6373c88ccc7b2500902,ctls,jfrog.com,443,https://jfrog.org:443,https,text/html,GET,3.209.146.88,/,1571679106,35.153.215.186,3242,False,Yoast SEO Premium:15.2,,,,,,https://jfrog.com/,https://supportjfrog.force.com/,
jfrogdc.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jfrogdc.jfrog.com:80,http,text/html,GET,143.204.98.28,/,-1832803802,143.204.98.6,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jfroghris.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jfroghris.jfrog.com:80,http,text/html,GET,143.204.98.46,/,-1116469614,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jfrogtshirt.jfrog.com,403 Forbidden,403,146,jfrogtshirt.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,jfrogtshirt.jfrog.com,443,https://jfrogtshirt.jfrog.com:443,https,text/html,GET,34.197.216.62,/,1494302000,3.225.239.149,8,False,,,,,,,,,
jfrogu.jfrog.com,"JFrog Inc.
        -
        Secure login",200,11919,jfrogu.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=jfrogu.jfrog.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",jfrogu.jfrog.com,"Cloudflare, Inc.",jfrogu.jfrog.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e350c95aa659382f6dc6fea3d97af080,95c50dddab6d776f0c26953e0da3ebfafe9af1d63e5bbb9aa716020730e67b4d,ctls,jfrogu.jfrog.com,443,https://jfrogu.jfrog.com:443,https,text/html,GET,104.16.154.43,/,-1996754925,2606:4700::6810:9a2b,228,False,Microsoft ASP.NET,cloudflare,cloudflare,True,,,https://jfrogu.jfrog.com/account/login/?,https:,
jinx-covid19-id.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jinx-covid19-id.jfrog.com:80,http,text/html,GET,143.204.98.6,/,-1271838323,143.204.98.28,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jobs.jfrog.com,JFrog Careers | Join the company that’s making software liquid,200,189659,join.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,join.jfrog.com,443,https://jobs.jfrog.com:443,https,text/html,GET,143.204.98.6,/,-851753983,143.204.98.99,1830,False,Yoast SEO Premium:15.2,cloudfront,,True,,,https://join.jfrog.com,,
join.jfrog.com,JFrog Careers | Join the company that’s making software liquid,200,189659,join.jfrog.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-27T23:59:59Z,CN=join.jfrog.com,join.jfrog.com,,blog.jfrog.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec9344cef632395f377226138961437c,135f6e92273ee60d57c3e2c09ae87954cdff49fff6ee4c984838b7740370fc2c,ctls,join.jfrog.com,443,https://join.jfrog.com:443,https,text/html,GET,18.66.112.108,/,1494302000,18.66.112.63,1830,False,Yoast SEO Premium:15.2,cloudfront,,True,,,,,
jpay.jfrog.com,403 Forbidden,403,146,jpay.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-14T00:00:00Z,2024-06-13T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,,jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,54220a2345ab21780af5330949e0ef6b,c8eb69699c69ca2a609f5c4b301b18c594a04106ffe1f9375102ad95fc0cc094,ctls,jpay.jfrog.com,443,https://jpay.jfrog.com:443,https,text/html,GET,52.3.34.138,/,-1561873722,52.44.66.176,8,False,HSTS,,,,,True,,,
jplyncfe05.jfrog.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://jplyncfe05.jfrog.com:80,http,text/html,GET,143.204.98.28,/,2144984419,143.204.98.99,20,False,Amazon Web Services,cloudfront,CloudFront,True,,,,,
jpms.jfrog.com,403 Forbidden,403,146,jpms.jfrog.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-14T00:00:00Z,2024-06-13T23:59:59Z,CN=*.jfrog.com,*.jfrog.com,,jfrog.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,54220a2345ab21780af5330949e0ef6b,c8eb69699c69ca2a609f5c4b301b18c594a04106ffe1f9375102ad95fc0cc094,ctls,jpms.jfrog.com,443,https://jpms.jfrog.com:443,https,text/html,GET,52.44.66.176,/,-1561873722,54.85.188.215,8,False,HSTS,,,,,True,,,
js.driftt.com,404 Not Found,404,146,js.driftt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-21T23:59:59Z,CN=drift.com,drift.com,,*.api.driftt.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7028a289030126ca8059bc7c501d14ec,80debbb2e5c81426a085db1611a3993ab97948ade5e2aba5f0a6aafc9c8bf2d5,ctls,js.driftt.com,443,https://js.driftt.com:443,https,text/html,GET,18.66.112.118,/,1494302000,18.66.112.39,8,False,HSTS,cloudfront,istio-envoy,True,True,True,,,
