new,host,ttl,a,cname,soa,status_code,ns,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa,mx,txt
[x],allhandstest9548488.netgear.com,110,,,"{'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,,,
[x],allhandstest9548488cn.netgear.com,447,,,"{'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,,,
[x],api-dev.meural.netgear.com,234,"18.173.205.81, 18.173.205.71, 18.173.205.16, 18.173.205.105",d2tzr2jxx87za1.cloudfront.net,"{'name': 'd2tzr2jxx87za1.cloudfront.net', 'ns': 'ns-687.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2tzr2jxx87za1.cloudfront.net', 'ns': 'ns-687.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2tzr2jxx87za1.cloudfront.net', 'ns': 'ns-687.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2tzr2jxx87za1.cloudfront.net', 'ns': 'ns-687.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1361.awsdns-42.org, ns-1665.awsdns-16.co.uk, ns-172.awsdns-21.com, ns-687.awsdns-21.net",True,cloudfront,,,,,,
[x],api.insight.netgear.com,300,"3.165.113.96, 3.165.113.47, 3.165.113.63, 3.165.113.8",d5igvvajrabt5.cloudfront.net,"{'name': 'd5igvvajrabt5.cloudfront.net', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd5igvvajrabt5.cloudfront.net', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd5igvvajrabt5.cloudfront.net', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd5igvvajrabt5.cloudfront.net', 'ns': 'ns-302.awsdns-37.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1029.awsdns-00.org, ns-1819.awsdns-35.co.uk, ns-302.awsdns-37.com, ns-533.awsdns-02.net",True,cloudfront,,,,,,
[x],api.io.netgear.com,60,"18.66.102.60, 18.66.102.106, 18.66.102.113, 18.66.102.23",d3fcsevajjnbom.cloudfront.net,"{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,,True,cloudfront,"2600:9000:211a:ca00:1d:f406:7980:93a1, 2600:9000:211a:b800:1d:f406:7980:93a1, 2600:9000:211a:aa00:1d:f406:7980:93a1, 2600:9000:211a:2000:1d:f406:7980:93a1, 2600:9000:211a:ae00:1d:f406:7980:93a1, 2600:9000:211a:a000:1d:f406:7980:93a1, 2600:9000:211a:1600:1d:f406:7980:93a1, 2600:9000:211a:e800:1d:f406:7980:93a1",,,,,
[x],api.netgear.com,60,,"api.io.netgear.com, d3fcsevajjnbom.cloudfront.net","{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,,True,cloudfront,"2600:9000:2038:d000:1d:f406:7980:93a1, 2600:9000:2038:a600:1d:f406:7980:93a1, 2600:9000:2038:4600:1d:f406:7980:93a1, 2600:9000:2038:200:1d:f406:7980:93a1, 2600:9000:2038:ea00:1d:f406:7980:93a1, 2600:9000:2038:b200:1d:f406:7980:93a1, 2600:9000:2038:7c00:1d:f406:7980:93a1, 2600:9000:2038:aa00:1d:f406:7980:93a1",,,,,
[x],apidev.netgear.com,900,"18.238.243.3, 18.238.243.18, 18.238.243.121, 18.238.243.93",dqux0m6abg3rt.cloudfront.net,"{'name': 'dqux0m6abg3rt.cloudfront.net', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dqux0m6abg3rt.cloudfront.net', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dqux0m6abg3rt.cloudfront.net', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dqux0m6abg3rt.cloudfront.net', 'ns': 'ns-1740.awsdns-25.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-489.awsdns-61.com, ns-575.awsdns-07.net, ns-1740.awsdns-25.co.uk, ns-1231.awsdns-25.org",True,cloudfront,"2600:9000:278f:5e00:14:b1ea:8640:93a1, 2600:9000:278f:7400:14:b1ea:8640:93a1, 2600:9000:278f:d000:14:b1ea:8640:93a1, 2600:9000:278f:ba00:14:b1ea:8640:93a1, 2600:9000:278f:0:14:b1ea:8640:93a1, 2600:9000:278f:e000:14:b1ea:8640:93a1, 2600:9000:278f:8800:14:b1ea:8640:93a1, 2600:9000:278f:4600:14:b1ea:8640:93a1",,,,,
[x],apiqa.io.netgear.com,60,"52.85.49.45, 52.85.49.105, 52.85.49.61, 52.85.49.59",d1whjbaforq58i.cloudfront.net,"{'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,,,,,,
[x],apiqa.netgear.com,900,"18.239.50.5, 18.239.50.57, 18.239.50.48, 18.239.50.30","apiqa.io.netgear.com, d1whjbaforq58i.cloudfront.net","{'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1whjbaforq58i.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,"2600:9000:20ab:5c00:f:2b5a:80:93a1, 2600:9000:20ab:1a00:f:2b5a:80:93a1, 2600:9000:20ab:5800:f:2b5a:80:93a1, 2600:9000:20ab:1e00:f:2b5a:80:93a1, 2600:9000:20ab:aa00:f:2b5a:80:93a1, 2600:9000:20ab:5400:f:2b5a:80:93a1, 2600:9000:20ab:7600:f:2b5a:80:93a1, 2600:9000:20ab:ae00:f:2b5a:80:93a1",,,,,
[x],app-qa.netgear.com,1800,"18.173.205.69, 18.173.205.48, 18.173.205.25, 18.173.205.61",d128clo3vw1u47.cloudfront.net,"{'name': 'd128clo3vw1u47.cloudfront.net', 'ns': 'ns-644.awsdns-16.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd128clo3vw1u47.cloudfront.net', 'ns': 'ns-644.awsdns-16.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-644.awsdns-16.net, ns-1183.awsdns-19.org, ns-1561.awsdns-03.co.uk, ns-289.awsdns-36.com",True,cloudfront,,,,,,
[x],appstatus.io.netgear.com,44,"172.29.178.125, 172.29.178.44",internal-apiautomation-410192410.us-east-1.elb.amazonaws.com,"{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,True,"172.29.178.125, 172.29.178.44",,,
[x],appupdates.netgear.com,900,"34.204.55.26, 3.209.196.35",appupdates-1736498547.us-east-1.elb.amazonaws.com,"{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,,
[x],armor-dev.netgear.com,408,,,"{'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,,,
[x],armor-qa.netgear.com,900,34.49.139.150,"netgear-central-beta.bitdefender.net, netgear-central-beta.bitdefender.net.cdn.cloudflare.net","{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,True,google,,,,,,
[x],armor-stg.netgear.com,900,"104.17.157.3, 104.17.158.3","netgear.oem-central-stage.bitdefender.com, netgear.oem-central-stage.bitdefender.com.cdn.cloudflare.net","{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,"2606:4700::6811:9e03, 2606:4700::6811:9d03",,,,,
[x],armor.netgear.com,60,34.117.120.69,"netgear-central.bitdefender.net, netgear-central.bitdefender.net.cdn.cloudflare.net","{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2352010192, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,True,google,,,,,,
[x],assets.netgear.com,1800,"18.239.18.51, 18.239.18.97, 18.239.18.6, 18.239.18.80",netgear.bynder.com,"{'name': 'bynder.com', 'ns': 'ns-582.awsdns-08.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bynder.com', 'ns': 'ns-582.awsdns-08.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'bynder.com', 'ns': 'ns-582.awsdns-08.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,,,,amazonaws.com,,
[x],autodiscover.netgear.com,900,"52.98.243.8, 52.98.228.56, 52.98.152.168, 52.98.152.184","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","{'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2025374443, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}, {'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024435585, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}, {'name': 'tm-4.office.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024136989, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}, {'name': 'ms-acdc-autod.office.com', 'ns': 'ns1-ms-acdc.office.com', 'mailbox': 'hostmaster.microsoft.com', 'serial': 2024272975, 'refresh': 900, 'retry': 600, 'expire': 86400, 'minttl': 60}",NOERROR,,,,,,,,,
[x],aws.netgear.com,900,"3.86.171.4, 3.210.59.137","redirect.netgear.com, infra-redirect-external-alb-1391093293.us-east-1.elb.amazonaws.com","{'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-1.elb.amazonaws.com', 'ns': 'ns-1119.awsdns-11.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
[x],b2b-proxydev.netgear.com,900,,,"{'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,,,
[x],bc-jira-dev.netgear.com,1800,"108.156.22.8, 108.156.22.42, 108.156.22.65, 108.156.22.88",d3rlovueveasw3.cloudfront.net,"{'name': 'd3rlovueveasw3.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3rlovueveasw3.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3rlovueveasw3.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3rlovueveasw3.cloudfront.net', 'ns': 'ns-814.awsdns-37.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,"2600:9000:26e8:7000:1b:7d6e:b0c0:93a1, 2600:9000:26e8:8c00:1b:7d6e:b0c0:93a1, 2600:9000:26e8:1c00:1b:7d6e:b0c0:93a1, 2600:9000:26e8:c000:1b:7d6e:b0c0:93a1, 2600:9000:26e8:9200:1b:7d6e:b0c0:93a1, 2600:9000:26e8:1800:1b:7d6e:b0c0:93a1, 2600:9000:26e8:4a00:1b:7d6e:b0c0:93a1, 2600:9000:26e8:400:1b:7d6e:b0c0:93a1",,,,,
