input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_
store.netgear.com,"Shop NETGEAR | WiFi Routers, Mesh WiFi Systems, WiFi Extenders | NETGEAR",200,225251,store.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=store.netgear.com, O=NETGEAR\, Inc., L=San Jose, ST=California, C=US, serialNumber=2578285, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",store.netgear.com,www.store.netgear.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,3014fde373b0d1f69b3eed53e6da33ca,840a9d88f6507f068ea6a6d2eae056e190c7e1b3e56221405edad79e96c8968b,ctls,store.netgear.com,cloudflare,443,https://store.netgear.com:443,https,cloudflare,text/html,GET,104.19.147.74,/,1299828188,104.19.148.74,Salesforce Commerce Cloud,6164,False,True,"NETGEAR, Inc.",,,https://store.netgear.com/home/?lang=en_US,
storestg.netgear.com,"Shop NETGEAR | WiFi Routers, Mesh WiFi Systems, WiFi Extenders | NETGEAR | NETGEAR | release-rc1",200,341954,storestg.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-02T10:13:16Z,2023-08-31T10:13:16Z,"CN=storestg.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",storestg.netgear.com,www.storestg.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7117798554d43127f911c218bccd6f46,69d967439c3e3b2d9c9084cca3c0f0d63e11710fc9a055d36717deffe1faa021,ctls,storestg.netgear.com,,443,https://storestg.netgear.com:443,https,Apache,text/html,GET,13.110.147.80,/,1299828188,13.110.147.80,Salesforce Commerce Cloud,6373,False,,"Netgear, Inc",,,https://storestg.netgear.com/home/?lang=en_US,
successfactors.netgear.com,Not Found,404,315,successfactors.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,successfactors.netgear.com,,443,https://successfactors.netgear.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,3.216.231.209,/,225052475,54.237.34.207,Microsoft HTTPAPI:2.0,7,False,,,True,,,
support-dev.netgear.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://support-dev.netgear.com:80,http,CloudFront,text/html,GET,52.222.214.119,/,588937076,2600:9000:223d:c000:2:8c20:2980:93a1,Amazon Web Services,20,False,True,,,,,
support.netgear.com,NETGEAR Support | NETGEAR,200,1505474,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,,443,https://support.netgear.com:443,https,,text/html,GET,13.248.140.194,/,-967678743,76.223.14.31,Stimulus,11215,False,,,True,,https://www.netgear.com:443/support/,
supportweb-qa.netgear.com,503 Service Temporarily Unavailable,503,162,supportweb-qa.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-10T23:59:59Z,CN=supportwebdev.netgear.com,supportwebdev.netgear.com,supportweb-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,95fad35447e34594b41e71a8c6f2e52a,bbb0c9c190d333334caeb6d5c896fb2ea1c730e1926efbbf756a0f20c51c7dae,ctls,supportweb-qa.netgear.com,,443,https://supportweb-qa.netgear.com:443,https,awselb/2.0,text/html,GET,54.243.160.70,/,1862162275,52.86.246.152,,7,False,,,,,,
supportweb-stg.netgear.com,503 Service Temporarily Unavailable,503,162,supportweb-stg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-06T23:59:59Z,CN=supportweb-stg.netgear.com,supportweb-stg.netgear.com,supportweb-stg.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4dcf847c05482cdee5db50dfe5e448af,2c5429b47ee90992765d8c67e0cecb542c8a192f6dc9f08ce6190a12417c68fb,ctls,supportweb-stg.netgear.com,cloudfront,443,https://supportweb-stg.netgear.com:443,https,awselb/2.0,text/html,GET,52.222.236.93,/,1862162275,2600:9000:223e:3a00:16:1800:ebc0:93a1,Amazon Web Services,7,False,True,,,,,
supportwebdev.netgear.com,503 Service Temporarily Unavailable,503,162,supportwebdev.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-10T23:59:59Z,CN=supportwebdev.netgear.com,supportwebdev.netgear.com,supportweb-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,95fad35447e34594b41e71a8c6f2e52a,bbb0c9c190d333334caeb6d5c896fb2ea1c730e1926efbbf756a0f20c51c7dae,ctls,supportwebdev.netgear.com,,443,https://supportwebdev.netgear.com:443,https,awselb/2.0,text/html,GET,54.243.160.70,/,1862162275,52.86.246.152,,7,False,,,,,,
survey.netgear.com,404 - File or directory not found.,404,1245,survey.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=survey.netgear.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",survey.netgear.com,survey.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,488e86ee3ee9198018b2af1c0dd24e3c,b42afb7f6035c074a991ce440003b87ba76b60aa8ab2421c5b0c78cac17f70e2,ctls,survey.netgear.com,,443,https://survey.netgear.com:443,https,,text/html,GET,13.111.144.4,/,1631801191,13.111.144.4,,30,False,,"SALESFORCE.COM, INC.",,,,
tech.netgear.com,,200,339,tech.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,tech.netgear.com,,443,https://tech.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Windows Server,11,False,,,True,,,
tenable.netgear.com,,200,339,tenable.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,tenable.netgear.com,,443,https://tenable.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.216.231.209,/,1631801191,54.237.34.207,Windows Server,11,False,,,True,,,
test-accounts-stg.netgear.com,ERROR: The request could not be satisfied,403,919,test-accounts-stg.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-06T23:59:59Z,CN=test-accounts-stg.netgear.com,test-accounts-stg.netgear.com,test-accounts-stg.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,aafa449efbaa5b85a7d95c09df80b73c,9c33d5ebeff36f7aaf639f6b48eecf475de558ccdaed0ad54551658889046562,ctls,test-accounts-stg.netgear.com,cloudfront,443,https://test-accounts-stg.netgear.com:443,https,CloudFront,text/html,GET,18.66.97.30,/,932577321,2600:9000:223c:a200:1f:a55e:e7c0:93a1,Amazon Web Services,20,False,True,,,,,
test-accounts.netgear.com,ERROR: The request could not be satisfied,403,919,test-accounts.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-13T23:59:59Z,CN=test-accounts.netgear.com,test-accounts.netgear.com,test-accounts.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9fa8bd2dffd376b4a4eaa832a9dd8d38,a7eb0e04ff87b5441f2f9a9cd196a98d84c25143964940d9e397c677c8ae57c2,ctls,test-accounts.netgear.com,cloudfront,443,https://test-accounts.netgear.com:443,https,CloudFront,text/html,GET,18.66.112.106,/,962463242,2600:9000:223f:8a00:3:efdd:f8c0:93a1,Amazon Web Services,20,False,True,,,,,
test-apps-readynas.netgear.com,ERROR: The request could not be satisfied,502,1033,test-apps-readynas.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2024-04-01T23:59:59Z,CN=test-apps-readynas.netgear.com,test-apps-readynas.netgear.com,test-apps-readynas.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,337567ca14c3067182f1bfb5b3d08e24,cc0f7f5a48c9547feb4e7bba54f62be366671fdfb8eef7406c5b4a05bd593db2,ctls,test-apps-readynas.netgear.com,cloudfront,443,https://test-apps-readynas.netgear.com:443,https,CloudFront,text/html,GET,13.32.27.59,/,1252736204,2600:9000:211e:4000:11:be3b:ca00:93a1,Amazon Web Services,20,False,True,,,,,
test-billing-stg.io.netgear.com,,403,11000,test-billing-stg.io.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-06T23:59:59Z,CN=test-billing-stg.io.netgear.com,test-billing-stg.io.netgear.com,test-billing-stg.io.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a38f1829649a14cf9850132f84297c76,78133574ba5fb8ae7a9e565808262a922a3978cbc930c34ca93a6ea8662a0867,ctls,test-billing-stg.io.netgear.com,cloudfront,443,https://test-billing-stg.io.netgear.com:443,https,AmazonS3,text/html,GET,108.138.7.36,/,-591739327,2600:9000:2490:d600:1d:1587:2240:93a1,Google Tag Manager,194,False,True,,,,,
test-billing.io.netgear.com,,403,11000,test-billing.io.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-28T23:59:59Z,CN=test-billing.io.netgear.com,test-billing.io.netgear.com,test-billing.io.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0857acd1b575e5a102ca796e323550b1,5ab90adb1bc3f241a8ced476b79d448cb6952db6bacfde310793ae4d5da96548,ctls,test-billing.io.netgear.com,cloudfront,443,https://test-billing.io.netgear.com:443,https,AmazonS3,text/html,GET,108.138.17.9,/,-1851491385,2600:9000:2491:a00:6:f9b7:66c0:93a1,Google Tag Manager,194,False,True,,,,,
testappcom-qa.up.netgear.com,503 Service Temporarily Unavailable,503,162,testappcom-qa.up.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=*.up.netgear.com,*.up.netgear.com,*.up.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73b8ec4595f5a251a55c838e3e188508,805ffa26a8ee2ad327254a6a6cb7ec4c938cb97175df6644e732558ecc755046,ctls,testappcom-qa.up.netgear.com,cloudfront,443,https://testappcom-qa.up.netgear.com:443,https,awselb/2.0,text/html,GET,52.222.214.51,/,1862162275,2600:9000:223d:4800:6:3226:580:93a1,Amazon Web Services,7,False,True,,True,,,
travel.netgear.com,,200,341,travel.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,travel.netgear.com,,443,https://travel.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.216.231.209,/,1631801191,54.237.34.207,Windows Server,12,False,,,True,,,
update2.eng.netgear.com,,404,,update2.eng.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-09T23:59:59Z,CN=update1.eng.netgear.com,update1.eng.netgear.com,update2.eng.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,614cee27ef99d95e652c65a7ef615811,f5bf15f4f84d527111119ac1dd58d48456a046211e9ab1a990870c98701a16e6,ctls,update2.eng.netgear.com,,443,https://update2.eng.netgear.com:443,https,,application/octet-stream,GET,34.236.169.161,/,-1840324437,34.198.183.207,,1,False,,,,,,
update3.eng.netgear.com,,404,,update3.eng.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-09T23:59:59Z,CN=update1.eng.netgear.com,update1.eng.netgear.com,update2.eng.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,614cee27ef99d95e652c65a7ef615811,f5bf15f4f84d527111119ac1dd58d48456a046211e9ab1a990870c98701a16e6,ctls,update3.eng.netgear.com,,443,https://update3.eng.netgear.com:443,https,,application/octet-stream,GET,34.236.169.161,/,-1840324437,34.198.183.207,,1,False,,,,,,
update4.eng.netgear.com,,404,,update4.eng.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-09T23:59:59Z,CN=update1.eng.netgear.com,update1.eng.netgear.com,update2.eng.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,614cee27ef99d95e652c65a7ef615811,f5bf15f4f84d527111119ac1dd58d48456a046211e9ab1a990870c98701a16e6,ctls,update4.eng.netgear.com,,443,https://update4.eng.netgear.com:443,https,,application/octet-stream,GET,34.198.183.207,/,-1840324437,34.236.169.161,,1,False,,,,,,
updates.netgear.com,,404,11,updates.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=www.downloads.netgear.com, O=NETGEAR\, INC, L=San Jose, ST=California, C=US",www.downloads.netgear.com,acdownload.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a77e990f7427618b0da5d1578d09108c,2469d9beb06f45f2ec27c486c1099c1c7c4112c7771f0334a819eb66eb4f033e,ctls,updates.netgear.com,,443,https://updates.netgear.com:443,https,AkamaiNetStorage,,GET,2.17.183.67,/,1864250944,2.17.183.67,,2,False,,"NETGEAR, INC",,,,
updates1.netgear.com,,200,7,updates1.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-29T23:59:59Z,CN=updates1.netgear.com,updates1.netgear.com,internetcheckcable.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d7a8ce630e1930a78414b8d57b97d8ed,903899c120f186b9f78151a26cbc6688eb10621e4e3588190a38908c14da9b64,ctls,updates1.netgear.com,cloudfront,443,https://updates1.netgear.com:443,https,awselb/2.0,text/plain,GET,18.66.122.47,/,1663742142,2600:9000:2250:de00:0:c2bd:1cc0:93a1,HSTS,1,False,True,,,,,
veracode.netgear.com,Not Found,404,315,veracode.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,veracode.netgear.com,,443,https://veracode.netgear.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Microsoft HTTPAPI:2.0,7,False,,,True,,,
virginpulse.netgear.com,,200,343,virginpulse.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,virginpulse.netgear.com,,443,https://virginpulse.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.216.231.209,/,1631801191,54.237.34.207,Windows Server,13,False,,,True,,,
vpn.insight.netgear.com,,404,53,vpn.insight.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-17T15:53:31Z,2024-05-16T15:53:31Z,"CN=insight.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",insight.netgear.com,*.insight.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e27b55d5d467235df997939a7b5104cb,bf3677b6510b26da69206990e349f5e729b1a7feda4649d665b8dcc3a5fc4133,ctls,vpn.insight.netgear.com,,443,https://vpn.insight.netgear.com:443,https,,text/html,GET,34.203.133.66,/,1931107,52.36.167.123,,1,False,,"Netgear, Inc",True,,,
vrtx9-dev.netgear.com,Vertex O Series,200,876,vrtx9-dev.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=vrtx9-dev.netgear.com,vrtx9-dev.netgear.com,vrtx9-dev.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b4cee4049f116fb09f27e27fec16adc7,1a804394e2b7102f5f0558dd314f57a79b2d1bd18c8b79dc15e6b5179be1debc,ctls,vrtx9-dev.netgear.com,cloudfront,443,https://vrtx9-dev.netgear.com:443,https,,text/html,GET,65.9.66.69,/,1423005458,2600:9000:206f:0:7:2810:eb40:93a1,Amazon Web Services,44,False,True,,,,,
vrtx9-qa.netgear.com,Vertex O Series,200,876,vrtx9-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=vrtx9-qa.netgear.com,vrtx9-qa.netgear.com,vrtx9-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c0eafd4f304d2c1ee666554996b21189,4b3ecae2ce5bf4b16166b478c3d01e29ec304febe5ad22c9b81beebd52cd60ca,ctls,vrtx9-qa.netgear.com,cloudfront,443,https://vrtx9-qa.netgear.com:443,https,,text/html,GET,13.32.121.90,/,1423005458,2600:9000:236e:bc00:13:79d9:d480:93a1,HSTS,44,False,True,,,,,
vrtx9prd.netgear.com,Vertex O Series,200,876,vrtx9prd.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=vrtx9prd.netgear.com,vrtx9prd.netgear.com,vrtx9prd.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b38fcba3f582bbd8eb5f89314facd08,122b279b36de427060cd78b08724466e2323f9ce8e5b0e915ef1aacbc55b1b46,ctls,vrtx9prd.netgear.com,cloudfront,443,https://vrtx9prd.netgear.com:443,https,,text/html,GET,143.204.215.7,/,1423005458,2600:9000:214f:5a00:a:806b:fe80:93a1,Amazon Web Services,44,False,True,,,,,
vzweb01-prod.vz.netgear.com,Arlo Web Portal|Smart Home Security,200,12719,vzweb01-prod.vz.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T07:20:15Z,2023-12-30T07:20:15Z,"CN=*.vz.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",*.vz.netgear.com,vz.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f3c7e755ed9a0e9cecdfaf0adc253c37,948b5b1bed772a98fa8f59c1d058f15a1df39ba619e5918b9c314151ef44a049,ctls,vzweb01-prod.vz.netgear.com,,443,https://vzweb01-prod.vz.netgear.com:443,https,,text/html,GET,54.154.179.224,/,275276608,54.154.179.224,HSTS,81,False,,"Netgear, Inc",True,,,
webapi-apac.netgear.com,403 - Forbidden: Access is denied.,403,1233,webapi-apac.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f6f0e178f9f07fd0f3a33733c521eba,dedbe271b82f1168058e71ee710a28ab4e21812f6ff79f16d06366f006d59728,ctls,webapi-apac.netgear.com,cloudfront,443,https://webapi-apac.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.32.99.13,/,1631801191,2600:9000:2251:9200:16:bc0c:4dc0:93a1,Windows Server,30,False,True,,True,,,
webapi.netgear.com,403 - Forbidden: Access is denied.,403,1233,webapi.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f6f0e178f9f07fd0f3a33733c521eba,dedbe271b82f1168058e71ee710a28ab4e21812f6ff79f16d06366f006d59728,ctls,webapi.netgear.com,cloudfront,443,https://webapi.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.32.99.13,/,1631801191,2600:9000:2251:6800:16:bc0c:4dc0:93a1,Windows Server,30,False,True,,True,,,
www.ca.netgear.com,NETGEAR: Networking Products Made For You,200,230857,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://www.ca.netgear.com:443,https,,text/html,GET,143.204.98.33,/,1861886773,2600:9000:2156:9800:0:4535:6c40:93a1,SDL Tridion,3270,False,True,,True,,https://www.netgear.com:443/ca-en/,
www.downloads.netgear.com,,404,10,www.downloads.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=www.downloads.netgear.com, O=NETGEAR\, INC, L=San Jose, ST=California, C=US",www.downloads.netgear.com,acdownload.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a77e990f7427618b0da5d1578d09108c,2469d9beb06f45f2ec27c486c1099c1c7c4112c7771f0334a819eb66eb4f033e,ctls,www.downloads.netgear.com,,443,https://www.downloads.netgear.com:443,https,AkamaiNetStorage,,GET,23.208.148.36,/,1864250944,23.208.148.36,,2,False,,"NETGEAR, INC",,,,
www.fr.ca.netgear.com,NETGEAR : Solutions WiFi et réseau avancées,200,238009,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://www.fr.ca.netgear.com:443,https,,text/html,GET,52.222.214.54,/,46703158,2600:9000:223d:f400:7:2021:d800:93a1,SDL Tridion,3330,False,True,,True,,https://www.netgear.com:443/ca-fr/,
www.insight.netgear.com,Insight Cloud Portal,200,2870,www.insight.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T15:53:31Z,2024-05-16T15:53:31Z,"CN=insight.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",insight.netgear.com,*.insight.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e27b55d5d467235df997939a7b5104cb,bf3677b6510b26da69206990e349f5e729b1a7feda4649d665b8dcc3a5fc4133,ctls,www.insight.netgear.com,cloudfront,443,https://www.insight.netgear.com:443,https,,text/html,GET,143.204.98.72,/,-617117616,143.204.98.92,HSTS,66,False,True,"Netgear, Inc",True,,,
www.jp.netgear.com,NETGEAR: お客様のためのネットワーク製品,200,222988,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://www.jp.netgear.com:443,https,,text/html,GET,18.66.122.34,/,-779252544,2600:9000:2250:8200:14:e915:940:93a1,SDL Tridion,3185,False,True,,True,,https://www.netgear.com:443/jp/,
