new,host,ttl,soa,status_code,a,cname,caa,aaaa,mx,txt,has_internal_ips,internal_ips
,cdata.int-api.exchange.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.25.158, 104.18.24.158",,,"2606:4700::6812:199e, 2606:4700::6812:189e",,,,
,cdata.int-api.pilot.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdata.int-api.simnext.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdatasync.ext-api.exchange.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdatasync.ext-api.simnext.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdatasync.int-api.bugbounty.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdatasync.int-api.exchange.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdatasync.int-api.pilot.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdatasync.int-api.simnext.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdr.ext-api.bugbounty.bullish.com,1770,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdr.ext-api.exchange.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,cdr.ext-api.simnext.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350253737, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,click.mail.bullish.com,1800,"{'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,
