new,host,ttl,a,soa,status_code,cname,aaaa,mx,txt,ns,caa,cdn,cdn-name,has_internal_ips,internal_ips
[x],baiduspider-116-179-32-38.stg.etoro.com,1800,"172.64.155.104, 104.18.32.152","{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,www.stg.etoro.com.cdn.cloudflare.net,,,,,,,,,
[x],bid46hj.streams.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],blog-temp.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],careers.dev.etoro.com,600,,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,www.dev.etoro.com.cdn.cloudflare.net,,,,,,,,,
[x],categorizer.frcandle.etoro.com,234,,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],compages-office.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],compagesproxy.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],d-d.br.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],d6login-training.inmed.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],darkestweb.frcandle.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
[x],data.dev.etoro.com,600,"104.18.40.201, 172.64.147.55","{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2358001392, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,www.dev.etoro.com.cdn.cloudflare.net,,,,,,,,,
[x],delta.app,300,,"{'name': 'delta.app', 'ns': 'dan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357792993, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'delta.app', 'ns': 'dan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2357792993, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700:20::681a:943, 2606:4700:20::681a:843, 2606:4700:20::ac43:4659","aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com",,"dan.ns.cloudflare.com, gail.ns.cloudflare.com","comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes, ssl.com",,,,
[x],dev-691332.etoro.com,600,13.79.184.58,"{'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}, {'name': 'etoro.com', 'ns': 'ns1-13.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1558445705, 'refresh': 43200, 'retry': 7200, 'expire': 604800, 'minttl': 600}",NOERROR,,,,,,,,,,
