input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,csp_domains_,webserver,tls_expired,final_url,cdn_name,cdn
9.my.salesforce.com,Login | Salesforce,200,8882,9.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na153.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na153.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,02f56602b445eb2cba1a087dc96d80a3,b31eb7bbf6a892645e56cac8ccaee74a3c0c471230f7368b64095d08bac54bdd,True,ctls,9.my.salesforce.com,443,https://9.my.salesforce.com:443,https,text/html,GET,13.110.67.158,/,1433417005,13.110.71.158,HSTS,24,False,,,,,,,
a-digital.my.salesforce.com,Login | Salesforce,200,8572,a-digital.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap16.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap16.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb7a5d384074df9dbe313d8518a7ef7b,0379b1fdfc00b5b7674a56530ad71f4aeb391545710b651438823082f58bfd58,True,ctls,a-digital.my.salesforce.com,443,https://a-digital.my.salesforce.com:443,https,text/html,GET,101.53.160.214,/,1433417005,101.53.163.214,HSTS,24,False,,,,,,,
a33.my.salesforce.com,Login | Salesforce,200,8660,a33.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=um8.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",um8.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e3a541191bb9d2a279ba421c0b2efa8,b483c24f91bb40600249f9be362c9d924c2f9df9f82922615c32999efa56c88d,True,ctls,a33.my.salesforce.com,443,https://a33.my.salesforce.com:443,https,text/html,GET,161.71.10.186,/,1433417005,161.71.9.58,HSTS,24,False,,,,,,,
a5.my.salesforce.com,Login | Salesforce,200,8638,a5.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na170.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na170.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d6754a3250ebe1392c2c31e187849c98,43ea58408144558e6b24943b6b6405887dbeae867df5cca52268c359a412c78d,True,ctls,a5.my.salesforce.com,443,https://a5.my.salesforce.com:443,https,text/html,GET,13.109.185.211,/,1433417005,13.110.61.211,HSTS,24,False,,,,,,,
aaa2.my.salesforce.com,Login | Salesforce,200,8644,aaa2.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap27.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap27.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ceaa51ee383a1db16791da43ff728d69,cfeb091bf18f1c40a98f550ec6d36d0ce09d3937bc3c176d4c9697d7382227cc,True,ctls,aaa2.my.salesforce.com,443,https://aaa2.my.salesforce.com:443,https,text/html,GET,101.53.168.248,/,1433417005,101.53.171.120,HSTS,24,False,,,,,,,
aab.my.salesforce.com,Sign in to your account,200,40804,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,443,https://aab.my.salesforce.com:443,https,text/html,GET,161.71.8.187,/,1433417005,161.71.11.59,HSTS,95,False,,,,,https://login.microsoftonline.com/f9bef327-16d8-4cd9-bbdd-ae0e353e408c/saml2?SAMLRequest=fZJfc6IwFMW%2FCpN3FAP%2Bgal2EHSBIlIRu%2BWFCRCELiRKgrR%2B%2BrK2nenuQzOTh8w9uefMvb%2B7%2B9e6Ei64YSUlczAaSEDAJKVZSY5zEO7X4gzcL%2B4Yqit40vSWF2SHzy1mXOg%2FEqZ9VOagbYhGESuZRlCNmcZTLdA3rgYHknZqKKcprYCgM4Yb3lsZlLC2xk2Am0uZ4nDnzkHB%2BYlpwyFCyaB%2BGzBUYZbTJsWDlNZAMHvTkiB%2BC%2FqlreixJIO6TBvKaM4pqUpy0w9zNcG5DKfiaJLNRCXNVDFJskxEWMLyWMaKNEuHt%2FRAsM05iKGh9%2BeZPrnhNtqYevf%2F%2FVtWbXiqusfw0thwaa1d3nlmlHjdaxWx5RNUOkl8m4jGLoz5i6duo%2FTh4bxNWJu1bidSd42iyUuwvHKDm031xxnZBAaqrT%2FYu9%2Fec3GZHHYrKC9zU%2B6cwLXccetOrWo8PuvGxgqf3PjXq8EDp5FjafV8Rbw4diZ2H4siVcJCQiMjH0EjVaxJ7AVMPuhQPdXr9dVdRbphJs4kPYyQnxnOJrqi6u04y7HfqZXT8VOXXo9teV5NlbMX8foSVP7Md85OEysb1YrFreuZu0ubH%2FtpMdZimzCOCJ8DKEFZlKYiVPaSrMmqpvQQKbMICP7n2pcl%2BcDpJ0aSDxHTrP3eF%2F1tsAfC4QvLXgA%2BIdRu7s13%2Bn5ujL6QA4sfAbsbfu%2B%2F%2BHz%2By%2FziHQ%3D%3D&RelayState=%2F&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=IvuJXaUImXVmNKQvQ9otInrUoYDYBBW1aD2PyqGLbWTwNorre6%2FRO7P%2FNwxpprvrN7rwF%2BzWO9k0hv%2BAr5pPf36LS7ixEYhf4PnO%2FG19FCmIBAWOXA%2FA%2F%2F%2BMx%2FIgGqt93fo2H15WyaIgDxDiojlJl43NQfiqN9iKZx9nj%2F7yypXTTxzEP%2FKkWGP2%2B0cq%2FXAt%2B4rcUF9akF5YnTENMpSmB3gDj%2BU%2BrIyCN74WkmeERoeQh%2B4bObQpiWMK2Y4rRr8Gq34Lp7F1B731%2FvcA8Cah63K8FKSNU7XHLPG6Q6pzC0OEg%2BbX0zElBzUXQvIymg71ELhxtWYQ8YVGCA%2FoySICzQ%3D%3D,,
aacsm.my.salesforce.com,Login | Salesforce,200,10201,aacsm.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap13.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap13.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4e9f2822b522fffa21c5c45411df0026,c65d3fe0a91974dffb35c336c87a7f1d82af7c02c62c658ea4cfbf55733b22c5,True,ctls,aacsm.my.salesforce.com,443,https://aacsm.my.salesforce.com:443,https,text/html,GET,101.53.161.84,/,1433417005,101.53.163.212,HSTS,24,False,,,,,,,
aad.my.salesforce.com,Login | Salesforce,200,8641,aad.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=um8.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",um8.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e3a541191bb9d2a279ba421c0b2efa8,b483c24f91bb40600249f9be362c9d924c2f9df9f82922615c32999efa56c88d,True,ctls,aad.my.salesforce.com,443,https://aad.my.salesforce.com:443,https,text/html,GET,161.71.8.58,/,1433417005,161.71.9.58,HSTS,24,False,,,,,,,
aade.my.salesforce.com,Login | Salesforce,200,8557,aade.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=eu45.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",eu45.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b48b1fc593a8912bffb01fb5ed9053ba,7b50f606967cb614586b60be2c4ef308e760d09810301e1b774f1d8c03afdb51,True,ctls,aade.my.salesforce.com,443,https://aade.my.salesforce.com:443,https,text/html,GET,160.8.9.17,/,1433417005,160.8.247.17,HSTS,24,False,,,,,,,
aaf.my.salesforce.com,Login | Salesforce,200,8722,aaf.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na136.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na136.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b048946a078a80d051a8dde2b84768ab,a6c5c2ecbf3608931fff8aa9d7ecfbbcf22e11c86dbb316cdf171ed5234a37b5,True,ctls,aaf.my.salesforce.com,443,https://aaf.my.salesforce.com:443,https,text/html,GET,13.110.35.181,/,1433417005,13.110.34.181,HSTS,24,False,,,,,,,
aarp.my.salesforce.com,Login | Salesforce,200,8644,aarp.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na152.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na152.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a7f3be3a41b97062f0fb365e10ab89da,a1a82e08b78fe65375578eac695de165b82067e2d723f70b3f5edacec087b5ee,True,ctls,aarp.my.salesforce.com,443,https://aarp.my.salesforce.com:443,https,text/html,GET,13.110.40.155,/,1433417005,13.110.47.155,HSTS,24,False,,,,,,,
aax.my.salesforce.com,Login | Salesforce,200,8891,aax.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-20T00:00:00Z,2024-01-18T23:59:59Z,"CN=na158.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na158.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4601d2bb9b4a2d57e74129f95ce71d01,034fc8439bead073f4e4680ee77050c0abde35f014ced0ff80278e7f15a60f55,True,ctls,aax.my.salesforce.com,443,https://aax.my.salesforce.com:443,https,text/html,GET,13.110.64.164,/,1433417005,13.110.70.164,HSTS,24,False,,,,,,,
abb8.my.salesforce.com,Login | Salesforce,200,8644,abb8.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=um8.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",um8.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e3a541191bb9d2a279ba421c0b2efa8,b483c24f91bb40600249f9be362c9d924c2f9df9f82922615c32999efa56c88d,True,ctls,abb8.my.salesforce.com,443,https://abb8.my.salesforce.com:443,https,text/html,GET,161.71.8.187,/,1433417005,161.71.11.59,HSTS,24,False,,,,,,,
abcd.my.salesforce.com,Login | Salesforce,200,8894,abcd.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap26.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap26.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c6adbea8ac62fb79f50b14dae8fe6156,28d9108f72bde453e8c65c7061d0450bf8f2dd9d89c2aff098a57ddf0538fe0e,True,ctls,abcd.my.salesforce.com,443,https://abcd.my.salesforce.com:443,https,text/html,GET,101.53.171.245,/,1433417005,101.53.171.117,HSTS,24,False,,,,,,,
abctest.my.salesforce.com,Login | Salesforce,200,8653,abctest.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap26.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap26.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c6adbea8ac62fb79f50b14dae8fe6156,28d9108f72bde453e8c65c7061d0450bf8f2dd9d89c2aff098a57ddf0538fe0e,True,ctls,abctest.my.salesforce.com,443,https://abctest.my.salesforce.com:443,https,text/html,GET,101.53.169.117,/,1433417005,101.53.171.245,HSTS,24,False,,,,,,,
abde.my.salesforce.com,Login | Salesforce,200,8644,abde.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=ap27.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",ap27.salesforce.com,"salesforce.com, inc.",*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ceaa51ee383a1db16791da43ff728d69,cfeb091bf18f1c40a98f550ec6d36d0ce09d3937bc3c176d4c9697d7382227cc,True,ctls,abde.my.salesforce.com,443,https://abde.my.salesforce.com:443,https,text/html,GET,101.53.168.120,/,1433417005,101.53.171.120,HSTS,24,False,,,,,,,
