new,host,a,cname,soa,status_code,cdn,cdn-name,mx,txt,aaaa,ns,caa,has_internal_ips,internal_ips
[x],aig.my.salesforce.com,"13.110.59.161, 13.110.62.161, 13.109.185.161","na156.my.salesforce.com, na156-ia4.my.salesforce.com, na156-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aim.my.salesforce.com,"101.53.171.245, 101.53.169.245, 101.53.169.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aio.my.salesforce.com,"160.8.13.162, 160.8.249.34, 160.8.251.34","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aip.my.salesforce.com,"13.110.66.186, 13.110.46.186, 13.110.68.186","na162.salesforce.com, na162-ia5.salesforce.com, na162-ia5.ia5.r.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aip.salesforce.com,204.74.99.100,,"mastername.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],airgap.my.salesforce.com,,"n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],airmethods.my.salesforce.com,"13.109.191.76, 13.109.186.76, 13.109.189.76","na137.my.salesforce.com, na137-ia4.my.salesforce.com, na137-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],airnet.my.salesforce.com,"136.146.27.3, 136.146.17.3, 136.146.28.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],airplane.my.salesforce.com,"13.110.46.231, 13.110.66.231, 13.110.69.231","na211.salesforce.com, na211-ia5.salesforce.com, na211-ia5.ia5.r.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],airwatch.my.salesforce.com,"136.146.31.123, 136.146.21.123, 136.146.20.123","na237.salesforce.com, na237-ia6.salesforce.com, na237-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ais.my.salesforce.com,"13.110.61.25, 13.110.58.25, 13.110.60.25","na174.my.salesforce.com, na174-ia4.my.salesforce.com, na174-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aj.my.salesforce.com,"85.222.140.10, 85.222.140.11, 85.222.140.13","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],ajd.my.salesforce.com,"136.146.45.123, 136.146.44.123, 136.146.36.123","na238.salesforce.com, na238-ia7.salesforce.com, na238-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ajh.my.salesforce.com,"13.238.103.176, 52.63.35.179, 3.105.250.176",aus58.sfdc-vwfla6.salesforce.com,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],ajna-api-iad.salesforce.com,"13.108.232.129, 13.108.233.129, 13.108.233.1","ajna0-funnel1-0-iad.salesforce.com, ajna0-funnel1-0-iad.iad.r.salesforce.com","ns1-iad.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ajna-api.salesforce.com,"52.204.77.178, 18.215.200.102, 52.45.78.221","ajna-api.n-l2.salesforce.com, funnel.funnelapi.foundation.aws-prod1-useast1.aws.sfdc.cl","ns-1164.awsdns-17.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"heritage=external-dns,external-dns/owner=funnelapi1.funnel.foundation.aws-prod1-useast1.aws.sfdc,external-dns/resource=service/funnelapi/funnel",,,,,
[x],akamai--qa.cs20.my.salesforce.com,"136.146.27.137, 136.146.16.137, 136.146.21.137","cs20.my.salesforce.com, cs267.force.com, cs267-ia6.force.com, cs267-ia6.ia6.r.force.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],akamai--qa.cs52.my.salesforce.com,"13.109.188.133, 13.110.63.133, 13.109.191.133","cs52.my.salesforce.com, cs200.force.com, cs200-ia4.force.com, cs200-ia4.ia4.r.force.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,"pch2.salesforce-dns.com, udns1.salesforce.com, udns2.salesforce.com, udns3.salesforce.com, udns4.salesforce.com, pch1.salesforce-dns.com",,,
[x],akamai--qaautomatn.cs11.my.salesforce.com,23.63.124.150,"qaautomatn.cs11.my.salesforce.com.edgekey.net, e5870.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],akamai.my.salesforce.com,"2.20.142.182, 2.20.142.4","akamai.my.salesforce.com.edgekey.net, e113695.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],akamai.na11.my.salesforce.com,"13.110.252.98, 13.110.250.226, 13.110.252.34, 13.110.251.34, 13.110.252.226, 13.110.251.162, 13.110.253.34, 13.110.250.162","na11.my.salesforce.com, viv.salesforce.com, viv.l2.salesforce.com","dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],akeneo.my.salesforce.com,"35.181.33.98, 13.37.78.203, 35.180.2.223","fra32.my.sfdc-urlt2q.salesforce.com, fra32.sfdc-urlt2q.salesforce.com","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],akita.my.salesforce.com,"3.120.63.78, 3.74.32.98, 3.75.124.101","deu36.my.sfdc-yzvdd4.salesforce.com, deu36.sfdc-yzvdd4.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],akriti.my.salesforce.com,"136.146.28.3, 136.146.18.3, 136.146.27.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],akron.my.salesforce.com,"13.110.70.149, 13.110.65.149, 13.110.67.149","na150.my.salesforce.com, na150-ia5.my.salesforce.com, na150-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alation.my.salesforce.com,"136.146.40.1, 136.146.36.1, 136.146.37.1","na223.my.salesforce.com, na223-ia7.my.salesforce.com, na223-ia7.ia7.r.my.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],albania.my.salesforce.com,"160.8.247.124, 85.222.145.124, 85.222.144.252","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alcyone.my.salesforce.com,"15.188.167.234, 15.188.39.167, 13.36.112.186","fra1.my.sfdc-urlt2q.salesforce.com, fra1.sfdc-urlt2q.salesforce.com","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],aldea.my.salesforce.com,"13.110.95.193, 13.110.91.193, 13.110.39.65","na116.my.salesforce.com, na116-ph2.my.salesforce.com, na116-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aleph.my.salesforce.com,"85.222.140.13, 85.222.140.11, 85.222.140.6","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],alertlogic.my.salesforce.com,"13.110.26.12, 13.110.26.11, 13.110.26.17","n.edge2.salesforce.com, ord.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],alertmanager.stg.dx.commercecloud.salesforce.com,"52.5.156.235, 54.166.93.198, 54.147.228.5",,"ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],alertmanager.us01.dx.commercecloud.salesforce.com,"34.203.78.166, 54.147.234.135, 3.208.56.208",,"ns-1810.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],alex2.my.salesforce.com,"101.53.171.120, 101.53.170.248, 101.53.170.120","ap27.salesforce.com, ap27-hnd.salesforce.com, ap27-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alexander.my.salesforce.com,"101.53.171.117, 101.53.171.245, 101.53.170.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alexandria.my.salesforce.com,"13.109.184.210, 13.109.187.210, 13.109.191.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alexdemo.my.salesforce.com,"136.146.17.122, 136.146.31.122, 136.146.27.122","na236.salesforce.com, na236-ia6.salesforce.com, na236-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alf.my.salesforce.com,"13.110.11.81, 13.110.11.209, 13.110.83.209","na80.my.salesforce.com, na80-ia2.my.salesforce.com, na80-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alibabacloud.my.salesforce.com,"101.53.171.245, 101.53.170.117, 101.53.171.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alice.my.salesforce.com,"13.110.47.235, 13.110.67.235, 13.110.65.235","na210.my.salesforce.com, na210-ia5.my.salesforce.com, na210-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],allcloud.my.salesforce.com,"161.71.2.27, 161.71.0.27, 161.71.0.155","um2.my.salesforce.com, um2-lo2.my.salesforce.com, um2-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alliance.my.salesforce.com,"13.110.67.37, 13.110.69.37, 13.110.41.37","na126.my.salesforce.com, na126-ia5.my.salesforce.com, na126-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alligator.my.salesforce.com,"85.222.140.13, 85.222.140.10, 85.222.140.11","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],allure.my.salesforce.com,"101.53.170.117, 101.53.171.117, 101.53.171.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alma.my.salesforce.com,"44.226.13.241, 44.231.242.184, 50.112.109.185","usa13.my.sfdc-lywfpd.salesforce.com, usa13.sfdc-lywfpd.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],almanac.my.salesforce.com,"13.110.11.218, 13.110.9.218, 13.110.87.90","na93.my.salesforce.com, na93-ia2.my.salesforce.com, na93-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alms.my.salesforce.com,"160.8.252.40, 160.8.15.40, 160.8.12.40","eu47.my.salesforce.com, eu47-fra.my.salesforce.com, eu47-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],aloha-images-dev.sso.salesforce.com,52.21.28.194,immense-sea-5971.still-mountain-9582.herokuspace.com,"ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],aloha-images.sso.salesforce.com,34.235.191.7,sheltered-escarpment-5167.radiant-earth-2274.herokuspace.com,"ns-1466.awsdns-55.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],alphamy.my.salesforce.com,"101.53.168.246, 101.53.170.118, 101.53.168.118","ap26.my.salesforce.com, ap26-hnd.my.salesforce.com, ap26-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alphanet.my.salesforce.com,"13.110.62.202, 13.110.57.202, 13.109.184.202","na167.my.salesforce.com, na167-ia4.my.salesforce.com, na167-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alphaone.eap.salesforce.com,204.14.238.66,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alphatwo.eap.salesforce.com,204.14.238.67,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alphawww.eap.salesforce.com,204.14.238.64,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alpine.my.salesforce.com,"136.146.31.122, 136.146.27.122, 136.146.17.122","na236.salesforce.com, na236-ia6.salesforce.com, na236-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alt.my.salesforce.com,"13.110.38.56, 13.110.91.56, 13.110.36.56","na124.my.salesforce.com, na124-ph2.my.salesforce.com, na124-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alt2.my.salesforce.com,"160.8.252.34, 160.8.249.34, 160.8.253.34","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alt3.my.salesforce.com,"85.222.144.252, 85.222.145.124, 160.8.247.124","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],altium.my.salesforce.com,"161.71.0.27, 161.71.0.155, 161.71.2.27","um2.my.salesforce.com, um2-lo2.my.salesforce.com, um2-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],altus.my.salesforce.com,"13.110.84.99, 13.110.85.99, 13.110.83.99","na96.my.salesforce.com, na96-ia2.my.salesforce.com, na96-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],alvarez.my.salesforce.com,"52.61.132.115, 52.61.134.53, 52.61.132.25","na215.my.salesforce.com, na215-hio.my.salesforce.com, na215-hio.hio.r.my.salesforce.com","ns1-hio.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],am-rpc.prdb.am.commercecloud.salesforce.com,"44.241.220.175, 44.228.246.132, 44.240.93.49",,"ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],am-rpc.sbx.am.commercecloud.salesforce.com,"3.218.128.63, 54.90.68.242, 52.7.126.20",,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],am-rpc.stg.am.commercecloud.salesforce.com,"54.156.207.179, 3.225.29.93, 23.20.10.27",,"ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],am-rpc.stg.dx.commercecloud.salesforce.com,"52.5.156.235, 54.147.228.5, 54.166.93.198",,"ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1394.awsdns-46.org, ns-1862.awsdns-40.co.uk, ns-372.awsdns-46.com, ns-649.awsdns-17.net",,,
[x],am.stg.am.commercecloud.salesforce.com,"3.225.29.93, 54.156.207.179, 23.20.10.27",,"ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],am.stgb.am.commercecloud.salesforce.com,"52.35.251.218, 44.227.219.212, 35.160.28.97",,"ns-1986.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],amada.my.salesforce.com,"13.110.56.76, 13.109.189.76, 13.109.191.76","na137.my.salesforce.com, na137-ia4.my.salesforce.com, na137-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amag.my.salesforce.com,"85.222.145.124, 85.222.144.252, 160.8.247.124","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amarok.my.salesforce.com,"13.110.68.81, 13.110.67.81, 13.110.44.81","na140.my.salesforce.com, na140-ia5.my.salesforce.com, na140-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amazon.my.salesforce.com,"101.53.171.117, 101.53.171.245, 101.53.170.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amazon16.my.salesforce.com,"136.146.17.122, 136.146.31.122, 136.146.27.122","na236.salesforce.com, na236-ia6.salesforce.com, na236-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amazonbusiness.my.salesforce.com,"13.110.92.93, 13.110.88.93, 13.110.2.93","na94.my.salesforce.com, na94-ph2.my.salesforce.com, na94-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amazonpay.my.salesforce.com,"161.71.2.19, 161.71.1.19, 161.71.0.19","um6.my.salesforce.com, um6-lo2.my.salesforce.com, um6-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amb.my.salesforce.com,"13.110.24.9, 13.110.24.12, 13.110.24.8","n.edge2.salesforce.com, virginia.edge2.salesforce.com, iad-canary.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],ambassador.my.salesforce.com,"13.110.65.208, 13.110.41.208, 13.110.44.208","na169.my.salesforce.com, na169-ia5.my.salesforce.com, na169-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amdocs.my.salesforce.com,"101.53.171.117, 101.53.171.245, 101.53.170.117","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amelia.my.salesforce.com,"161.71.1.138, 161.71.1.10, 161.71.2.138","um2.salesforce.com, um2-lo2.salesforce.com, um2-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amend.my.salesforce.com,"85.222.140.11, 85.222.140.10, 85.222.140.6","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],americaninquiry.my.salesforce.com,"136.146.41.6, 136.146.45.6, 136.146.39.6","na225.salesforce.com, na225-ia7.salesforce.com, na225-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ames.my.salesforce.com,"13.110.44.167, 13.110.41.167, 13.110.40.167","na159.my.salesforce.com, na159-ia5.my.salesforce.com, na159-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amethyst.my.salesforce.com,"13.110.36.28, 13.110.90.156, 13.110.94.156","na130.my.salesforce.com, na130-ph2.my.salesforce.com, na130-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amf.my.salesforce.com,"160.8.251.10, 160.8.254.10, 160.8.12.138","eu39.my.salesforce.com, eu39-fra.my.salesforce.com, eu39-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amiger.my.salesforce.com,"161.71.0.62, 161.71.2.62, 161.71.3.190","um9.salesforce.com, um9-lo2.salesforce.com, um9-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amigo.my.salesforce.com,"13.110.35.196, 13.110.83.196, 13.110.80.196","na112.my.salesforce.com, na112-ia2.my.salesforce.com, na112-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amigos.my.salesforce.com,"85.222.140.6, 85.222.140.10, 85.222.140.13","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],amplience.my.salesforce.com,"161.71.0.155, 161.71.2.27, 161.71.0.27","um2.my.salesforce.com, um2-lo2.my.salesforce.com, um2-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ams.my.salesforce.com,"13.109.186.79, 13.110.62.79, 13.109.189.79","na147.my.salesforce.com, na147-ia4.my.salesforce.com, na147-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ams3.my.salesforce.com,"160.8.9.145, 160.8.246.17, 160.8.244.17","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amur.my.salesforce.com,"160.8.245.128, 160.8.9.128, 160.8.241.128","eu38.my.salesforce.com, eu38-cdg.my.salesforce.com, eu38-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],amzn.my.salesforce.com,"136.146.43.116, 136.146.38.116, 136.146.36.116","na231.salesforce.com, na231-ia7.salesforce.com, na231-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],analyticsplayground.salesforce.com,"23.213.161.218, 23.213.161.197","san-mna.salesforce.com.edgekey.net, e36242.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:b200::58dd:192b, 2a02:26f0:b200::58dd:1969",,,,
[x],anand.my.salesforce.com,,"jpn3.my.sfdc-mchho0.salesforce.com, jpn3.sfdc-mchho0.salesforce.com","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],anaplan.my.salesforce.com,"52.89.202.157, 54.190.228.29, 100.21.3.30",usa300.sfdc-lywfpd.salesforce.com,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],and.my.salesforce.com,"161.71.8.186, 161.71.11.58, 161.71.9.186","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],angelina.my.salesforce.com,"13.109.187.210, 13.109.191.210, 13.109.184.210","na170.salesforce.com, na170-ia4.salesforce.com, na170-ia4.ia4.r.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ani.my.salesforce.com,"136.146.37.6, 136.146.40.6, 136.146.34.6","na225.salesforce.com, na225-ia7.salesforce.com, na225-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],anil.my.salesforce.com,"160.8.244.17, 160.8.9.145, 160.8.246.17","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],ann.my.salesforce.com,"13.110.47.46, 13.110.42.46, 13.110.46.46","na172.my.salesforce.com, na172-ia5.my.salesforce.com, na172-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],anson.my.salesforce.com,"13.110.64.246, 13.110.65.246, 13.110.71.246","na206.my.salesforce.com, na206-ia5.my.salesforce.com, na206-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],anubis.my.salesforce.com,"161.71.9.58, 161.71.9.186, 161.71.11.58","um8.salesforce.com, um8-lo3.salesforce.com, um8-lo3.lo3.r.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
