new,host,mx,soa,status_code,a,cname,txt,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa
,moneymovementxq1.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"95.101.74.137, 95.101.74.147","moneymovementxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net",,,,,,,
,moneymovementxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"62.115.252.74, 62.115.252.72","moneymovementxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net",,,,,,,
,moneymovementxq2web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.209,,,,,,,,
,moneymovementxq3.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,mtapi.aw037.c.fidelity.com,,"ns-1019.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,"52.202.243.1, 3.95.12.234",,,,,,,,
,mtapi.aw043.c.fidelity.com,,"ns-1755.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"34.203.16.160, 54.86.5.116",,,"ns-1380.awsdns-44.org, ns-1755.awsdns-27.co.uk, ns-441.awsdns-55.com, ns-997.awsdns-60.net",,,,,
,mtapi.cloudfrontuatcloud.aw037.c.fidelity.com,,"ns-1019.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,"143.204.231.88, 143.204.231.3, 143.204.231.54, 143.204.231.113",,,,,,True,cloudfront,
,mybook.fidelity.com,,"auth00.ns.colospace.com.colospace.com, auth01.ns.colospace.com",NOERROR,68.233.170.74,mybook.fmr.colospace.com,,,,,,,
,mycertrecovery.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,myfidelity.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"62.115.252.59, 80.239.137.136","www.fidelity.com, www.fidelity.com.edgekey.net, e94446.x.akamaiedge.net",,,,,,,
,myfidelity.members.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"www.fidelity.com, www.fidelity.com.edgekey.net, e94446.x.akamaiedge.net",,,,,,,
,myguidance.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"92.123.104.21, 92.123.104.64","myguidance.fidelity.com.edgekey.net, e72088.x.akamaiedge.net",,,,,,,
,myguidancecqa.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,mymoney.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.18.29.202, 2.18.29.235","mymoney.fidelity.com.edgekey.net, e114152.x.akamaiedge.net",,,,,,,
,mymoneyxq2.fidelity.com,,"n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,"23.50.55.50, 23.50.55.48","mymoneyxq2.fidelity.com.edgekey-staging.net, e106442.x.akamaiedge-staging.net",,,,,,,
,myresearchxq1.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.37.226.115, 23.53.43.113","myresearchxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net",,,,,,,
,myresearchxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"88.221.24.72, 88.221.24.91","myresearchxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net",,,,,,,
,myresearchxq2web.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.93.210,,,,,,,,
,myresearchxq3.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,mysupport.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,mysupporttemp.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,myview.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.18.29.234, 2.18.29.186","myfidelity.members.fidelity.com, www.fidelity.com, www.fidelity.com.edgekey.net, e94446.x.akamaiedge.net",,,,,,,
,na21dccfw01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.163.11,,,,,,,,
,na21mk2fw01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.243.11,,,,,,,,
,na3dccfw01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.163.8,,,,,,,,
,na6dccfw01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.163.6,,,,,,,,
,na6mk2fw01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.243.5,,,,,,,,
,na6mr4fw01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.226.5,,,,,,,,
,na6v0fwlab01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nationalfinancial.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.129, 104.126.37.163","advisor.fidelity.com.edgekey.net, e74709.x.akamaiedge.net",,,,,,,
,nationalfinancialdcc.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.16.67,,,,,,,,
,nationalfinancialmko.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,nationalfinancialoma.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nationalfinancialoma2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nationalfinancialxqa.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.179, 104.126.37.154","nationalfinancialxqa.fidelity.com.edgekey.net, e72793.a.akamaiedge.net",,,,,,,
,nb.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.162, 104.126.37.168","nb.fidelity.com.edgekey.net, e29653.x.akamaiedge.net",,,,,,,
,nb.retire.fidelity.com,,,NOERROR,"155.199.66.118, 155.199.82.118, 155.199.40.145, 155.199.208.145, 155.199.34.145",,,,,,,,
,nbacctopen.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"95.101.74.151, 95.101.74.154","nbacctopen.fidelity.com.edgekey.net, e71616.x.akamaiedge.net",,,,,,,
,nbacctopen.retire.fidelity.com,,,NOERROR,155.199.208.72,,,,,,,,
,nbfidcqa.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.138, 104.126.37.146","nbfidcqa.fidelity.com.edgekey.net, e132073.x.akamaiedge.net",,,,,,,
,nbfidcua.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.92.145,,,,,,,,
,nblabs-dcc.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.18.108,,,,,,,,
,nblabs-mmk.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nblabs-rtp.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,nblabs.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nblabs.iws.fidelity.com,,,NOERROR,155.199.18.108,,,,,,,,
,nbm-oma1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.66.117,,,,,,,,
,nbm-oma2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.82.117,,,,,,,,
,nbm-rtp2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.34.109,,,,,,,,
,nbm.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.12.147.21, 23.12.147.22","nbm.fidelity.com.edgekey.net, e71616.x.akamaiedge.net",,,,,,,
,nbm.retire.fidelity.com,,,NOERROR,155.199.34.109,,,,,,,,
,nbmrtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.208.109,,,,,,,,
,nbnpcqa.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.37.226.97, 23.53.43.106","nbnpcqa.fidelity.com.edgekey.net, e132073.x.akamaiedge.net",,,,,,,
,nbofx.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.184, 104.126.37.160","nbofx.fidelity.com.edgekey.net, e92459.x.akamaiedge.net",,,,,,,
,nbofx.retire.fidelity.com,,,NOERROR,"155.199.192.68, 155.199.64.104, 155.199.32.76, 155.199.80.104",,,,,,,,
,nbofxxq1.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"88.221.24.114, 88.221.24.81","nbofxxq1.fidelity.com.edgekey.net, e132073.a.akamaiedge.net",,,,,,,
,nbpin.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nbpin100.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.241.160,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,nbpin101.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.241.159,,,,,,,,
,nbpin300.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.160,,,,,,,,
,nbpin301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.159,,,,,,,,
,nbpin400.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.160,,,,,,,,
,nbpin401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.159,,,,,,,,
,nbpreview.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.53.43.106, 23.37.226.97","nbpreview.fidelity.com.edgekey.net, e132073.x.akamaiedge.net",,,,,,,
,nbpscua.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.92.147,,,,,,,,
,nbsps.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nbspscqa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.173.92,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,nbspsxq1.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"88.221.24.114, 88.221.24.81","nbspsxq1.fidelity.com.edgekey.net, e132073.x.akamaiedge.net",,,,,,,
,nbspsxq2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nbspsxq3.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nccmt.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"62.115.252.35, 62.115.252.40","nccmt.fidelity.com.edgekey.net, e74709.a.akamaiedge.net",,,,,,,
,netbenefits-fs300.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.64,,,,,,,,
,netbenefits-fs301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.65,,,,,,,,
,netbenefits-fs401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.65,,,"a1-188.akam.net, a2-65.akam.net, a8-64.akam.net, udns1.cscdns.net, udns2.cscdns.uk",,,,,
,netbenefits.app.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"88.221.24.27, 88.221.24.75","dpcs.fidelity.com.edgekey.net, e69395.x.akamaiedge.net",,,,,,,
,netbenefits.fidelity.com,,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.38.98.74, 23.38.98.110","netbenefits.fidelity.com.edgekey.net, e95165.g.akamaiedge.net",,,,,,,
,netbenefits301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.231,,,,,,,,
,netbenefits401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.229,,,,,,,,
,netbenefitsww-oma1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.66.124,,,,,,,,
,netbenefitsww-rtp2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.34.222,,,,,,,,
,netbenefitsww.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.53.43.153, 23.37.226.80","netbenefitsww.fidelity.com.edgekey.net, e71616.x.akamaiedge.net",,,,,,,
,netbenefitsww.retire.fidelity.com,,,NOERROR,155.199.34.222,,,,,,,,
,netbenefitswwrtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.208.222,,,,,,,,
,newaccount6800.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.36.187,,,,,,,,
,news-mobi-oma2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.88.86,,,,,,,,
,news-mobi.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,news-mobi.iws.fidelity.com,,,NOERROR,"155.199.88.86, 155.199.166.96, 155.199.206.86, 155.199.18.96, 155.199.72.86",,,,,,,,
,news.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.19.120.6, 2.19.120.11","news.fidelity.com.edgekey.net, e114152.x.akamaiedge.net",,,,,,,
,newsstreaming-oma2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.80.183,,,,,,,,
,newsstreaming-rtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.192.120,,,,,,,,
,newsstreaming-uat.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,newsstreaming.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.192.120, 155.199.80.183, 155.199.64.185",,,,,,,,
,newsxq1.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.19.120.4, 2.19.120.7","newsxq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net",,,,,,,
,newsxq2.fidelity.com,,"n0b.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,"23.50.57.49, 23.50.57.48","newsxq2.fidelity.com.edgekey-staging.net, e106442.b.akamaiedge-staging.net",,,,,,,
,newsxqdsa.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nfanalysis.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nfpulse-us201e.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.136.228,,,,,,,,
,nfsslvpn.fidelity.com,,,NOERROR,192.223.136.228,nfsslvpn.fisc.fidelity.com,,,,,,,
,nfsslvpn.fisc.fidelity.com,,,NOERROR,192.223.136.228,,,,,,,,
,nftest.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.136.229,,,,,,,,
,non-streaming-news-pre-uat.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,non-streaming-news-preoma1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.72.89,,,,,,,,
,non-streaming-news-preoma2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.88.89,,,,,,,,
,non-streaming-news-prertp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.206.89,,,,,,,,
,non-streaming-news-uat.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,non-streaming-news.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,non-streaming-newsdcc.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.18.87,,,,,,,,
,non-streaming-newsrtp.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,nonprod-persistence.aps.aw014.c.fidelity.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.227.127.213, 107.21.101.16, 54.80.114.96",d-3xozv7t6o2.execute-api.us-east-1.amazonaws.com,,,,,,,
,novartis.websolution.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,50.79.216.6,,,,,,,,
,nrs.fidelity.com,,"ns-2017.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.6.219.145, 54.165.19.173, 35.175.81.115","www.netroadshow.com, awsprod.netroadshow.com",,"ns-84.awsdns-10.com, ns-805.awsdns-36.net, ns-1173.awsdns-18.org, ns-2017.awsdns-60.co.uk",,,,,
,ns1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.252.11,,,,,,,,
,ns3.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.207.15,,,,,,,,
,ns4.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.186.11,,,,,,,,
,nwscua.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,o148.sg01.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,168.245.118.244,,,,,,,,
,oav2asxdev1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.149.160,,,,,,,,
,ocsgw.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,oes-fmr-dit.aps.aw008.c.fidelity.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"100.24.179.14, 54.85.234.111, 3.210.53.57",d-dudxnhthmh.execute-api.us-east-1.amazonaws.com,,,,,,,
,oes-fmr-perf.aps.aw014.c.fidelity.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.3.74.203, 100.24.181.152, 3.209.7.187",d-tgh9228il1.execute-api.us-east-1.amazonaws.com,,,,,,,
,oes-fmr-preprod.aps.aw015.c.fidelity.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"44.216.138.139, 18.206.67.212, 18.214.53.129",d-sj0vyfr6kb.execute-api.us-east-1.amazonaws.com,,,,,,,
,oes-fmr-prod.aps.aw015.c.fidelity.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"44.194.115.147, 52.207.95.62, 34.206.20.62",d-3pt1x3d69j.execute-api.us-east-1.amazonaws.com,,,,,,,
,oes-fmr-qa.aps.aw014.c.fidelity.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"44.211.18.202, 3.209.145.34, 18.210.251.76",d-chota7f22g.execute-api.us-east-1.amazonaws.com,,,,,,,
,offers100.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.193.11,,,,,,,,
,offers300.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.209.11,,,,,,,,
,offshore.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"184.86.251.23, 184.86.251.26","advisor.fidelity.com.edgekey.net, e74709.x.akamaiedge.net",,,,,,,
,offshoredcc.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.16.58,,,,,,,,
,offshoremko.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,offshoreoma.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,offshorertp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.204.58,,,,,,,,
,ofw-oma1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.66.125,,,,,,,,
,ofw-oma2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.82.125,,,,,,,,
,ofw-rtp2.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.34.39,,,,,,,,
,ofw300.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.102,,,,,,,,
,ofw301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.219.101,,,,,,,,
,ofw400.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.102,,,,,,,,
,ofw401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.228.101,,,,,,,,
,ofw6800rtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,ofwcqa.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"104.126.37.138, 104.126.37.137","ofwcqa.fidelity.com.edgekey.net, e97947.a.akamaiedge.net",,,,,,,
,ofwcua.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.92.148,,,,,,,,
,ofx.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.192.70, 155.199.64.108, 155.199.80.108, 155.199.32.79",,,"gtm-fwrtpb201.fidelity.com, gtm-fwus301.fidelity.com, gtm-fwus201.fidelity.com, gtm-fwus401.fidelity.com",,,,,
,ofxacpt.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,ofxfmr.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,155.199.205.30,,,,,,,,
,ofxfmroma.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.73.30,,,,,,,,
,ofxfmrpilot.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,ofxfmrpilotoma1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.72.62,,,,,,,,
,ofxfmrpilotrtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.204.62,,,,,,,,
,ofxfmrrtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.205.30,,,,,,,,
,ofxnf.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,ofxnfcatrtp.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.204.64,,,,,,,,
,ofxnfp.retail.fidelity.com,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,"155.199.73.94, 155.199.204.94",,,,,,,,
,ofxnfpilotoma1.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.72.63,,,,,,,,
,ofxnfqa.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,155.199.172.35,,,,,,,,
,ofxxq1.fidelity.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"23.213.161.226, 23.213.161.208","ofxxq1.fidelity.com.edgekey.net, e95009.a.akamaiedge.net",,,,,,,
,ofxxq2.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"95.101.74.135, 95.101.74.157","ofxxq2.fidelity.com.edgekey.net, e106442.x.akamaiedge.net",,,,,,,
,olsc101.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.255.250,,,,,,,,
,olsc301.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.182.28,,,,,,,,
,olsc311.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.182.24,,,,,,,,
,olsc401.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.185.238,,,,,,,,
,olsc411.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,192.223.185.90,,,,,,,,
,oltx-cloudfront.aw050.c.fidelity.com,,"ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,
,oltx-e1-prod.aw050.c.fidelity.com,,"ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"23.20.44.24, 52.0.58.68",,,,,,,,
,oltx-prod.aw050.c.fidelity.com,,"ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"52.0.58.68, 23.20.44.24",,,,,,,,
,oltx-xq1-albs.aw048.c.fidelity.com,,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"34.234.1.203, 3.226.197.53",,,,,,,,
,oltx.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"95.101.74.137, 95.101.74.143","oltx.fidelity.com.edgekey.net, e38720.x.akamaiedge.net",,,,,,,
,oltxcqa.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,oltxgeo.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,oltxwsxq1.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,oltxxq1-cloudfront.aw048.c.fidelity.com,,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,"108.138.17.78, 108.138.17.109, 108.138.17.31, 108.138.17.59",,,,,,True,cloudfront,
,oltxxq1.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2.18.29.224, 2.18.29.227","oltxxq1.fidelity.com.edgekey.net, e106442.x.akamaiedge.net",,,,,,,
,oltxxq2.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,oltxxq2web.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,oltxxq3.fidelity.com,fidelity-com.mail.protection.outlook.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
,om.fidelity.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"92.123.104.66, 92.123.104.51","om.fidelity.com.edgekey.net, e83378.x.akamaiedge.net",,,,,,,
,ondemand.fidelity.com,,"a8-64.akam.net, fwis.fmr.com",NOERROR,209.234.225.80,research.fidelity.com,,,,,,,
