new,host,ttl,soa,status_code,a,cname,caa,mx,txt
,autodiscover.uphold.com,1083,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,bank-gateway.webhooks.sandbox.uphold.com,1800,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,bank-gateway.webhooks.uphold.com,1800,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,beta.uphold.com,1800,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,blog.uphold.com,300,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.1.193, 104.17.2.193",,,,
,cdn.sandbox.uphold.com,300,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.2.193, 104.17.1.193",,,,
,cdn.uphold.com,300,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.1.193, 104.17.2.193",,,,
,ci.uphold.com,1800,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,cms.uphold.com,1490,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,confluence.uphold.com,1800,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,
,crl.uphold.com,300,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.2.193, 104.17.1.193",,,,
,developer.uphold.com,300,"{'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'uphold.com', 'ns': 'rose.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346954886, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.17.2.193, 104.17.1.193",,,,
