input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired
lsgwy-aws-useast2.dev.streaming.datastax.com,,404,19,lsgwy-aws-useast2.dev.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T10:00:35Z,2025-03-30T10:00:34Z,CN=prometheus-aws-useast2.dev.streaming.datastax.com,prometheus-aws-useast2.dev.streaming.datastax.com,prometheus-aws-useast2.private.dev.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d5fca9170e26a2e845d06ec096b90bc0,78b114b57baf10b7d7ab482d90b4c353d2b907a34d58ef120d364ed37ed3c0ec,ctls,lsgwy-aws-useast2.dev.streaming.datastax.com,,443,https://lsgwy-aws-useast2.dev.streaming.datastax.com,https,,text/plain,GET,3.21.254.216,/,/favicon.ico,3.129.184.58,,2,False,,error,0,,,,,,,,
lsgwy-aws-useast2.streaming.datastax.com,,404,19,lsgwy-aws-useast2.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-16T04:26:33Z,2025-03-16T04:26:32Z,CN=prometheus-aws-useast2.streaming.datastax.com,prometheus-aws-useast2.streaming.datastax.com,prometheus-aws-useast2.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,0547646c92ac949933f5fec6f09c3278,78a7b804d38c7bd18109e51663b3ca723f8a849e1ef56bf8b09d641669b5e395,ctls,lsgwy-aws-useast2.streaming.datastax.com,,443,https://lsgwy-aws-useast2.streaming.datastax.com,https,,text/plain,GET,3.129.94.137,/,/favicon.ico,3.136.10.253,,2,False,,error,0,,,,,True,,,
lsgwy-azure-us-west-2.dev.streaming.datastax.com,,404,19,lsgwy-azure-us-west-2.dev.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-10T09:09:49Z,2025-04-10T09:09:48Z,CN=prometheus-azure-us-west-2.dev.streaming.datastax.com,prometheus-azure-us-west-2.dev.streaming.datastax.com,prometheus-azure-us-west-2.private.dev.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,e684397082d64541fb9aeadcd299d8ab,7f5c12eda3bc74c26db6a940f1242d89ec58c29f2db46cb9df629cabb5db0592,ctls,lsgwy-azure-us-west-2.dev.streaming.datastax.com,,443,https://lsgwy-azure-us-west-2.dev.streaming.datastax.com,https,,text/plain,GET,40.91.126.132,/,/favicon.ico,40.91.126.132,,2,False,,error,0,,,,,,,,
lsgwy-azure-westus2.staging.streaming.datastax.com,,404,19,lsgwy-azure-westus2.staging.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-10T14:59:33Z,2025-04-10T14:59:32Z,CN=prometheus-azure-westus2.staging.streaming.datastax.com,prometheus-azure-westus2.staging.streaming.datastax.com,prometheus-azure-westus2.staging.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,a69cbb5fdf6e15258925ad24066b7776,d3f39650740da1e55afb5a56a48bddfebb558d1ad06909a7d3176483c4ffc3bc,ctls,lsgwy-azure-westus2.staging.streaming.datastax.com,,443,https://lsgwy-azure-westus2.staging.streaming.datastax.com,https,,text/plain,GET,20.64.141.94,/,/favicon.ico,20.64.141.94,,2,False,,error,0,,,,,,,,
lsgwy-azure-westus2.streaming.datastax.com,,404,19,lsgwy-azure-westus2.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-11T11:12:43Z,2025-04-11T11:12:42Z,CN=prometheus-azure-westus2.streaming.datastax.com,prometheus-azure-westus2.streaming.datastax.com,prometheus-azure-westus2.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,a5c5d75e3abc807756f4ca547cff5b8b,eba80864218487d81d93592be32ef5d8eb9f2839feb52a2bea04990cc0cc56c0,ctls,lsgwy-azure-westus2.streaming.datastax.com,,443,https://lsgwy-azure-westus2.streaming.datastax.com,https,,text/plain,GET,40.91.86.203,/,/favicon.ico,40.91.86.203,,2,False,,error,0,,,,,,,,
lsgwy-gcp-useast1.staging.streaming.datastax.com,,404,19,lsgwy-gcp-useast1.staging.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T11:03:19Z,2025-03-30T11:03:18Z,CN=prometheus-gcp-useast1.staging.streaming.datastax.com,prometheus-gcp-useast1.staging.streaming.datastax.com,prometheus-gcp-useast1.staging.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,60146ab12e89aca0be80c3157665cff1,5446406e711c76cca51a7d54c96b6ee1386bf866f26833230346eb5fddebe554,ctls,lsgwy-gcp-useast1.staging.streaming.datastax.com,google,443,https://lsgwy-gcp-useast1.staging.streaming.datastax.com,https,,text/plain,GET,34.75.103.157,/,/favicon.ico,34.75.103.157,,2,False,True,error,0,,,,,,,,
lsgwy-gcp-useast1.streaming.datastax.com,,404,19,lsgwy-gcp-useast1.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T12:28:50Z,2025-03-30T12:28:49Z,CN=prometheus-gcp-useast1.streaming.datastax.com,prometheus-gcp-useast1.streaming.datastax.com,prometheus-gcp-useast1.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,eb8856921c2fe1b47eef00f66208a4d2,ae4a32399c1f5bda82f808e497cd880f65cb42e9ba987dc6795370bf51a9df52,ctls,lsgwy-gcp-useast1.streaming.datastax.com,google,443,https://lsgwy-gcp-useast1.streaming.datastax.com,https,,text/plain,GET,35.229.117.159,/,/favicon.ico,35.229.117.159,,2,False,True,error,0,,,,,,,,
lsgwy.aws-useast2.dev.streaming.datastax.com,,404,19,lsgwy.aws-useast2.dev.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T10:00:35Z,2025-03-30T10:00:34Z,CN=prometheus-aws-useast2.dev.streaming.datastax.com,prometheus-aws-useast2.dev.streaming.datastax.com,prometheus-aws-useast2.private.dev.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d5fca9170e26a2e845d06ec096b90bc0,78b114b57baf10b7d7ab482d90b4c353d2b907a34d58ef120d364ed37ed3c0ec,ctls,lsgwy.aws-useast2.dev.streaming.datastax.com,,443,https://lsgwy.aws-useast2.dev.streaming.datastax.com,https,,text/plain,GET,3.21.254.216,/,/favicon.ico,3.129.184.58,,2,False,,error,0,,,,,,,,
lsgwy.azure-us-west-2.dev.streaming.datastax.com,,404,19,lsgwy.azure-us-west-2.dev.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-10T09:09:49Z,2025-04-10T09:09:48Z,CN=prometheus-azure-us-west-2.dev.streaming.datastax.com,prometheus-azure-us-west-2.dev.streaming.datastax.com,prometheus-azure-us-west-2.private.dev.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,e684397082d64541fb9aeadcd299d8ab,7f5c12eda3bc74c26db6a940f1242d89ec58c29f2db46cb9df629cabb5db0592,ctls,lsgwy.azure-us-west-2.dev.streaming.datastax.com,,443,https://lsgwy.azure-us-west-2.dev.streaming.datastax.com,https,,text/plain,GET,40.91.126.132,/,/favicon.ico,40.91.126.132,,2,False,,error,0,,,,,,,,
lsgwy.azure-westus2.staging.streaming.datastax.com,,404,19,lsgwy.azure-westus2.staging.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-10T14:59:33Z,2025-04-10T14:59:32Z,CN=prometheus-azure-westus2.staging.streaming.datastax.com,prometheus-azure-westus2.staging.streaming.datastax.com,prometheus-azure-westus2.staging.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,a69cbb5fdf6e15258925ad24066b7776,d3f39650740da1e55afb5a56a48bddfebb558d1ad06909a7d3176483c4ffc3bc,ctls,lsgwy.azure-westus2.staging.streaming.datastax.com,,443,https://lsgwy.azure-westus2.staging.streaming.datastax.com,https,,text/plain,GET,20.64.141.94,/,/favicon.ico,20.64.141.94,,2,False,,error,0,,,,,,,,
lsgwy.azure-westus2.streaming.datastax.com,,404,19,lsgwy.azure-westus2.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-11T11:12:43Z,2025-04-11T11:12:42Z,CN=prometheus-azure-westus2.streaming.datastax.com,prometheus-azure-westus2.streaming.datastax.com,prometheus-azure-westus2.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,a5c5d75e3abc807756f4ca547cff5b8b,eba80864218487d81d93592be32ef5d8eb9f2839feb52a2bea04990cc0cc56c0,ctls,lsgwy.azure-westus2.streaming.datastax.com,,443,https://lsgwy.azure-westus2.streaming.datastax.com,https,,text/plain,GET,40.91.86.203,/,/favicon.ico,40.91.86.203,,2,False,,error,0,,,,,,,,
lsgwy.gcp-useast1.staging.streaming.datastax.com,,404,19,lsgwy.gcp-useast1.staging.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T11:03:19Z,2025-03-30T11:03:18Z,CN=prometheus-gcp-useast1.staging.streaming.datastax.com,prometheus-gcp-useast1.staging.streaming.datastax.com,prometheus-gcp-useast1.staging.streaming.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,60146ab12e89aca0be80c3157665cff1,5446406e711c76cca51a7d54c96b6ee1386bf866f26833230346eb5fddebe554,ctls,lsgwy.gcp-useast1.staging.streaming.datastax.com,google,443,https://lsgwy.gcp-useast1.staging.streaming.datastax.com,https,,text/plain,GET,34.75.103.157,/,/favicon.ico,34.75.103.157,,2,False,True,error,0,,,,,,,,
lsgwy.gcp-useast1.streaming.datastax.com,,404,19,lsgwy.gcp-useast1.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-30T12:28:50Z,2025-03-30T12:28:49Z,CN=prometheus-gcp-useast1.streaming.datastax.com,prometheus-gcp-useast1.streaming.datastax.com,prometheus-gcp-useast1.streaming.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,eb8856921c2fe1b47eef00f66208a4d2,ae4a32399c1f5bda82f808e497cd880f65cb42e9ba987dc6795370bf51a9df52,ctls,lsgwy.gcp-useast1.streaming.datastax.com,google,443,https://lsgwy.gcp-useast1.streaming.datastax.com,https,,text/plain,GET,35.229.117.159,/,/favicon.ico,35.229.117.159,,2,False,True,error,0,,,,,,,,
luna.ingress.us-east-2.feat.apps.paas.datastax.com,,503,19,luna.ingress.us-east-2.feat.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-06-03T00:00:00Z,2025-07-02T23:59:59Z,CN=*.luna.feat.cloud.datastax.com,*.luna.feat.cloud.datastax.com,luna.ingress.us-east-2.feat.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,ee844966b3f47f69e181f06fb88d383f,f916c1d3faed2695e30daf4eb352ba58c0013276752590804220f44569a0f17f,ctls,luna.ingress.us-east-2.feat.apps.paas.datastax.com,,443,https://luna.ingress.us-east-2.feat.apps.paas.datastax.com,https,istio-envoy,text/plain,GET,18.222.43.46,/,/favicon.ico,3.139.164.98,,1,False,,nonerror,0,,,True,,,,,
marketplace.astra.datastax.com,Datastax Astra,200,11753,accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-28T23:59:59Z,CN=cloud-session.prod.cloud.datastax.com,cloud-session.prod.cloud.datastax.com,cloud-session.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,58dfdb9415df037e2c13f21566158945,86e71dc7e6282c26ce7484884522596dee83315b8fa8a29d34e7576ef648d555,ctls,accounts.datastax.com,cloudfront,443,https://marketplace.astra.datastax.com,https,istio-envoy,text/html,GET,18.244.18.27,/,/favicon.ico,18.244.18.46,Envoy,257,False,True,nonerror,0,1566106478,https://accounts.datastax.com/session-service/v1/login,,,,,,
marketplace.dev.cloud.datastax.com,Datastax Astra,200,11753,accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-28T23:59:59Z,CN=cloud-session.prod.cloud.datastax.com,cloud-session.prod.cloud.datastax.com,cloud-session.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,58dfdb9415df037e2c13f21566158945,86e71dc7e6282c26ce7484884522596dee83315b8fa8a29d34e7576ef648d555,ctls,accounts.datastax.com,cloudfront,443,https://marketplace.dev.cloud.datastax.com,https,istio-envoy,text/html,GET,99.86.4.91,/,/favicon.ico,99.86.4.109,Envoy,257,False,True,nonerror,0,1566106478,https://accounts.datastax.com/session-service/v1/login,,,,,,
marketplace.test.cloud.datastax.com,Datastax Astra,200,11753,accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-28T23:59:59Z,CN=cloud-session.prod.cloud.datastax.com,cloud-session.prod.cloud.datastax.com,cloud-session.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,58dfdb9415df037e2c13f21566158945,86e71dc7e6282c26ce7484884522596dee83315b8fa8a29d34e7576ef648d555,ctls,accounts.datastax.com,cloudfront,443,https://marketplace.test.cloud.datastax.com,https,istio-envoy,text/html,GET,3.161.82.9,/,/favicon.ico,3.161.82.69,Envoy,257,False,True,nonerror,0,1566106478,https://accounts.datastax.com/session-service/v1/login,,,,,,
marketplacegatekeeper.auth.cloud.datastax.com,Datastax Astra,200,11753,accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-28T23:59:59Z,CN=cloud-session.prod.cloud.datastax.com,cloud-session.prod.cloud.datastax.com,cloud-session.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,58dfdb9415df037e2c13f21566158945,86e71dc7e6282c26ce7484884522596dee83315b8fa8a29d34e7576ef648d555,ctls,accounts.datastax.com,,443,https://marketplacegatekeeper.auth.cloud.datastax.com,https,istio-envoy,text/html,GET,52.14.179.34,/,/favicon.ico,18.218.215.34,Envoy,257,False,,nonerror,0,1566106478,https://accounts.datastax.com/session-service/v1/login,,,,,,
marketplacegatekeeper.dev.auth.cloud.datastax.com,Datastax Astra,200,11753,accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-28T23:59:59Z,CN=cloud-session.prod.cloud.datastax.com,cloud-session.prod.cloud.datastax.com,cloud-session.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,58dfdb9415df037e2c13f21566158945,86e71dc7e6282c26ce7484884522596dee83315b8fa8a29d34e7576ef648d555,ctls,accounts.datastax.com,,443,https://marketplacegatekeeper.dev.auth.cloud.datastax.com,https,istio-envoy,text/html,GET,3.21.254.179,/,/favicon.ico,18.189.136.136,Envoy,257,False,,nonerror,0,1566106478,https://accounts.datastax.com/session-service/v1/login,,,,,,
metrics.astra-dev.datastax.com,,404,74,metrics.astra-dev.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T08:33:00Z,2025-05-10T09:27:14Z,CN=metrics.astra-dev.datastax.com,metrics.astra-dev.datastax.com,metrics.astra-dev.datastax.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,5920de0b5318ce6c8961ef48b3276f48,d4f54a5543a05d4d198507d74b93f58e818d577e390d622e508fb7c37b3ee98f,ctls,metrics.astra-dev.datastax.com,google,443,https://metrics.astra-dev.datastax.com,https,,text/plain,GET,34.149.201.44,/,/favicon.ico,34.149.201.44,HTTP/3,2,False,True,error,0,,,,,,,,
metrics.astra-test.datastax.com,,404,74,metrics.astra-test.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-10T20:40:21Z,2025-05-11T21:34:35Z,CN=metrics.astra-test.datastax.com,metrics.astra-test.datastax.com,metrics.astra-test.datastax.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,5e92bf073818c41bcbe482e5cfb8cc07,65fe5d3f9bb794a30c146ff2c32d3f41c8ce9a97c17d5bf95eef5c9bc72d2134,ctls,metrics.astra-test.datastax.com,google,443,https://metrics.astra-test.datastax.com,https,,text/plain,GET,130.211.30.16,/,/favicon.ico,130.211.30.16,HTTP/3,2,False,True,error,0,,,,,,,,
metrics.astra.datastax.com,,404,74,metrics.astra.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T20:58:20Z,2025-05-08T21:51:54Z,CN=metrics.astra.datastax.com,metrics.astra.datastax.com,metrics.astra.datastax.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,471c31e06bf3dea4fb975e2d691509c8,784556a51dee0d75445fc90016ff2f89cb1ee499b8ada687520489f0a697e3de,ctls,metrics.astra.datastax.com,google,443,https://metrics.astra.datastax.com,https,,text/plain,GET,34.149.144.167,/,/favicon.ico,34.149.144.167,HTTP/3,2,False,True,error,0,,,,,,,,
non-prod.auth.cloud.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,,443,https://non-prod.auth.cloud.datastax.com,https,istio-envoy,text/html,GET,18.189.136.136,/,/favicon.ico,3.19.186.64,Envoy,256,False,,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
omb.streaming.datastax.com,,401,12,omb.streaming.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-03T00:00:00Z,2025-08-01T23:59:59Z,CN=omb.streaming.datastax.com,omb.streaming.datastax.com,omb.streaming.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,48275cd7324054da1f8da2e2b0940799,ea5497442ef41af5ef7be58ff563a078ec1af588511cfbdd70bd11d325086267,ctls,omb.streaming.datastax.com,cloudfront,443,https://omb.streaming.datastax.com,https,CloudFront,,GET,65.9.66.16,/,/favicon.ico,2600:9000:206f:b000:15:1b7b:5140:93a1,Basic,1,False,True,error,0,,,,,,,,
open-assistant-ai.astra.datastax.com,Welcome to OpenResty!,200,1097,open-assistant-ai.astra.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-15T00:00:00Z,2025-11-14T23:59:59Z,CN=open-assistant-ai.astra.datastax.com,open-assistant-ai.astra.datastax.com,open-assistant-ai.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,33b6888ba030315be2149c70c7a016d4,d65ad75e7991a40252513f6312b255705d7b1e651925421ae3b643373ccfdcd0,ctls,open-assistant-ai.astra.datastax.com,,443,https://open-assistant-ai.astra.datastax.com,https,,text/html,GET,13.58.80.82,/,/favicon.ico,3.131.15.225,,29,False,,nonerror,0,,,,,,,,
open-assistant-ai.dev.cloud.datastax.com,Welcome to OpenResty!,200,1097,open-assistant-ai.dev.cloud.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-13T00:00:00Z,2025-11-12T23:59:59Z,CN=open-assistant-ai.dev.cloud.datastax.com,open-assistant-ai.dev.cloud.datastax.com,open-assistant-ai.ingress.us-east-2.dev.apps.paas.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82b760dd203454acdf272529a63fe485,a1d9ba5a2dca33ed67274fa73cd1f9337646d711e14dc6d873807582cb35d2b6,ctls,open-assistant-ai.dev.cloud.datastax.com,,443,https://open-assistant-ai.dev.cloud.datastax.com,https,,text/html,GET,3.141.75.74,/,/favicon.ico,3.146.248.31,,29,False,,nonerror,0,,,,,,,,
open-assistant-ai.ingress.us-east-2.dev.apps.paas.datastax.com,404 Not Found,404,150,open-assistant-ai.ingress.us-east-2.dev.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-13T00:00:00Z,2025-11-12T23:59:59Z,CN=open-assistant-ai.dev.cloud.datastax.com,open-assistant-ai.dev.cloud.datastax.com,open-assistant-ai.ingress.us-east-2.dev.apps.paas.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82b760dd203454acdf272529a63fe485,a1d9ba5a2dca33ed67274fa73cd1f9337646d711e14dc6d873807582cb35d2b6,ctls,open-assistant-ai.ingress.us-east-2.dev.apps.paas.datastax.com,,443,https://open-assistant-ai.ingress.us-east-2.dev.apps.paas.datastax.com,https,,text/html,GET,3.146.248.31,/,/favicon.ico,3.141.75.74,,8,False,,error,0,,,,,,,,
open-assistant-ai.ingress.us-east-2.prod.apps.paas.datastax.com,404 Not Found,404,150,open-assistant-ai.ingress.us-east-2.prod.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-15T00:00:00Z,2025-11-14T23:59:59Z,CN=open-assistant-ai.astra.datastax.com,open-assistant-ai.astra.datastax.com,open-assistant-ai.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,33b6888ba030315be2149c70c7a016d4,d65ad75e7991a40252513f6312b255705d7b1e651925421ae3b643373ccfdcd0,ctls,open-assistant-ai.ingress.us-east-2.prod.apps.paas.datastax.com,,443,https://open-assistant-ai.ingress.us-east-2.prod.apps.paas.datastax.com,https,,text/html,GET,3.131.15.225,/,/favicon.ico,13.58.80.82,,8,False,,error,0,,,,,,,,
open-assistant-ai.ingress.us-east-2.test.apps.paas.datastax.com,404 Not Found,404,150,open-assistant-ai.ingress.us-east-2.test.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-13T00:00:00Z,2025-11-12T23:59:59Z,CN=open-assistant-ai.test.cloud.datastax.com,open-assistant-ai.test.cloud.datastax.com,open-assistant-ai.ingress.us-east-2.test.apps.paas.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,198eef6a55ea232ca974e1f4cd8d49b3,8b4ae76cdf58f185e66f7df70be447d5b15f50fb1f07c49b5f1cc71a19ea78fb,ctls,open-assistant-ai.ingress.us-east-2.test.apps.paas.datastax.com,,443,https://open-assistant-ai.ingress.us-east-2.test.apps.paas.datastax.com,https,,text/html,GET,3.12.45.92,/,/favicon.ico,3.19.114.244,,8,False,,error,0,,,,,,,,
open-assistant-ai.test.cloud.datastax.com,Welcome to OpenResty!,200,1097,open-assistant-ai.test.cloud.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-13T00:00:00Z,2025-11-12T23:59:59Z,CN=open-assistant-ai.test.cloud.datastax.com,open-assistant-ai.test.cloud.datastax.com,open-assistant-ai.ingress.us-east-2.test.apps.paas.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,198eef6a55ea232ca974e1f4cd8d49b3,8b4ae76cdf58f185e66f7df70be447d5b15f50fb1f07c49b5f1cc71a19ea78fb,ctls,open-assistant-ai.test.cloud.datastax.com,,443,https://open-assistant-ai.test.cloud.datastax.com,https,,text/html,GET,3.19.114.244,/,/favicon.ico,3.20.11.218,,29,False,,nonerror,0,,,,,,,,
opscenter.datastax.com,403 Forbidden,403,199,opscenter.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-28T00:00:00Z,2025-09-27T23:59:59Z,CN=downloads.datastax.com,downloads.datastax.com,debian.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f10617ca54a4a4fca1282063e0dcca5,f27d3ec6d0b945516144f1b0b1d2449cb37ee57cd008028048236c6153f63aa4,ctls,opscenter.datastax.com,,443,https://opscenter.datastax.com,https,Apache,text/html,GET,44.240.65.189,/,/favicon.ico,54.203.49.77,Apache HTTP Server,8,False,,error,0,,,,,,,,
pagerduty.datastax.com,,200,3365,identity.pagerduty.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-05-01T00:00:00Z,2025-05-29T23:59:59Z,"CN=identity.pagerduty.com, O=PagerDuty\, Inc., L=San Francisco, ST=California, C=US",identity.pagerduty.com,identity.pagerduty.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ceb0d927be0412ed5ee022e30b314cf2,fe59e8e09a61d29f9da29f8b7af0c752474f7ea0954045c1677ae73c5c4e7a39,ctls,identity.pagerduty.com,,443,https://pagerduty.datastax.com,https,nginx,text/html,GET,96.45.83.224,/,/global/assets/images/favicon.png,96.45.83.47,Nginx,55,False,,nonerror,0,903788713,https://identity.pagerduty.com/global/session_restart?acr=PagerDutyGlobalLogin&serviceProviderId=token-service&resumePath=%2Fglobal%2Foauth%2Fauthorize&state=R_tsMkFMztNUIqHs0OGhgsCOB45062kxIp&client_id=PagerDutyLogin,,,,"PagerDuty, Inc.",https://pd-static-assets.pagerduty.com,
