new,host,ttl,a,soa,status_code,cdn,cdn-name,aaaa,cname,ns,has_internal_ips,internal_ips,txt,mx,caa
,omv-ontwikkel.omgeving.vlaanderen.be,3272,,"{'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}, {'name': 'omgeving.vlaanderen.be', 'ns': 'ns1.milieuinfo.be', 'mailbox': 'mmis.milieuinfo.be', 'serial': 2024091801, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,,,,,,,
,ond.vlaanderen.be,4721,185.61.72.66,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,"spf2.0/pra, include:spf.flexmail.eu, ?all, include:spf.flowmailer.net, v=spf1 mx ip4:185.61.72.31 ip4:185.61.72.32 ip4:81.244.255.48/28 ip4:37.72.163.44 include:spf.flexmail.eu include:spf.protection.outlook.com include:_spf.paddle.be include:_spf.relay.mailprotect.be ?all",ond-vlaanderen-be.mail.protection.outlook.com,
,ond2.vlaanderen.be,3600,185.61.72.66,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319891, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,rp-internet.vlaanderen.be,,,,,,
,onderhoud.vlaanderen.be,60,"95.100.135.59, 95.100.135.50","{'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1726850049, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1726850109, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1726850047, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsce3.akamaiedge.net', 'ns': 'n0dsce3.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1726850048, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,"2a02:26f0:3500:98a::9af5, 2a02:26f0:3500:987::9af5","aiv.edgekey.net, e39669.dsce3.akamaiedge.net",,,,,,
,onderneming.api.wse.vlaanderen.be,60,"52.214.64.101, 108.128.244.206","{'name': 'api.wse.vlaanderen.be', 'ns': 'ns-268.awsdns-33.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.wse.vlaanderen.be', 'ns': 'ns-268.awsdns-33.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.wse.vlaanderen.be', 'ns': 'ns-268.awsdns-33.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.wse.vlaanderen.be', 'ns': 'ns-268.awsdns-33.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.wse.vlaanderen.be', 'ns': 'ns-268.awsdns-33.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api.wse.vlaanderen.be', 'ns': 'ns-268.awsdns-33.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
,onderneming.magda.magdaonlinepro.api.vlaanderen.be,60,"10.81.172.202, 10.81.173.39, 10.81.173.93","{'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'magdaonlinepro.api.vlaanderen.be', 'ns': 'ns-1945.awsdns-51.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,True,"10.81.172.202, 10.81.173.39, 10.81.173.93",,,
,onderneming.wse.vlaanderen.be,900,,"{'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderneming.wse.vlaanderen.be', 'ns': 'ns-994.awsdns-60.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"ns-1446.awsdns-52.org, ns-1677.awsdns-17.co.uk, ns-300.awsdns-37.com, ns-994.awsdns-60.net",,,,,
,onderwijs-acceptatie.api.vlaanderen.be,3600,185.180.77.93,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijs-dev.vlaanderen.be,900,,"{'name': 'onderwijs-dev.vlaanderen.be', 'ns': 'ns-664.awsdns-19.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs-dev.vlaanderen.be', 'ns': 'ns-664.awsdns-19.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs-dev.vlaanderen.be', 'ns': 'ns-664.awsdns-19.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs-dev.vlaanderen.be', 'ns': 'ns-664.awsdns-19.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs-dev.vlaanderen.be', 'ns': 'ns-664.awsdns-19.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs-dev.vlaanderen.be', 'ns': 'ns-664.awsdns-19.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"ns-1941.awsdns-50.co.uk, ns-395.awsdns-49.com, ns-664.awsdns-19.net, ns-1435.awsdns-51.org",,,,inbound-smtp.eu-west-1.amazonaws.com,
,onderwijs-etio.api.vlaanderen.be,7200,185.180.77.93,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijs-experiment.api.vlaanderen.be,7200,185.180.77.93,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijs-stage.api.vlaanderen.be,6534,185.180.77.93,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319900, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijs.api.vlaanderen.be,300,185.180.77.93,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijs.vlaanderen.be,300,194.32.154.62,"{'name': 'onderwijs.vlaanderen.be', 'ns': 'ns-623.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs.vlaanderen.be', 'ns': 'ns-623.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs.vlaanderen.be', 'ns': 'ns-623.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs.vlaanderen.be', 'ns': 'ns-623.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'onderwijs.vlaanderen.be', 'ns': 'ns-623.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"ns-1429.awsdns-50.org, ns-1739.awsdns-25.co.uk, ns-242.awsdns-30.com, ns-623.awsdns-13.net",,,,,
,onderwijspersoneel-salaris-ti.vlaanderen.be,7200,185.180.77.92,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319901, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijspersoneel-salaris.onderwijs-dev.vlaanderen.be,60,"18.160.18.75, 18.160.18.85, 18.160.18.31, 18.160.18.57","{'name': 'dxfmjy4xrx7nw.cloudfront.net', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dxfmjy4xrx7nw.cloudfront.net', 'ns': 'ns-1130.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,"2600:9000:2117:d800:1a:d5a1:300:93a1, 2600:9000:2117:7e00:1a:d5a1:300:93a1, 2600:9000:2117:ec00:1a:d5a1:300:93a1, 2600:9000:2117:d000:1a:d5a1:300:93a1, 2600:9000:2117:b400:1a:d5a1:300:93a1, 2600:9000:2117:de00:1a:d5a1:300:93a1, 2600:9000:2117:e000:1a:d5a1:300:93a1, 2600:9000:2117:3000:1a:d5a1:300:93a1",dxfmjy4xrx7nw.cloudfront.net,"ns-1435.awsdns-51.org, ns-1941.awsdns-50.co.uk, ns-395.awsdns-49.com, ns-664.awsdns-19.net, ns-150.awsdns-18.com, ns-2039.awsdns-62.co.uk, ns-804.awsdns-36.net, ns-1130.awsdns-13.org",,,,,
,onderwijspersoneel-salaris.onderwijs-etio.vlaanderen.be,300,"18.245.199.33, 18.245.199.58, 18.245.199.27, 18.245.199.119","{'name': 'd1g8exvyu2f47c.cloudfront.net', 'ns': 'ns-287.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1g8exvyu2f47c.cloudfront.net', 'ns': 'ns-287.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1g8exvyu2f47c.cloudfront.net', 'ns': 'ns-287.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1g8exvyu2f47c.cloudfront.net', 'ns': 'ns-287.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,cloudfront,"2600:9000:2359:da00:16:6007:4200:93a1, 2600:9000:2359:ec00:16:6007:4200:93a1, 2600:9000:2359:4200:16:6007:4200:93a1, 2600:9000:2359:4800:16:6007:4200:93a1, 2600:9000:2359:7a00:16:6007:4200:93a1, 2600:9000:2359:8400:16:6007:4200:93a1, 2600:9000:2359:c600:16:6007:4200:93a1, 2600:9000:2359:ca00:16:6007:4200:93a1",d1g8exvyu2f47c.cloudfront.net,"ns-1266.awsdns-30.org, ns-1888.awsdns-44.co.uk, ns-372.awsdns-46.com, ns-803.awsdns-36.net, ns-1223.awsdns-24.org, ns-1793.awsdns-32.co.uk, ns-287.awsdns-35.com, ns-868.awsdns-44.net",,,,,
,onderwijspersoneel-salaris.vlaanderen.be,7200,185.180.77.110,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
,onderwijspersoneel.vlaanderen.be,7200,185.180.77.110,"{'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}, {'name': 'vlaanderen.be', 'ns': 'ns1.vlaanderen.be', 'mailbox': 'dnsmaster.vlaanderen.be', 'serial': 319909, 'refresh': 7200, 'retry': 3600, 'expire': 2592000, 'minttl': 60}",NOERROR,,,,,,,,,,
