new,host,a,status_code,soa,mx,cdn,cdn-name,txt,cname,aaaa,has_internal_ips,internal_ips,caa,ns
,100piada.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,101-it.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,10azure.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,10b.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,113-106-53.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,114-111-16.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,114-111-70.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,114-126-39.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,114-158-52.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,116bde-s4u.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,11dim-evosm.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,123panneaux.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,12ayak155-9-198-79.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,13intl.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,14-courier.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,14.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,15-courier.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,15-courier2.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,15.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-171-78.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-171-81.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-171-95.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-171-98.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-172-39.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-172-69.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-172-77.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-173-17.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-173-52.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-173-73.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-173-78.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-173-84.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-173-88.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-182-32.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-182-39.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-182-45.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-182-77.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-182-97.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-183-29.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-183-52.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-183-59.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-183-60.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-183-62.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-183-67.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-10.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-19.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-27.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-32.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-43.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-67.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-71.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-184-89.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-185-23.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-185-27.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-185-33.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-185-4.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-185-74.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-12.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-27.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-42.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-5.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-55.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-6.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-187-83.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-192-44.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-192-7.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-193-26.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-193-36.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-193-48.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-193-51.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-193-66.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-193-88.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-197-4.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-197-83.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-198-60.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-198-77.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-198-86.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-14.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-19.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-23.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-24.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-31.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-39.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-67.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-81.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-91.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-199-98.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-201-20.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-201-56.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-201-58.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-201-67.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-202-26.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-202-34.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-202-43.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-202-78.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-203-17.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-203-24.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-203-28.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-203-29cms-ipv4-c071-gru005-ix.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-203-41.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-203-49.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-204-56.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-204-65.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-204-73.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-204-83.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-204-85.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-206-12.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-206-15.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-206-40.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-206-60.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-206-69.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-206-70.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-207-42.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-207-59.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-207-62.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-207-73.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-207-77.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-207-93.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-208-33.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-208-38.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-208-60.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-208-61.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-208-63.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-208-8.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-209-10.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-209-58.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-209-83.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-210-18.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-210-24.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-210-41.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-19.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-20.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-211-26.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-30.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-45.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-51.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-8.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-89.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-91.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-95.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-211-98.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-212-12.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-212-2.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-212-62.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-213-28.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-213-58.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-214-75.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-10.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-17.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-48.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-5.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-76.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-8.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-215-82.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-216-10.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-216-19.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-216-38.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-216-64.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-217-37.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-217-48.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-217-9.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-218-13.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-218-48.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-218-68.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-218-88.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-218-95.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-219-24.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-219-31.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-219-32.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-219-63.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-219-81.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-219-84.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-22.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-26.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-33.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-40.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-52.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-223-74.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-82.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-223-91.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-224-11.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-224-15.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-224-20.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-224-30.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-224-32.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-224-33.shopmanager.rakuten.com,,NOERROR,,,,,,,,,,,
,155-9-224-40.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-224-89.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-224-99.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-225-79.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-225-84.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-226-24.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-226-31.shopmanager.rakuten.com,209.67.181.142,NOERROR,"edns4.ultradns.com, premiumdns.support.neustar",,,,,,,,,,
,155-9-226-47.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-226-7.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-227-5.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-227-61.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-227-78.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-227-91.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-227-97.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-15.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-17.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-32.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-43.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-6.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-75.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-85.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-240-90.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-241-18.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-241-33.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-241-73.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-241-78.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-241-84.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-242-16.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-242-38.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-2.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-34.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-44.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-45.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-5.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-55.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-60.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
,155-9-243-68.shopmanager.rakuten.com,209.67.181.142,NOERROR,,,,,,,,,,,
