input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url
staging-collector-2.newrelic.com,,404,,,staging-collector-2.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-collector-2.newrelic.com,,443,https://staging-collector-2.newrelic.com:443,https,,text/plain,GET,162.247.242.146,/,-1206076886,162.247.242.146,,1,False,,"New Relic, Inc.",True,,
staging-insights-collector.newrelic.com,,404,2,,staging-insights-collector.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-insights-collector.newrelic.com,,443,https://staging-insights-collector.newrelic.com:443,https,,application/json,GET,162.247.243.8,/,-1206076886,162.247.243.8,,1,False,,"New Relic, Inc.",True,,
staging-insights.newrelic.com,Log in to New Relic,200,59925,,staging-login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-login.newrelic.com,,443,https://staging-insights.newrelic.com:443,https,nginx,text/html,GET,162.247.242.148,/,-1641012940,162.247.242.148,Ruby on Rails,114,False,,"New Relic, Inc.",True,,https://staging-login.newrelic.com/login?return_to=https%3A%2F%2Fstaging-insights.newrelic.com%2F
staging-knowledge.newrelic.com,GTS Knowledge Base,200,293482,https://payments.salesforce.com/,staging-knowledge.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T20:00:18Z,2023-08-01T20:00:17Z,CN=staging-knowledge.newrelic.com,staging-knowledge.newrelic.com,staging-knowledge.newrelic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85b7f10155b61d5a5be155302c344225,5959963558a703764ddce51640a1d4b454ce8f3c3b8c9b74a375fe02bfa5f85e,ctls,staging-knowledge.newrelic.com,,443,https://staging-knowledge.newrelic.com:443,https,,text/html,GET,104.126.37.176,/,-422578660,2a02:26f0:1700:11::b856:6791,HSTS,666,False,,,,,https://staging-knowledge.newrelic.com/s/
staging-metric-api.newrelic.com,,404,2,,staging-metric-api.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-metric-api.newrelic.com,,443,https://staging-metric-api.newrelic.com:443,https,cloudflare,text/plain,GET,162.247.241.9,/,-1206076886,162.247.241.9,Cloudflare,1,False,,"New Relic, Inc.",True,,
staging-mobile-collector-origin.newrelic.com,,503,,,staging-mobile-collector-origin.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-mobile-collector-origin.newrelic.com,,443,https://staging-mobile-collector-origin.newrelic.com:443,https,,,GET,162.247.242.164,/,-1840324437,162.247.242.164,,1,False,,"New Relic, Inc.",True,,
staging-mobile-collector.newrelic.com,,404,2,,staging-mobile-collector.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-mobile-collector.newrelic.com,,443,https://staging-mobile-collector.newrelic.com:443,https,,application/json,GET,162.247.243.11,/,-1206076886,162.247.243.11,,1,False,,"New Relic, Inc.",True,,
staging-platform-insights-collector.newrelic.com,Log in to New Relic,200,60023,,staging-login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-login.newrelic.com,cloudflare,443,https://staging-platform-insights-collector.newrelic.com:443,https,nginx,text/html,GET,104.18.16.153,/,2070389824,2606:4700::6812:1099,Ruby on Rails,114,False,True,"New Relic, Inc.",True,,https://staging-login.newrelic.com/login?return_to=https%3A%2F%2Fplatform-ingest-proxy.staging-service.newrelic.com%2F
staging-service.newrelic.com,,200,2122,,staging-service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-service.newrelic.com,,443,https://staging-service.newrelic.com:443,https,,text/html,GET,162.247.242.148,/,771224655,162.247.242.148,Java,27,False,,"New Relic, Inc.",True,,
staging-shared.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,staging-shared.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-shared.newrelic.com,,443,https://staging-shared.newrelic.com:443,https,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,
staging-trace-api.newrelic.com,,404,2,,staging-trace-api.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-trace-api.newrelic.com,,80,http://staging-trace-api.newrelic.com:80,http,,application/json,GET,162.247.243.14,/,-1206076886,162.247.243.14,,1,False,,"New Relic, Inc.",True,,https://staging-trace-api.newrelic.com/
staging.issues.newrelic.com,System Dashboard - STAGING - New Relic Issue Tracker,200,50282,,staging.issues.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T02:30:43Z,2023-07-26T03:21:35Z,CN=staging.issues.newrelic.com,staging.issues.newrelic.com,staging.issues.newrelic.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,1d2b5b70fb420187ba2a6cd0be5d4a00,2e4a0267a23ea8863b88d15a23c9229ff7b20d6e692e87baab5aebad36abe0d4,ctls,staging.issues.newrelic.com,google,443,https://staging.issues.newrelic.com:443,https,,text/html,GET,34.120.168.104,/,1777316428,34.120.168.104,Java,350,False,True,,,,
staging.newrelic.com,Log in to New Relic,200,59883,,staging-login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-login.newrelic.com,,443,https://staging.newrelic.com:443,https,nginx,text/html,GET,162.247.242.148,/,-171471091,162.247.242.148,Ruby on Rails,114,False,,"New Relic, Inc.",True,,https://staging-login.newrelic.com/login?return_to=https%3A%2F%2Fstaging.newrelic.com%2F
staging.nucleus-lb.newrelic.com,,404,,,staging.nucleus-lb.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T15:58:25Z,2023-08-07T15:58:24Z,CN=*.stg-writhing-term.nucleus-lb.newrelic.com,*.stg-writhing-term.nucleus-lb.newrelic.com,*.stg-writhing-term.nucleus-lb.newrelic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a5965870510943e450bc54bfef545d92,b2bfb7949e6bae8536a3ca11942cd0a57f3589db4e0c51d2fa2ea5015f597519,ctls,staging.nucleus-lb.newrelic.com,,443,https://staging.nucleus-lb.newrelic.com:443,https,envoy,,GET,18.224.224.227,/,-1840324437,18.189.241.80,Envoy,1,False,,,True,True,
support-legacy.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,support-legacy.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,support-legacy.newrelic.com,,443,https://support-legacy.newrelic.com:443,https,,text/html,GET,162.247.242.36,/,771224655,162.247.242.35,,389,False,,"New Relic, Inc.",True,,
support.newrelic.com,Customer Support Community,200,288322,https://api.mixpanel.com,support.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-02T23:02:31Z,2023-07-01T23:02:30Z,CN=support.newrelic.com,support.newrelic.com,support.newrelic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a3036dc41862957f4c5280ce9bab9319,acd2ad2815ff131cccd77801b4a1db1ddeee41010c51cea7de0591cba0da6903,ctls,support.newrelic.com,,443,https://support.newrelic.com:443,https,,text/html,GET,23.213.161.224,/,-422578660,2a02:26f0:1700:11::b856:679f,HSTS,660,False,,,,,https://support.newrelic.com/s/
synthetics.eu.newrelic.com,Log in to New Relic,200,59564,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://synthetics.eu.newrelic.com:443,https,nginx,text/html,GET,185.221.86.9,/,-2069203784,185.221.86.41,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Fsynthetics.eu.newrelic.com%2F
t.newrelic.com,,204,,,t.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-28T12:09:10Z,2023-07-27T12:09:09Z,CN=t.newrelic.com,t.newrelic.com,t.newrelic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f088b4b1bdd64a828831b3c1098baeda,409f20441adf9899c39c2ca76095354f519101eba3bada6b9963585b809347f7,ctls,t.newrelic.com,,443,https://t.newrelic.com:443,https,,,GET,18.209.131.43,/,-1840324437,18.235.9.115,HSTS,1,False,,,,,
test-api.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,test-api.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,test-api.newrelic.com,,443,https://test-api.newrelic.com:443,https,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,
test3.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,test3.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,test3.newrelic.com,,443,https://test3.newrelic.com:443,https,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,
test4.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,test4.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,test4.newrelic.com,,443,https://test4.newrelic.com:443,https,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,
test5.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,test5.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,test5.newrelic.com,,80,http://test5.newrelic.com:80,http,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,https://test5.newrelic.com/
test6.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,test6.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,test6.newrelic.com,,80,http://test6.newrelic.com:80,http,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,https://test6.newrelic.com/
test7.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,test7.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,test7.newrelic.com,,443,https://test7.newrelic.com:443,https,,text/html,GET,162.247.242.169,/,771224655,162.247.242.169,,389,False,,"New Relic, Inc.",True,,
tor35-39-pda.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,tor35-39-pda.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,tor35-39-pda.service.newrelic.com,,80,http://tor35-39-pda.service.newrelic.com:80,http,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,https://tor35-39-pda.service.newrelic.com/
tor6-10-pdd.service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,tor6-10-pdd.service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.newrelic.com,service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cebc90daed69987d6d0074096ef109f8,cfe6f56332cf8e968987e7f7e651fa8bdc6de19c72b2dbf3d3c0a347b555db71,ctls,tor6-10-pdd.service.newrelic.com,,443,https://tor6-10-pdd.service.newrelic.com:443,https,,text/html,GET,162.247.242.38,/,771224655,162.247.242.40,,389,False,,"New Relic, Inc.",True,,
trace-api.eu.newrelic.com,,404,,,trace-api.eu.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.eu.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.eu.newrelic.com,eu.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,05e54b3b010efa75c6c82ee3f77246ec,c5bc1c00bf36b137170122b451a0950c9f53c4399d5f9c72f56815400a1e0ab6,ctls,trace-api.eu.newrelic.com,,443,https://trace-api.eu.newrelic.com:443,https,,text/plain,GET,185.221.87.19,/,-1206076886,185.221.87.19,,1,False,,"New Relic, Inc.",True,,
trace-api.newrelic.com,,404,2,,trace-api.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,trace-api.newrelic.com,,80,http://trace-api.newrelic.com:80,http,cloudflare,text/plain,GET,162.247.241.16,/,-1206076886,162.247.241.16,Cloudflare,1,False,,"New Relic, Inc.",True,,https://trace-api.newrelic.com/
trace-this.newrelic.com,,404,2,,trace-this.newrelic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,trace-this.newrelic.com,fastly,443,https://trace-this.newrelic.com:443,https,,application/json,GET,151.101.2.132,/,-1206076886,151.101.194.132,,1,False,True,"New Relic, Inc.",True,,
uat-herald.service.eu.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,uat-herald.service.eu.newrelic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.service.eu.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.service.eu.newrelic.com,service.eu.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d002cbe86fbd8a3b02d9a05a7753e17b,893a5a67c3cef9060cfeb7d2cb5ef9348638681da681ed0eef9a58d50dcef32f,ctls,uat-herald.service.eu.newrelic.com,,80,http://uat-herald.service.eu.newrelic.com:80,http,,text/html,GET,185.221.86.8,/,771224655,185.221.86.40,,389,False,,"New Relic, Inc.",True,,https://uat-herald.service.eu.newrelic.com/
urly.service.newrelic.com,Log in to New Relic,200,59550,,login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,login.newrelic.com,,443,https://urly.service.newrelic.com:443,https,nginx,text/html,GET,18.219.167.17,/,-2069203784,18.116.99.106,Ruby on Rails,110,False,,"New Relic, Inc.",True,,https://login.newrelic.com/login?return_to=https%3A%2F%2Furly.service.newrelic.com%2F
urly.staging-service.newrelic.com,Log in to New Relic,200,59945,,staging-login.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.newrelic.com,newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ed71d227155f659971e84e5b26104251,b476109ef0cb51262194aa09a02d5f6ce0c1d22b1bc3544dc542c76f855e03d4,ctls,staging-login.newrelic.com,,443,https://urly.staging-service.newrelic.com:443,https,nginx,text/html,GET,3.139.209.181,/,-2069203784,18.189.241.80,Ruby on Rails,114,False,,"New Relic, Inc.",True,,https://staging-login.newrelic.com/login?return_to=https%3A%2F%2Furly.staging-service.newrelic.com%2F
us-east-1.staging-service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,us-east-1.staging-service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.staging-service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.staging-service.newrelic.com,staging-service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,47d0b6e93a79dad1894d43b2354fec34,a7cc985e41a10752665dc3bd86c61a756a8930182184fc23034fb1d72ba44d78,ctls,us-east-1.staging-service.newrelic.com,,80,http://us-east-1.staging-service.newrelic.com:80,http,,text/html,GET,162.247.242.170,/,771224655,162.247.242.170,,389,False,,"New Relic, Inc.",True,,https://us-east-1.staging-service.newrelic.com/
us-west-2.staging-service.newrelic.com,404 Sorry – You've reached an error on New Relic,404,19755,,us-west-2.staging-service.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.staging-service.newrelic.com, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.staging-service.newrelic.com,staging-service.newrelic.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,47d0b6e93a79dad1894d43b2354fec34,a7cc985e41a10752665dc3bd86c61a756a8930182184fc23034fb1d72ba44d78,ctls,us-west-2.staging-service.newrelic.com,,443,https://us-west-2.staging-service.newrelic.com:443,https,,text/html,GET,162.247.242.170,/,771224655,162.247.242.170,,389,False,,"New Relic, Inc.",True,,
