new,host,a,aaaa,cname,soa,status_code,ns,cdn,cdn-name,txt,caa,mx,has_internal_ips,internal_ips
[x],aloha.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],api-es.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],appcenter-dk.es.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],appstaging.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assets-betaslave.snap3.letgo.com,,,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assets-customerswwwm-acc-db2-corp.ghs.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assetslegacymyaws.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assetspreferences.snap3.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assetsstatusoffice-clients-stats-corp.snap3.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],assurance-sante.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],atl-dev-dresx-01a.ghs.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],atl-prd-tmdsm-01a.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],atl-stg-svcs-01c.snap3.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],attache.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],auth-shiinafuwamaro.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],automation1.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],automation1.snap3.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],b2baws.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],b2bmy.snap3.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],backup-advertise.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bandsports.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bcg3cr.advertise.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bd77exc.otoplus.com,"2.16.186.233, 2.16.186.162","2a02:26f0:7100::210:133, 2a02:26f0:7100::210:109","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],berkeley.snap3.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],beta-confluenceupload-v1status-customers-dns.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],betadebug.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],betadevops-redirect.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],betahelpmaster-backups-www-test.snap3.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bid47q8.snap3.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bid47xd.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bldrtmwsp.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bucket-partner-qa-apiproduction.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bucketcache-ww0my-oceania.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],buy-admin.ghs.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cable-private.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],cache-videov2oceania-mx.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cdn4.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chef-helpdesk-mx-corporate.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chefbeta-media.ghs.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cheflogcontrollerclients.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chefteam-customersimg-site.ghs.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chelmsfo.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],client-we.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],codccesxvdi60.ghs.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],commerce.ghs.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],compute-en.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],config-root-repository-postgresmx.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],confluenceint.ghs.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],confluenceint.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],confluencewiki-vip-vip-linkoceania-exchangedns.ghs.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cpkubeless-error-handler-prd.ghs.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cpkubeless-error-handler-prd.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cruisent.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],customers-v2oceania-mx.snap3.letgo.com,,,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],d1-np.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],d1-np.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],data-csimgshare.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],data-oauth.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],data5.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],datauploads-sso-miembros.ghs.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],datauploads-sso-miembros.snap3.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],daws7-4.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],db35.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dbms-new-tracking-external-domain.snap3.letgo.com,,,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dbmsstagingv3-minervadev.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dbmsstagingv3-minervadev.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dbmswebalpha-en-users.ghs.letgo.com,,,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dbmswebalpha.snap3.letgo.com,,,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dbslogsauth-mirror-my-oceania.wildpac.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],de-image.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],de-stats.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demo-forum.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demomembers-new-oceania.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demonastery.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demoraw.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],demoserver.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demostatus-status-datacontroller-sql.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],descbel-235-69.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-dummy-210-18.ghs.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-dummy-210-18.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-office.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],dev-track-static-clients-stats-corp.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev-web0-storebackups-www-test.es.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devaccess.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devnwk.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],devpayment.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],devtest-dal10.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dk-sis.ghs.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],doctrina-administrativa.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],dr2.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dri.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],drum-155-215-233-47.ghs.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],eds-ffdc-pw19.snap3.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],elasticbeanstalk-autherror.snap3.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],elasticbeanstalkhelpextranet.ghs.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],engineeringteam-connecterp-demo.ghs.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],engineeringv4-wwwexamplesbackup-meet-git.ghs.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],engineeringvip.ghs.letgo.com,"3.230.51.120, 54.175.52.101, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],engineeringvip.snap3.letgo.com,"54.175.52.101, 23.22.130.80, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],error-lb01d.snap3.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],error-wwww-backups-www-test.snap3.letgo.com,"23.22.130.80, 54.175.52.101, 3.230.51.120",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],esign.olxautos.cl,"104.126.36.192, 104.126.36.208","2a02:26f0:ab00::5c7a:d719, 2a02:26f0:ab00::5c7a:d70a","olxautos.cl.edgekey.net, e128527.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],etoile.snap3.letgo.com,"3.230.51.120, 23.22.130.80, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],eu-internal.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],eu-legacy.letgo.com,"23.22.130.80, 3.230.51.120, 54.175.52.101",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1544.awsdns-01.co.uk, ns-384.awsdns-48.com, ns-926.awsdns-51.net",,,,,,,
[x],eu-s1.letgo.com,"54.175.52.101, 3.230.51.120, 23.22.130.80",,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
