input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,tls_expired
app.clio.com,Clio - Login,200,5691,bat.bing.com,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,80,http://app.clio.com:80,http,,text/html,GET,54.87.174.160,/,-1265945019,52.202.69.205,Ruby on Rails,103,False,,,https://account.clio.com/login?login_challenge=88aa6340bf8440c1ae4c9e42ca323f91,,,,
app.eu.pendo.io,pendo.io,200,2470,,app.eu.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T22:18:09Z,2023-09-14T23:14:04Z,CN=eu.pendo.io,eu.pendo.io,*.eu.pendo.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,6fcfb240ae8b17b9fee192f624724685,d3e23d1f3ecf8c4933c5b5d2c65745e95411b2f2ff1711421b913f454e61a652,ctls,app.eu.pendo.io,443,https://app.eu.pendo.io:443,https,,text/html,GET,34.160.140.4,/,-753161931,34.160.140.4,Google Cloud CDN,1,False,google,True,,,True,,
appsforoffice.microsoft.com,Login | Microsoft 365,200,224765,https://browser.pipe.aria.microsoft.com,www.office.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-01T18:46:35Z,2024-04-25T18:46:35Z,"CN=portal.office.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",portal.office.com,m365.cloud.microsoft,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,7dffa61cf1fd20ef79fb921340582217,8570a14ff89e7d13a89579a501eaef1ae34c44a6dafee385f65835ca91856f49,ctls,www.office.com,443,https://appsforoffice.microsoft.com:443,https,,text/html,GET,23.206.18.126,/,1631801191,23.206.18.126,HSTS,2943,False,,,https://www.office.com/,Microsoft Corporation,True,,
au.clients.clio.com,Clio for Clients,200,5686,s3.us-east-1.amazonaws.com/cdn.hellosign.com/,au.clients.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=au.app.clio.com,au.app.clio.com,au.payments.clio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e35cfbed762c3b38951e311b90e5e532,b71a9a30456e9a6af46f2c093d2927393e84c7ccceba14ed708474e7cd6a3603,ctls,au.clients.clio.com,443,https://au.clients.clio.com:443,https,Apache,text/html,GET,52.62.57.68,/,1301749126,13.210.99.103,Stimulus,52,False,,,https://au.clients.clio.com/login,,,,
au.developers.clio.com,Clio - Login,200,5523,https://5fd7afb447ef7c02ddc12039.endpoint.csper.io,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://au.developers.clio.com:443,https,,text/html,GET,13.210.99.103,/,-1840324437,13.55.178.139,Ruby on Rails,99,False,,,https://account.clio.com/login?login_challenge=d66e690b5dbe424fb40d5e80bea3c815,,,,
au.payments.clio.com,,404,,cdn.segment.com,au.payments.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=au.app.clio.com,au.app.clio.com,au.payments.clio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e35cfbed762c3b38951e311b90e5e532,b71a9a30456e9a6af46f2c093d2927393e84c7ccceba14ed708474e7cd6a3603,ctls,au.payments.clio.com,443,https://au.payments.clio.com:443,https,Apache,text/html,GET,52.62.57.68,/,-1840324437,13.55.178.139,HSTS,1,False,,,,,,,
au.status.clio.com,Clio (AU) Status,200,73903,,au.status.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T09:44:06Z,2023-09-27T09:44:05Z,CN=au.status.clio.com,au.status.clio.com,www.klymstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c68b57c65b5d54e2787ed84182eddf2,181609f39a93dd1e0611f186ecfa954adf360c5182d0d4d4d403114df1fd9c47,ctls,au.status.clio.com,443,https://au.status.clio.com:443,https,AtlassianEdge,text/html,GET,18.66.97.112,/,-1840324437,18.66.97.97,HSTS,1737,False,cloudfront,True,,,,,
au.status.grow.clio.com,Grow (AU) Status,200,56440,,au.status.grow.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-29T09:44:06Z,2023-09-27T09:44:05Z,CN=au.status.clio.com,au.status.clio.com,www.klymstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c68b57c65b5d54e2787ed84182eddf2,181609f39a93dd1e0611f186ecfa954adf360c5182d0d4d4d403114df1fd9c47,ctls,au.status.grow.clio.com,443,https://au.status.grow.clio.com:443,https,AtlassianEdge,text/html,GET,52.222.214.90,/,-1840324437,52.222.214.5,HSTS,1277,False,cloudfront,True,,,,,
bid.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128657,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,ctls,marketingplatform.google.com,443,https://bid.g.doubleclick.net:443,https,sffe,text/html,GET,64.233.167.156,/,302920777,173.194.76.157,HTTP/3,2177,False,,,https://marketingplatform.google.com/about/enterprise/,,True,,
billing.clio.com,Clio Billing Service,200,1604,,billing.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-22T23:59:59Z,CN=billing.clio.services,billing.clio.services,billing.clio.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0e062ecbe2051e80b6a3732914743e3,006979686546763ff8330549d5df270f7869f7814b7b209f1aa6656c1c71c6e1,ctls,billing.clio.com,443,https://billing.clio.com:443,https,Apache,text/html,GET,18.211.126.110,/,-824232064,34.206.94.51,Ruby on Rails,46,False,,,https://billing.clio.com/dashboard/authentication,,,,
brand.clio.com,Clio Brand Portal,200,40750,https://www.googletagmanager.com,brand.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=brand.clio.com,brand.clio.com,brand.clio.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee8d48a2be6b2fd381347f75d69f3544,93150e3b5508d9f4733f7725211666bb3a77350866fa5cc4c1db6185807e6af2,ctls,brand.clio.com,443,https://brand.clio.com:443,https,nginx,text/html,GET,99.86.4.16,/,-1840324437,2600:9000:2057:9c00:3:23c5:500:93a1,Nginx,812,False,cloudfront,True,https://brand.clio.com/login/,,,,
ca.app.clio.com,Clio - Login,200,5694,www.google.com/recaptcha/,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,80,http://ca.app.clio.com:80,http,,text/html,GET,3.96.181.118,/,-1265945019,3.96.29.211,Ruby on Rails,103,False,,,https://account.clio.com/login?login_challenge=cc3bbdfb0912456da458dd5105f879a9,,,,
ca.developers.clio.com,Clio - Login,200,5520,stats.g.doubleclick.net,account.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=account.clio.com,account.clio.com,remi.goclio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5216025bd0dd44895a1c35d355d52a61,832c6c5a063da741bb72ae39d0fb4de45f42dbdf7517eb4640591b2f786906d8,ctls,account.clio.com,443,https://ca.developers.clio.com:443,https,,text/html,GET,3.96.29.211,/,-1840324437,3.96.181.118,Ruby on Rails,99,False,,,https://account.clio.com/login?login_challenge=2caa2bc5026a4057a12dbb5173b9609b,,,,
ca.status.clio.com,Clio (CA) Status,200,73022,,ca.status.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-24T16:37:27Z,2023-10-22T16:37:26Z,CN=allowlist.sterda.com,allowlist.sterda.com,www.prismatic-status.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddfbb87aadf8d6e259036ebd8ad2ba49,98444e6321484b86736aaa32b37fc4fc0e59ac31ccda60e6a1d001afdeeda5ad,ctls,ca.status.clio.com,443,https://ca.status.clio.com:443,https,AtlassianEdge,text/html,GET,13.32.99.120,/,-1840324437,13.32.99.114,HSTS,1753,False,cloudfront,True,,,,,
campaign.clio.com,Clio® 2023 #1 Legal Software—Try for Free | Book a demo,200,144754,https://kba.freestonelms.com,www.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=www.clio.com, O=Themis Solutions Inc., L=Burnaby, ST=British Columbia, C=CA",www.clio.com,www.goclio.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,183ac14252711026f53a8eead2d0838c,54c40ce7ca730d7ed7703b481fae79f6e241901316e0fe038ea3aedea0ab74a1,ctls,www.clio.com,443,https://campaign.clio.com:443,https,cloudflare,text/html,GET,35.247.60.15,/,-1083812920,35.247.60.15,WordPress,2514,False,google,True,https://www.clio.com/,Themis Solutions Inc.,,,
cancel.clio.com,Retention,200,14827,https://6036bf2e5ccdae2ac79ee67c.endpoint.csper.io/,cancel.clio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-20T22:48:55Z,2023-10-18T22:48:54Z,CN=cancel.clio.com,cancel.clio.com,cancel.clio.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a9a0f31556759b1f90f47e1f3e1d1859,b4fc282920fa60079955379f819992645052569f39e09fe421c2925c43cbb126,ctls,cancel.clio.com,443,https://cancel.clio.com:443,https,Caddy Brightback,text/html,GET,54.203.183.221,/,-1983771502,35.164.219.145,HSTS,120,False,,,https://cancel.clio.com/company/,,,,
cdn.affinipay.com,,403,243,,cdn.affinipay.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-09T23:59:59Z,CN=affinipay.com,affinipay.com,jobs.affinipay.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,08ea1b38cf95d0dda46836b0abff7e55,3ec6d01eba036420c9c284f4c4d8bae8d4a69d3708089df8cca22f7c78dfe184,ctls,cdn.affinipay.com,443,https://cdn.affinipay.com:443,https,AmazonS3,application/xml,GET,13.224.189.115,/,1027608100,13.224.189.36,Amazon Web Services,2,False,cloudfront,True,,,,,
cdn.eu.pendo.io,,403,111,,cdn.eu.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T02:11:13Z,2023-08-27T03:01:24Z,CN=cdn.eu.pendo.io,cdn.eu.pendo.io,cdn.eu.pendo.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c51052578c0a728ff69e5d021703a533,89d9112bd9a350fc47212c669faf572252a39003b2d8053a767c893fec5003b1,ctls,cdn.eu.pendo.io,443,https://cdn.eu.pendo.io:443,https,UploadServer,application/xml,GET,35.244.244.136,/,1343071695,35.244.244.136,HTTP/3,1,False,google,True,,,,,
cdn.plaid.com,,403,275,,cdn.plaid.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=secure.plaid.com, O=Plaid Inc, L=San Francisco, ST=California, C=US, serialNumber=5185168, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure.plaid.com,cdn.plaid.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,8cf7c464091d2fcb9e12197b8e8726e0,9d497682982c70fe175c80d3b5604987d09b9f95a501cd7b429baf10ad3e4ceb,ctls,cdn.plaid.com,443,https://cdn.plaid.com:443,https,AmazonS3,application/xml,GET,13.32.99.85,/,771688276,13.32.99.47,Amazon Web Services,2,False,cloudfront,True,,Plaid Inc,,,
cdn.segment.com,,404,49,,cdn.segment.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-12T23:59:59Z,CN=*.segment.com,*.segment.com,*.segment.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,60f87df08a4d0f4a95226e9a7147ac4c,6d2bc915033d7449a20ea8a52326dec0dcb65d96778138fc2baab203f6bf25a0,ctls,cdn.segment.com,443,https://cdn.segment.com:443,https,AmazonS3,text/plain,GET,99.86.8.175,/,138222360,99.86.8.175,Amazon Web Services,2,False,cloudfront,True,,,True,,
clients-staging.clio.com,,404,,static.zdassets.com,clients-staging.clio.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=staging.clio.com,staging.clio.com,staging.payments.clio.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,30a1dd2c3b7cc467abf230fac3483781,da809849e451923a0bbd1f0bd6edb5f579e9c8299f30edec589fa4a4427505c8,ctls,clients-staging.clio.com,443,https://clients-staging.clio.com:443,https,Apache,text/html,GET,52.202.252.115,/,-1840324437,44.208.86.78,HSTS,1,False,,,,,,,
clio-manage-prod-au-a-documents.s3.ap-southeast-2.amazonaws.com,,403,243,,clio-manage-prod-au-a-documents.s3.ap-southeast-2.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-02-07T23:59:59Z,CN=*.s3-ap-southeast-2.amazonaws.com,*.s3-ap-southeast-2.amazonaws.com,s3-deprecated.ap-southeast-2.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,05f6c50a2253367bef0a400b3ef9c219,672cde852cb8386c8934734e4ffd825e11c2b97f88a370777ae83229a1980801,ctls,clio-manage-prod-au-a-documents.s3.ap-southeast-2.amazonaws.com,443,https://clio-manage-prod-au-a-documents.s3.ap-southeast-2.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.95.134.34,/,1957981177,52.95.133.22,Amazon Web Services,2,False,,,,,True,,
clio-manage-prod-au-a-temporary.s3.ap-southeast-2.amazonaws.com,,403,243,,clio-manage-prod-au-a-temporary.s3.ap-southeast-2.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-02-07T23:59:59Z,CN=*.s3-ap-southeast-2.amazonaws.com,*.s3-ap-southeast-2.amazonaws.com,s3-deprecated.ap-southeast-2.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,05f6c50a2253367bef0a400b3ef9c219,672cde852cb8386c8934734e4ffd825e11c2b97f88a370777ae83229a1980801,ctls,clio-manage-prod-au-a-temporary.s3.ap-southeast-2.amazonaws.com,443,https://clio-manage-prod-au-a-temporary.s3.ap-southeast-2.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.95.131.98,/,1447128375,52.95.128.138,Amazon Web Services,2,False,,,,,True,,
clio-manage-prod-ca-a-documents.s3.ca-central-1.amazonaws.com,,403,243,,clio-manage-prod-ca-a-documents.s3.ca-central-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-01-15T23:59:59Z,CN=*.s3.ca-central-1.amazonaws.com,*.s3.ca-central-1.amazonaws.com,s3-deprecated.ca-central-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,03301924ade5d24bdff734ef093d8a68,a68ef8612ecb9d5d912b199cfa5a3e68d25cfd750e759ac0605b9e68d2913317,ctls,clio-manage-prod-ca-a-documents.s3.ca-central-1.amazonaws.com,443,https://clio-manage-prod-ca-a-documents.s3.ca-central-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,52.95.190.106,/,609699551,52.95.190.106,Amazon Web Services,2,False,,,,,True,,
clio-manage-prod-ca-a-temporary.s3.ca-central-1.amazonaws.com,,403,243,,clio-manage-prod-ca-a-temporary.s3.ca-central-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-01-15T23:59:59Z,CN=*.s3.ca-central-1.amazonaws.com,*.s3.ca-central-1.amazonaws.com,s3-deprecated.ca-central-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,03301924ade5d24bdff734ef093d8a68,a68ef8612ecb9d5d912b199cfa5a3e68d25cfd750e759ac0605b9e68d2913317,ctls,clio-manage-prod-ca-a-temporary.s3.ca-central-1.amazonaws.com,443,https://clio-manage-prod-ca-a-temporary.s3.ca-central-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,16.12.5.130,/,1572699439,16.12.5.130,Amazon Web Services,2,False,,,,,True,,
