new,host,ttl,a,cname,soa,status_code,txt,ns,aaaa
[x],john-long-bootcamp01.simplycomputersplus.parrot.sh,300,,"mordor.backbone.rfc2549.network, newyork.mordor.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],keycdn.deb.parrot.sh,300,"139.162.187.187, 139.162.187.242, 139.162.187.171, 139.162.187.11","deb.parrot.sh, mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],keycdn.speedtest.parrot.sh,300,"139.162.187.242, 139.162.187.187, 139.162.187.171, 139.162.187.11","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],kibana-career-guide-search.simplycomputersplus.parrot.sh,300,"139.162.187.171, 139.162.187.187, 139.162.187.242, 139.162.187.11","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network, newyork.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,"ns2.linode.com, ns1.linode.com, ns4.linode.com, ns5.linode.com, ns3.linode.com",
[x],lgux-dchitnis.simplycomputersplus.parrot.sh,300,"139.162.187.242, 139.162.187.187, 139.162.187.171, 139.162.187.11","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],lighthouse.parrot.sh,300,"139.162.187.11, 139.162.187.242, 139.162.187.171, 139.162.187.187","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],linear-fa-b-har5.simplycomputersplus.parrot.sh,300,"139.162.187.171, 139.162.187.187, 139.162.187.11, 139.162.187.242","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network, newyork.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],meast1-emea-mirror.parrot.sh,300,"139.162.187.187, 139.162.187.11, 139.162.187.242, 139.162.187.171","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network, newyork.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],melbourne.mirror.parrot.sh,300,"67.219.110.138, 139.84.193.241",melbourne.mordor.rfc2549.network,"{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],melbourne.speedtest.parrot.sh,167,"139.84.193.241, 67.219.110.138",melbourne.mordor.rfc2549.network,"{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],milan.mirror.parrot.sh,273,"172.232.217.154, 172.232.217.32, 172.232.218.110",milan.mordor.rfc2549.network,"{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],milan.speedtest.parrot.sh,300,,milan.mordor.rfc2549.network,"{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],mirror.parrot.sh,300,,,"{'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,"2a06:98c1:3121::3, 2a06:98c1:3120::3"
[x],montreal.gibson.infra.parrot.sh,300,"139.162.187.11, 139.162.187.171, 139.162.187.242, 139.162.187.187","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],mumbai.speedtest.parrot.sh,300,,mumbai.mordor.rfc2549.network,"{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],mw-staging1-mwp11.os.parrot.sh,300,,"mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network, newyork.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],na.geo.parrot.sh,300,,"mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],ncsa.infra.parrot.sh,300,"139.162.187.187, 139.162.187.242, 139.162.187.171, 139.162.187.11","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],nest.parrot.sh,300,,"mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],nest1.parrot.sh,300,"139.162.187.11, 139.162.187.242, 139.162.187.171, 139.162.187.187","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],network-password-manager-ist.simplycomputersplus.parrot.sh,300,,"mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network, london.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],newyork.anycast.parrot.sh,1800,,,"{'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,
[x],ns1.parrot.sh,300,,,"{'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,2a05:b0c4:1::c
[x],ns2.parrot.sh,300,185.187.152.2,,"{'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'parrot.sh', 'ns': 'pola.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2348619837, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,2a05:b0c4:1::d
[x],ns3.parrot.sh,300,"139.162.187.11, 139.162.187.242, 139.162.187.187, 139.162.187.171","mordor.backbone.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
[x],origin-idpstage2.simplycomputersplus.parrot.sh,300,"104.237.149.90, 104.237.149.91, 104.237.149.96, 104.237.149.76","mordor.backbone.rfc2549.network, newyork.mordor.rfc2549.network, london.mordor.rfc2549.network, frankfurt.mordor.rfc2549.network","{'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}, {'name': 'mordor.rfc2549.network', 'ns': 'ns1.linode.com', 'mailbox': 'mordor.parrotsec.org', 'serial': 2021000098, 'refresh': 300, 'retry': 300, 'expire': 1209600, 'minttl': 300}",NOERROR,,,
