input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,webserver,cdn_name,cdn,csp_domains_,final_url
partners.octopus.com,Octopus Deploy,200,35226,partners.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2024-08-11T23:59:59Z,CN=partners.octopus.com,partners.octopus.com,partners.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,af18c83a2e39959d50a890707eaf9e55,1407a6d9545358e72cb62c0fb436e9c7e920078b3600c4233a253d31f3d23e30,ctls,partners.octopus.com,443,https://partners.octopus.com:443,https,text/html,GET,3.65.92.161,/,-587888295,3.78.2.34,WordPress:6.2.2,465,False,,,,nginx,,,https:,
pm-bounces.octopus.com,Postmark — Email delivery for web apps,200,4374,,,,,,,,,,,,,,,,,,80,http://pm-bounces.octopus.com:80,http,text/html,GET,18.224.118.129,/,-1457628171,3.130.198.0,Nginx:1.25.1,85,False,,,,nginx/1.25.1,,,,
preprod.octopus.com,Continuous delivery & deployment automation tool for DevOps teams | Octopus Deploy - Octopus Deploy,200,80922,preprod.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-08-08T23:59:59Z,CN=preprod.octopus.com,preprod.octopus.com,preprod.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",91911faee7c599d30b499202e4e3ed7e,abbeda992afc95c3e6b05d44088053f320857b1e23a6758f31969493b4006541,ctls,preprod.octopus.com,443,https://preprod.octopus.com:443,https,text/html,GET,13.107.213.45,/,-17634454,13.107.246.45,Microsoft ASP.NET,2284,False,,,,,,,,
prerelease.apt.octopus.com,,403,243,prerelease.apt.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-22T23:59:59Z,CN=prerelease.apt.octopus.com,prerelease.apt.octopus.com,prerelease.apt.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e092a6521e600086165a1d0eb1835051,0921f35003c9944586c5b7cc07ff95934ac55698ab98ed680f4ffe0870e9ae3d,ctls,prerelease.apt.octopus.com,443,https://prerelease.apt.octopus.com:443,https,application/xml,GET,13.225.78.45,/,-1006011162,2600:9000:21f3:6a00:11:327b:6dc0:93a1,HTTP/3,2,False,,,,AmazonS3,cloudfront,True,,
prerelease.rpm.octopus.com,,403,243,prerelease.rpm.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-22T23:59:59Z,CN=prerelease.rpm.octopus.com,prerelease.rpm.octopus.com,prerelease.rpm.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ad93575bd633158f918ea5287269b64b,9b189bbb7666d234db220c02a6a5fec99f969cd0d212098de897acaccfa2f602,ctls,prerelease.rpm.octopus.com,443,https://prerelease.rpm.octopus.com:443,https,application/xml,GET,18.66.97.98,/,1091009801,2600:9000:223c:7c00:17:d778:5dc0:93a1,HTTP/3,2,False,,,,AmazonS3,cloudfront,True,,
rabotaua.octopus.com,Octopus Deploy,200,4617,robota.octopus.app,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-10-19T23:59:59Z,CN=*.octopus.app,*.octopus.app,octopus.app,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,52905b5b90d2383cfdd73b287fd23f4f,f81bb773ea8e70c782af2e386fc37753947b6bd66994b51c5164e778c09f1b33,ctls,robota.octopus.app,443,https://rabotaua.octopus.com:443,https,text/html,GET,13.107.246.45,/,-1590381466,2620:1ec:46::45,HSTS,120,False,,,True,,,,https://octopus.report-uri.com/r/d/csp/enforce,https://robota.octopus.app/app
roadmap.octopus.com,,200,91734,roadmap.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,2024-01-14T23:59:59Z,CN=roadmap.octopus.com,roadmap.octopus.com,roadmap.octopus.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9fe96af95dff72d78cb255745245a8a6,c95a5b0e3b387c1dc8c71c3082cbc4cf173737ee86a7d50fe2898bd662ef609b,ctls,roadmap.octopus.com,443,https://roadmap.octopus.com:443,https,text/html,GET,143.204.215.27,/,1385620269,2600:9000:214f:1000:5:57b6:2400:93a1,Typekit,242,False,,,,nginx/1.25.1,cloudfront,True,*.intercom.io,
rpm.octopus.com,,403,243,rpm.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-23T00:00:00Z,2023-12-23T23:59:59Z,CN=rpm.octopus.com,rpm.octopus.com,rpm.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b19dfede2698c6e62697f22fe70d7f0f,233f6325445657a5c8b483ac94f8865e033d50a3f78e5c9f14ba25640ce1cdfb,ctls,rpm.octopus.com,443,https://rpm.octopus.com:443,https,application/xml,GET,18.66.112.70,/,771189520,2600:9000:223f:7400:2:2387:9bc0:93a1,HTTP/3,2,False,,,,AmazonS3,cloudfront,True,,
s.octopus.com,Continuous delivery & deployment automation tool for DevOps teams | Octopus Deploy - Octopus Deploy,200,80394,octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-27T00:00:00Z,2024-04-08T23:59:59Z,CN=*.octopus.com,*.octopus.com,octopus.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,649b28c98342c2bcb66c780cab845cb7,af2d96176219f3dabebc19167f13e367b5bf08c351649818f75c5e0e0efb3d29,ctls,octopus.com,80,http://s.octopus.com:80,http,text/html,GET,54.241.242.82,/,-1480613978,54.241.242.82,Microsoft ASP.NET,2279,False,,,True,,,,,https://octopus.com/
status.octopus.com,Octopus Deploy Status,200,96260,status.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-24T04:52:11Z,2023-10-22T04:52:10Z,CN=compass.status.atlassian.com,compass.status.atlassian.com,www.pintereststatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff13c846c69047f840ce5cb061972a80,4b67124b800d5ab2b02d63e80a5d384d504baf374b1d24944f248272e24a6d8f,ctls,status.octopus.com,443,https://status.octopus.com:443,https,text/html,GET,18.66.147.109,/,-1840324437,18.66.147.44,HSTS,1995,False,,,,AtlassianEdge,cloudfront,True,,
steps-feed.octopus.com,Your Azure Function App is up and running.,200,149794,steps-feed.octopus.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-04-08T23:59:59Z,CN=*.octopus.com,*.octopus.com,octopus.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,6d7500c84becacb34046ab5aa1ee8a6b,5022bc15cb9a7577bbf984ad7786856293345ea903a642dd9f613c8a267f5f72,ctls,steps-feed.octopus.com,443,https://steps-feed.octopus.com:443,https,text/html,GET,52.237.246.162,/,-1840324437,52.237.246.162,Microsoft ASP.NET,300,False,,,True,Kestrel,azure,True,,
stripe.billing.a.dev.octopus.com,Access Denied,403,352,stripe.billing.a.dev.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2023-12-25T23:59:59Z,CN=stripe.billing.a.dev.octopus.com,stripe.billing.a.dev.octopus.com,stripe.billing.a.dev.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",96eb121b395741fbc71bb49ce83c86a4,474765f7cbc65f0e09b3f0ae589b47b8c5e7f8edf4622da9f2c637a05f98045b,ctls,stripe.billing.a.dev.octopus.com,443,https://stripe.billing.a.dev.octopus.com:443,https,text/html,GET,13.107.246.45,/,1374994652,2620:1ec:bdf::45,Azure Front Door,9,False,,,,,,,,
stripe.billing.octopus.com,Access Denied,403,352,stripe.billing.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2023-09-20T23:59:59Z,CN=stripe.billing.octopus.com,stripe.billing.octopus.com,stripe.billing.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3625f9795a063b8731623021ae8c1ca5,80d5f7215a478a982bcfd7172263cf6b2a46986517a524a30d14e04a95832532,ctls,stripe.billing.octopus.com,443,https://stripe.billing.octopus.com:443,https,text/html,GET,13.107.246.45,/,-1753947451,2620:1ec:46::45,Azure Front Door,9,False,,,,,,,,
stripe.billing.preprod.octopus.com,Access Denied,403,352,stripe.billing.preprod.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-25T00:00:00Z,2023-12-25T23:59:59Z,CN=stripe.billing.preprod.octopus.com,stripe.billing.preprod.octopus.com,stripe.billing.preprod.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",67066bd8edcec73c327b885c54fedfd3,ceba6e30b8c44472586e5ec6ea6d160ee1f04200607240050367d9257368039a,ctls,stripe.billing.preprod.octopus.com,443,https://stripe.billing.preprod.octopus.com:443,https,text/html,GET,13.107.246.45,/,1407006924,2620:1ec:46::45,Azure Front Door,9,False,,,,,,,,
style.octopus.com,The Octopus style guide,200,7143,style.octopus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-08T04:54:39Z,2023-09-06T04:54:38Z,CN=style.octopus.com,style.octopus.com,style.octopus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,df0ff4b66e7cfc1815e6e8b128882404,92a16fa20f89344c51a31c263ae08ef1c5634324c1145f7c83bd58cf4608ccc7,ctls,style.octopus.com,443,https://style.octopus.com:443,https,text/html,GET,185.199.110.153,/,1181440715,2606:50c0:8003::153,Varnish,253,False,,,,GitHub.com,,,,
telemetry.octopus.com,,200,17,telemetry.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2023-12-19T23:59:59Z,CN=telemetry.octopus.com,telemetry.octopus.com,telemetry.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ff58f4de47f463af64662e9236f49a06,8a51bc0d2acc02e52f399596cf2c203d6a280fd92a869e0154914bdcb820abe8,ctls,telemetry.octopus.com,443,https://telemetry.octopus.com:443,https,text/plain,GET,13.107.246.45,/,-522708096,2620:1ec:46::45,Azure Front Door,1,False,,,,,,,,
url534.octopus.com,404 Not Found,404,162,url534.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,url534.octopus.com,443,https://url534.octopus.com:443,https,text/html,GET,167.89.118.83,/,190856733,167.89.115.56,Nginx,8,False,True,,True,nginx,,,,
www.a.dev.octopus.com,Continuous delivery & deployment automation tool for DevOps teams | Octopus Deploy - Octopus Deploy,200,80774,a.dev.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-26T00:00:00Z,2023-12-26T23:59:59Z,CN=a.dev.octopus.com,a.dev.octopus.com,a.dev.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",8f3b28f0f90ea00a79aed4ffb124e13f,8d8d61de9be4227897838a4ee311f625151e2da275772963603186bf31e6803d,ctls,a.dev.octopus.com,443,https://www.a.dev.octopus.com:443,https,text/html,GET,13.107.246.45,/,-1734531783,2620:1ec:46::45,Microsoft ASP.NET,2284,False,,,,,,,,https://a.dev.octopus.com/
www.b.dev.octopus.com,Continuous delivery & deployment automation tool for DevOps teams | Octopus Deploy - Octopus Deploy,200,100305,b.dev.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2023-12-24T23:59:59Z,CN=b.dev.octopus.com,b.dev.octopus.com,b.dev.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",eed8cacad53e5ad640fb30ab8858ecda,fd8d01dd649c178dedfd12647d90868fb0ae0d3024c97cb683e17ee3b9c93700,ctls,b.dev.octopus.com,443,https://www.b.dev.octopus.com:443,https,text/html,GET,13.107.246.45,/,1440007575,2620:1ec:46::45,Microsoft ASP.NET,2314,False,,,,,,,,https://b.dev.octopus.com/
www.c.dev.octopus.com,Continuous delivery & deployment automation tool for DevOps teams | Octopus Deploy - Octopus Deploy,200,80774,c.dev.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-26T00:00:00Z,2023-12-26T23:59:59Z,CN=c.dev.octopus.com,c.dev.octopus.com,c.dev.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",16d6e8ee49fb409a3dfbfaf9f1169df6,deca27d731b9336954f0944f8e8630c5015bb92bcc36a8bd021796a31dd593ff,ctls,c.dev.octopus.com,443,https://www.c.dev.octopus.com:443,https,text/html,GET,13.107.246.45,/,-1869769573,2620:1ec:46::45,Microsoft ASP.NET,2284,False,,,,,,,,https://c.dev.octopus.com/
www.preprod.octopus.com,Continuous delivery & deployment automation tool for DevOps teams | Octopus Deploy - Octopus Deploy,200,80922,preprod.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-08-08T23:59:59Z,CN=preprod.octopus.com,preprod.octopus.com,preprod.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",91911faee7c599d30b499202e4e3ed7e,abbeda992afc95c3e6b05d44088053f320857b1e23a6758f31969493b4006541,ctls,preprod.octopus.com,443,https://www.preprod.octopus.com:443,https,text/html,GET,13.107.246.45,/,-1454988956,2620:1ec:46::45,Microsoft ASP.NET,2284,False,,,,,,,,https://preprod.octopus.com/
