input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,final_url
auth.blablacar.es,blablacar.es,403,583,auth.blablacar.es,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.es,google,443,https://auth.blablacar.es:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.hr,blablacar.hr,403,583,auth.blablacar.hr,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.hr,google,443,https://auth.blablacar.hr:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.hu,blablacar.hu,403,583,auth.blablacar.hu,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.hu,google,443,https://auth.blablacar.hu:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.in,blablacar.in,403,583,auth.blablacar.in,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.in,google,443,https://auth.blablacar.in:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.it,blablacar.it,403,583,auth.blablacar.it,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.it,google,443,https://auth.blablacar.it:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.mx,blablacar.mx,403,583,auth.blablacar.mx,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.mx,google,443,https://auth.blablacar.mx:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.pl,blablacar.pl,403,583,auth.blablacar.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.pl,google,443,https://auth.blablacar.pl:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.pt,blablacar.pt,403,583,auth.blablacar.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.pt,google,443,https://auth.blablacar.pt:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.ro,blablacar.ro,403,583,auth.blablacar.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,auth.blablacar.ro,google,443,https://auth.blablacar.ro:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,
auth.blablacar.ru,blablacar.ru,403,583,auth.blablacar.ru,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-04-15T04:41:25Z,2023-07-14T04:41:24Z,CN=blablacar.ru,blablacar.ru,www.blablacar.ru,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7d5d87b215abbb93d62e6e4eea697df8,9be3dd069bff28adc139b17888466628bb1ee4859e594b77cab24b90df86ff06,,ctls,auth.blablacar.ru,,443,https://auth.blablacar.ru:443,https,nginx,GET,51.250.48.32,/,901974409,51.250.48.32,Nginx,2,False,,text/html,
blablacar.be,blablacar.be,403,583,www.fr.blablacar.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.fr.blablacar.be,google,443,https://blablacar.be:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.fr.blablacar.be/
blablacar.co.uk,blablacar.co.uk,403,586,www.blablacar.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.co.uk,google,443,https://blablacar.co.uk:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.co.uk/
blablacar.com,BlaBlaCar,200,16908,blablacar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,blablacar.com,google,80,http://blablacar.com:80,http,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,webpack,1,False,True,text/html,https://blablacar.com:443/
blablacar.com.br,blablacar.com.br,403,587,www.blablacar.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.com.br,google,443,https://blablacar.com.br:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.com.br/
blablacar.com.tr,blablacar.com.tr,403,587,www.blablacar.com.tr,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.com.tr,google,443,https://blablacar.com.tr:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.com.tr/
blablacar.com.ua,blablacar.com.ua,403,587,www.blablacar.com.ua,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.com.ua,google,443,https://blablacar.com.ua:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.com.ua/
blablacar.de,blablacar.de,403,583,www.blablacar.de,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.de,google,443,https://blablacar.de:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.de/
blablacar.fr,blablacar.fr,403,583,www.blablacar.fr,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.fr,google,80,http://blablacar.fr:80,http,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.fr/
blablacar.hr,blablacar.hr,403,583,www.blablacar.hr,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.hr,google,443,https://blablacar.hr:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.hr/
blablacar.hu,blablacar.hu,403,583,www.blablacar.hu,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.hu,google,443,https://blablacar.hu:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.hu/
blablacar.in,blablacar.in,403,583,www.blablacar.in,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.in,google,443,https://blablacar.in:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.in/
blablacar.it,blablacar.it,403,583,www.blablacar.it,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.it,google,443,https://blablacar.it:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.it/
blablacar.pl,blablacar.pl,403,583,www.blablacar.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.pl,google,443,https://blablacar.pl:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.pl/
blablacar.pt,blablacar.pt,403,583,www.blablacar.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.pt,google,443,https://blablacar.pt:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.pt/
blablacar.ro,blablacar.ro,403,583,www.blablacar.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-08T05:38:03Z,2023-08-06T05:38:02Z,CN=blablacar.com,blablacar.com,link.community.blablacar.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,308507237df0ea0c0d77588b1c8816c4,0fd174fcd8142b6139eb66159419f5baee298b8fd6addcf1b2447ef9edb03d7a,True,ctls,www.blablacar.ro,google,443,https://blablacar.ro:443,https,istio-envoy,GET,35.190.32.124,/,901974409,35.190.32.124,HTTP/3,2,False,True,text/html,https://www.blablacar.ro/
blablacar.ru,blablacar.ru,403,583,www.blablacar.ru,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-04-15T04:41:25Z,2023-07-14T04:41:24Z,CN=blablacar.ru,blablacar.ru,www.blablacar.ru,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7d5d87b215abbb93d62e6e4eea697df8,9be3dd069bff28adc139b17888466628bb1ee4859e594b77cab24b90df86ff06,,ctls,www.blablacar.ru,,443,https://blablacar.ru:443,https,nginx,GET,178.154.245.3,/,901974409,178.154.245.3,Nginx,2,False,,text/html,https://www.blablacar.ru/
