new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,aaaa,txt,mx,caa
,staging-web-slkr.apps.cluster12.eu.aws.cloudapp.epam.com,"10.68.158.4, 10.68.156.147",,"ns-1072.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.68.158.4, 10.68.156.147",,,,
,staging.admin-portal.epam.epm-slkr.projects.epam.com,"52.58.214.72, 18.193.193.110, 52.28.184.50",,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,staging.admin-portal.walmart.epm-slkr.projects.epam.com,"52.28.184.50, 18.193.193.110, 52.58.214.72",,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1051.awsdns-03.org, ns-1537.awsdns-00.co.uk, ns-179.awsdns-22.com, ns-862.awsdns-43.net",,,,,,
,staging.core.epam.epm-slkr.projects.epam.com,"52.58.214.72, 18.193.193.110, 52.28.184.50",,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,staging.core.tesla.epm-slkr.projects.epam.com,"52.58.214.72, 18.193.193.110, 52.28.184.50",,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,staging.customer-management-portal.epm-slkr.projects.epam.com,"18.193.193.110, 52.58.214.72, 52.28.184.50",,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,staging.hrcms.epam.com,"104.18.13.91, 104.18.12.91",staging.hrcms.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,startup.epam.com,"104.18.5.120, 104.18.4.120",startup.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:578, 2606:4700::6812:478",,,
,startup.stage.epam.com,"104.18.17.214, 104.18.16.214",,"harleigh.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,static.cdn.epam.com,,dtin6hy2y6v9k.cloudfront.net,"ns-262.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,stats.videoportal.epam.com,"52.29.56.149, 3.124.238.27",epm-tube-alb-1633844065.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,status.epam.com,"104.18.12.91, 104.18.13.91",status.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stg-epam.epm-dce.projects.epam.com,"104.18.13.91, 104.18.12.91",stg-epam.epm-dce.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stg-learn.epm-tmc.projects.epam.com,"104.18.12.91, 104.18.13.91",stg-learn.epm-tmc.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,stg-polycord.epm-dce.projects.epam.com,35.195.164.136,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-b4.googledomains.com, ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com",,,,,,
,stg.docs.epam.com,"104.18.21.196, 104.18.20.196",stg.docs.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:14c4, 2606:4700::6812:15c4",,,
,storagemsq.videoportal.epam.com,217.21.63.175,epbyminsa0083.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,stream.anywhere.epam.com,34.160.101.224,,"ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1820.awsdns-35.co.uk, ns-415.awsdns-51.com, ns-690.awsdns-22.net, ns-1268.awsdns-30.org",,,,google-site-verification=rOkgpUvokZZSY6uPauJPtzPPx_p4jtJobkd08D3RUj4,,
,studio.elearn.epam.com,"104.18.4.131, 104.18.5.131",studio.elearn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:583, 2606:4700::6812:483",,,
,studio.elearn.university.epam.com,,studio.elearn.university.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,studio.hep.elearn.epam.com,"104.18.5.131, 104.18.4.131",studio.hep.elearn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:583, 2606:4700::6812:483",,,
,studio.upskill.elearn.epam.com,"104.18.4.131, 104.18.5.131",studio.upskill.elearn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:583, 2606:4700::6812:483",,,
,support.epam.com,149.96.177.232,epamprod.service-now.com,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,,,,
,supportnow.epam.com,149.96.177.232,epamprod.service-now.com,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,,,,
,survey.epam.com,"104.18.12.91, 104.18.13.91",survey.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,surveys.epam.com,"184.72.127.201, 34.233.217.125","privatedomain.sgizmo.com, privatedomain.alchemer.com, alc-produsa-haproxy-webs-pd-e20086d8707973c2.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,svn.epam.com,91.120.43.138,evhubudsa0087.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,system.perf-alfa.epm-dce.projects.epam.com,35.240.64.54,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,tad.lab.epam.com,,,"ns-128.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,tardis.lab.epam.com,"104.18.12.91, 104.18.13.91",tardis.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,taxpayer.epam.com,95.167.19.151,eprusamvsd0054.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,tcccdigitest1.budapest.epam.com,91.120.43.20,evhubudsd6261.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,tcccdigitest2.budapest.epam.com,91.120.43.20,evhubudsd6261.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,teams-notifications.epm-ppa.projects.epam.com,51.137.26.178,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,teams-notify-stage.epm-ppa.projects.epam.com,"104.18.13.91, 104.18.12.91",teams-notify-stage.epm-ppa.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,technology.epam.com,"104.18.12.91, 104.18.13.91",technology.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,telemetry-transit.connect.epm-plx.projects.epam.com,20.54.193.40,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/awc-prod/telemetry-transit-anywhere-connect\""",,
,telescope.epam.com,"104.18.9.77, 104.18.8.77",telescope.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,test-env.pypl-hbfc.projects.epam.com,91.120.43.31,ecsb00300af8.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,test.dev2.gcp.gnrg-osdu.projects.epam.com,34.111.15.91,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,test.evusprisd0827.princeton.epam.com,174.128.60.227,evusprisd0827.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,test.microsite.evusprisd0827.princeton.epam.com,174.128.60.227,evusprisd0827.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,test.rancher.epm-ces.projects.epam.com,"104.18.13.91, 104.18.12.91",test.rancher.epm-ces.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,test.wm.lab.epam.com,,,"ns-319.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-319.awsdns-39.com, ns-717.awsdns-25.net, ns-1301.awsdns-34.org, ns-1782.awsdns-30.co.uk",,,,,,
,test1.internal.epm-prmo.projects.epam.com,"104.18.12.91, 104.18.13.91",test1.internal.epm-prmo.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,testio.demo.mobilecloud.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,theflashtv.radar.epam.com,,,,NOERROR,,,,,,,
,time.cdn.epam.com,,dl8q95gnhxy59.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,
,time.epam.com,"104.18.11.86, 104.18.10.86",time.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:b56, 2606:4700::6812:a56",,,
,timeline.epam.com,,d37lmbjzzkr2ss.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,
,tk.notifications.epam.com,52.178.158.175,"ppa-uns-prod-fn-linktr.azurewebsites.net, waws-prod-db3-101.sip.azurewebsites.windows.net, waws-prod-db3-101.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,
,together.epam.com,91.120.43.145,ecsb00301f97.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,touch.epm-esp.projects.epam.com,217.21.63.183,ecsc00105ddf.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,tr.epam.com,91.120.48.50,evhubudsd0198.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,trading.epam.com,20.49.104.33,"epm-trad-east-us.azurewebsites.net, waws-prod-blu-247.sip.azurewebsites.windows.net, waws-prod-blu-247-e7b3.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,
,tre.epam.com,79.133.71.177,eprusarsd0017.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,university.epam.com,"104.18.18.217, 104.18.19.217","learn.epam.com, learn.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:12d9, 2606:4700::6812:13d9",,,
,university.staging-elearn.epm-mooc.projects.epam.com,"104.18.13.91, 104.18.12.91",university.staging-elearn.epm-mooc.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,upload.cdn.epam.com,35.158.248.155,ec2-35-158-248-155.eu-central-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,
,upload.videoportal.epam.com,"104.18.21.23, 104.18.20.23",upload.videoportal.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1417, 2606:4700::6812:1517",,,
,upload.videoportalqa.epam.com,"104.18.11.227, 104.18.10.227",upload.videoportalqa.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:be3, 2606:4700::6812:ae3",,,
,upsa-api-routing-gateway-prod.epm-hrms.projects.epam.com,"104.18.12.91, 104.18.13.91",upsa-api-routing-gateway-prod.epm-hrms.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,upskill.elearn.epam.com,"104.18.4.131, 104.18.5.131",upskill.elearn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:583, 2606:4700::6812:483",,,
,upskill.learn.epam.com,"104.18.18.217, 104.18.19.217","learn.epam.com, learn.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:12d9, 2606:4700::6812:13d9",,,
,upskill.staging-elearn.epm-mooc.projects.epam.com,"104.18.13.91, 104.18.12.91",upskill.staging-elearn.epm-mooc.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,uui.epam.com,"104.18.12.91, 104.18.13.91",uui.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,uw.lab.epam.com,91.120.43.54,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,uxd.epam.com,91.120.43.57,evhubudsd4377.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vacancies-develop.aws.epm-plx.projects.epam.com,"10.68.46.21, 10.68.46.51",,"ns-1731.awsdns-24.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.68.46.21, 10.68.46.51",,,,
,vbc-9-10-4.radar.epam.com,,,,NOERROR,,,,,,,
,video-dev.epam.com,217.21.63.132,"evbyminsd1481.epam.com, evbyminsd1481.minsk.epam.com","a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,video.epam.com,"104.18.20.23, 104.18.21.23","videoportal.epam.com, videoportal.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1417, 2606:4700::6812:1517",,,
,videoportal.epam.com,"104.18.20.23, 104.18.21.23",videoportal.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1417, 2606:4700::6812:1517",,,
,videoportalqa.epam.com,"104.18.10.227, 104.18.11.227",videoportalqa.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:be3, 2606:4700::6812:ae3",,,
,voice.epam.com,"104.18.12.91, 104.18.13.91",voice.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,volunteers.epam.com,"18.66.248.78, 18.66.248.86, 18.66.248.44, 18.66.248.94",,"ns-1710.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-168.awsdns-21.com, ns-1710.awsdns-21.co.uk, ns-530.awsdns-02.net, ns-1059.awsdns-04.org",,,,,,
,vpn-by2.epam.com,217.21.56.2,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-cn.epam.com,202.65.196.242,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-eu.epam.com,195.56.119.209,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-eu2.epam.com,204.153.55.1,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-in.epam.com,203.170.48.2,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-sso.epam.com,91.120.43.18,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-ua.epam.com,85.223.209.22,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn-us.epam.com,174.128.60.1,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn.budapest.epam.com,195.56.119.209,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpn.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpnkar.epam.com,91.185.25.194,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpnmsq.epam.com,217.21.63.8,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vpnsslhyd.epam.com,203.170.48.3,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vss.epam.com,94.25.69.63,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,vts.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,wave.lab.epam.com,3.66.111.87,,"ns-499.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1434.awsdns-51.org, ns-1711.awsdns-21.co.uk, ns-499.awsdns-62.com, ns-841.awsdns-41.net",,,,,,
,webconfbud.epam.com,91.120.43.15,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,wifi.epam.com,7.7.7.7,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,wlt-edoc.projects.epam.com,,,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1458.awsdns-54.org, ns-1703.awsdns-20.co.uk, ns-38.awsdns-04.com, ns-762.awsdns-31.net",,,,,,
,wm.lab.epam.com,91.120.43.181,ecsb00100141.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ws.videoportal.epam.com,"3.124.238.27, 52.29.56.149",epm-tube-alb-1633844065.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,ww2.epam.com,"3.92.120.28, 18.208.125.13, 52.54.96.194, 34.237.219.119, 3.215.172.219","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,www-1-3www-sdk8.epam.com,,,,NOERROR,,,,,,,
,www.connect.epam.com,"13.107.246.45, 13.107.213.45","amisite.azureedge.net, amisite.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:bdf::45, 2620:1ec:46::45",,,
,www.desktop.connect.epam.com,20.82.13.59,"victorious-tree-04eb7db03.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-0.msha-slice-2-am2-0-ase.p.azurewebsites.net, waws-prod-am2-7afcdb2f.sip.p.azurewebsites.windows.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,
,www.staging-web-slkr.apps.cluster12.eu.aws.cloudapp.epam.com,"10.68.156.147, 10.68.158.4",,"ns-1072.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.68.156.147, 10.68.158.4",,,,
,www.training.epam.com,"104.18.1.62, 104.18.0.62","training.epam.com, training.epam.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:3e, 2606:4700::6812:13e",,,
,www1.epam.com,91.120.43.48,evhubudsa0048.budapest.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,xf.epam.com,174.128.60.113,"evuscarsa0001.epam.com, evuscarsa0001.princeton.epam.com","a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,xm-staging.lab.epam.com,"104.18.12.91, 104.18.13.91",xm-staging.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,xml-careers.epm-isdp.projects.epam.com,"104.18.12.91, 104.18.13.91",xml-careers.epm-isdp.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,xrphodor.radar.epam.com,,,,NOERROR,,,,,,,
,yandex.epam.com,213.184.243.45,"evbyminsd1415.epam.com, evbyminsd1415.minsk.epam.com","a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,zed.epam.com,35.181.133.27,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,zion.epam.com,176.192.95.4,eprutvesd0008.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,zoe.epam.com,217.21.63.65,ecsc00a0167f.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,zoommb218mmr.radar.epam.com,,,,NOERROR,,,,,,,
,ztna-integration.epm-iga.projects.epam.com,"104.18.12.91, 104.18.13.91",ztna-integration.epm-iga.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,ztna.app.epam.com,"104.18.13.91, 104.18.12.91",ztna.app.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
